도번,자도번,품명,협력사코드,협력사명,등록소요량(현재),계획역산 배수,의심소요량,발생일수,판정,← 담당확정 소요량,비고
AJR30125602,AJR30125601-A-S-4,STS SUB Assy,2356,AUDY,1,2.0,2,11,소요량 의심(계획과 불일치),,현재1→계획상 2개 필요
