구분,P/N,협력사,엑셀중량,기하중량/비교,외경,두께,길이,배수/비고
①중량-스펙불일치,5210A22034U,대원,0.03246,0.00811,7.0,0.65,70.0,약4.0배
①중량-스펙불일치,MJU61986601,대원,0.06782,0.02261,7.0,0.65,195.0,약3.0배
①중량-스펙불일치,MJU61986701,대원,0.33212,0.02214,7.0,0.65,191.0,약15.0배
①중량-스펙불일치,MJU65626404,대원,0.04028,0.02014,12.7,0.75,80.0,약2.0배
①중량-스펙불일치,MJU66466901,대원,0.23933,0.02393,6.35,0.65,230.0,약10.0배
①중량-스펙불일치,MJU66467201,대원,0.23933,0.02393,6.35,0.65,230.0,약10.0배
①중량-스펙불일치,MJU63748402,대원,0.02597,0.00649,7.0,0.65,56.0,약4.0배
①중량-스펙불일치,5210A24677N,대원,0.05657,0.00707,7.0,0.65,61.0,약8.0배
①중량-스펙불일치,MJU66930301,대원,0.04862,0.00608,7.0,0.55,61.0,약8.0배
①중량-스펙불일치,MJU66466902,대원,0.20427,0.02043,6.35,0.55,228.0,약10.0배
①중량-스펙불일치,MJU66467202,대원,0.20607,0.02061,6.35,0.55,230.0,약10.0배
①중량-스펙불일치,MJU64927105,미래,0.0308,0.0077,6.35,0.65,74.0,약4.0배
①중량-스펙불일치,MJU62028802,미래,0.01707,0.00853,6.35,0.65,82.0,약2.0배
①중량-스펙불일치,MJU62919025,미래,0.03382,0.00676,6.35,0.65,65.0,약5.0배
①중량-스펙불일치,MJU64064527,미래,0.05702,0.01426,6.35,0.65,137.0,약4.0배
①중량-스펙불일치,MJU64047701,미래,0.04037,0.02019,6.35,0.65,194.0,약2.0배
①중량-스펙불일치,MJU64047801,미래,0.04037,0.02019,6.35,0.65,194.0,약2.0배
①중량-스펙불일치,MJU64047901,미래,0.02601,0.01301,6.35,0.65,125.0,약2.0배
①중량-스펙불일치,MJU61909402,미래,0.09133,0.04566,9.52,0.65,282.0,약2.0배
①중량-스펙불일치,MJU61908601,미래,0.02818,0.01409,9.52,0.65,87.0,약2.0배
①중량-스펙불일치,MJU64927120,미래,0.03247,0.00812,6.35,0.65,78.0,약4.0배
①중량-스펙불일치,MJU62267501,미래,0.02898,0.0058,7.0,0.65,50.0,약5.0배
①중량-스펙불일치,MJU62267502,미래,0.06434,0.02145,7.0,0.65,185.0,약3.0배
①중량-스펙불일치,MJU64959103,미래,0.18168,0.01652,9.52,0.65,102.0,약11.0배
①중량-스펙불일치,MJU62672406,미래,0.02123,0.00708,6.35,0.65,68.0,약3.0배
①중량-스펙불일치,MJU64959115,미래,0.18881,0.01716,9.52,0.65,106.0,약11.0배
①중량-스펙불일치,MJU64927303,미래,0.02435,0.01217,6.35,0.65,117.0,약2.0배
①중량-스펙불일치,MJU62842616,미래,0.02643,0.01322,7.0,0.65,114.0,약2.0배
①중량-스펙불일치,MJU62842317,미래,0.02342,0.01171,7.0,0.65,101.0,약2.0배
①중량-스펙불일치,MJU64773401,미래,0.14653,0.00916,7.0,0.65,79.0,약16.0배
①중량-스펙불일치,MJU64711901,미래,0.10315,0.01474,9.52,0.65,91.0,약7.0배
①중량-스펙불일치,MJU64712401,미래,0.10125,0.01446,6.35,0.65,139.0,약7.0배
①중량-스펙불일치,MJU47146601,미래,0.02852,0.00951,7.0,0.65,82.0,약3.0배
①중량-스펙불일치,MJU66573301,미래,0.12695,0.01814,9.52,0.65,112.0,약7.0배
①중량-스펙불일치,MJU66573401,미래,0.09927,0.01655,6.35,0.65,159.0,약6.0배
①중량-스펙불일치,MJU62672401,이젠터,0.07929,0.00661,7.0,0.65,57.0,약12.0배
①중량-스펙불일치,MJU62672403,이젠터,0.03849,0.00962,7.0,0.65,83.0,약4.0배
①중량-스펙불일치,MJU64350501,이젠터,0.04869,0.00811,7.0,0.65,70.0,약6.0배
①중량-스펙불일치,MJU64350601,이젠터,0.02574,0.01287,7.0,0.65,111.0,약2.0배
①중량-스펙불일치,5210A24677G,이젠터,0.02689,0.00672,7.0,0.65,58.0,약4.0배
①중량-스펙불일치,MJU62993602,이젠터,0.03014,0.01507,7.0,0.65,130.0,약2.0배
①중량-스펙불일치,MJU62993603,이젠터,0.06747,0.01124,7.0,0.65,97.0,약6.0배
①중량-스펙불일치,MJU62822711,이젠터,0.01831,0.00916,6.35,0.65,88.0,약2.0배
①중량-스펙불일치,MJU64875402,이젠터,0.0333,0.00832,6.35,0.65,80.0,약4.0배
①중량-스펙불일치,MJU63339937,이젠터,0.02331,0.01165,6.35,0.65,112.0,약2.0배
①중량-스펙불일치,MJU63712711,이젠터,0.0359,0.01197,6.35,0.65,115.0,약3.0배
①중량-스펙불일치,MJU63712712,이젠터,0.0281,0.01405,6.35,0.65,135.0,약2.0배
①중량-스펙불일치,MJU63712714,이젠터,0.02268,0.01134,6.35,0.65,109.0,약2.0배
①중량-스펙불일치,MJU62845830,이젠터,0.06202,0.0155,6.35,0.65,149.0,약4.0배
①중량-스펙불일치,MJU38274201,이젠터,0.08717,0.0109,7.0,0.65,94.0,약8.0배
①중량-스펙불일치,MJU66567101,이젠터,0.16229,0.01159,7.0,0.65,100.0,약14.0배
①중량-스펙불일치,5210A24677J,이젠터,0.07141,0.00893,7.0,0.65,77.0,약8.0배
①중량-스펙불일치,MJU66792501,이젠터,0.05843,0.01461,7.0,0.65,126.0,약4.0배
①중량-스펙불일치,MJU65846826,이젠터,0.05935,0.00742,7.0,0.65,64.0,약8.0배
①중량-스펙불일치,MJU64773404,이젠터,0.14815,0.00823,7.0,0.65,71.0,약18.0배
①중량-스펙불일치,5210A22034A,이젠터,0.03825,0.00638,7.0,0.65,55.0,약6.0배
①중량-스펙불일치,5210A22034B,이젠터,0.02944,0.01472,7.0,0.65,127.0,약2.0배
①중량-스펙불일치,MJU66927902,이젠터,0.03478,0.01739,7.0,0.65,150.0,약2.0배
①중량-스펙불일치,MJU66927903,이젠터,0.03037,0.01519,7.0,0.65,131.0,약2.0배
①중량-스펙불일치,MJU66927905,이젠터,0.0415,0.02075,7.0,0.65,179.0,약2.0배
①중량-스펙불일치,MJU67028008,이젠터,0.13949,0.00996,7.0,0.55,100.0,약14.0배
①중량-스펙불일치,MJU67028002,이젠터,0.04623,0.00578,7.0,0.55,58.0,약8.0배
①중량-스펙불일치,MJU67012502,이젠터,0.04902,0.01226,7.0,0.55,123.0,약4.0배
①중량-스펙불일치,MJU77146601,이젠터,0.01901,0.00951,7.0,0.65,82.0,약2.0배
①중량-스펙불일치,MJU00697501,이젠터,0.03627,0.00518,7.0,0.55,52.0,약7.0배
①중량-스펙불일치,MJU47063901(SVC),MTS,0.38161,0.1908,12.7,0.75,758.0,약2.0배
②시트간스펙충돌,MJU64927101,대원/미래/중앙,,,,,,대원:Φ6.35 T0.65 L235.0 | 미래:Φ6.35 T0.65 L237.0 | 중앙:Φ6.35 T0.65 L234.0 | 중앙:Φ6.35 T0.65 L234.0
②시트간스펙충돌,MJU64927102,대원/미래/중앙,,,,,,대원:Φ6.35 T0.65 L235.0 | 미래:Φ6.35 T0.65 L237.0 | 중앙:Φ6.35 T0.65 L234.0 | 중앙:Φ6.35 T0.65 L234.0
②시트간스펙충돌,MJU64927103,대원/미래,,,,,,대원:Φ6.35 T0.65 L195.0 | 미래:Φ6.35 T0.65 L194.0
②시트간스펙충돌,MJU64927104,대원/미래,,,,,,대원:Φ6.35 T0.65 L195.0 | 미래:Φ6.35 T0.65 L193.0
②시트간스펙충돌,MJU64867606,대원/미래,,,,,,대원:Φ7.94 T0.65 L868.0 | 미래:Φ7.94 T0.65 L854.0 | 미래:Φ7.94 T0.65 L854.0 | 미래:Φ7.94 T0.65 L854.0 | 미래:Φ7.94 T0.65 L854.0 | 미래:Φ7.94 T0.65 L854.0
②시트간스펙충돌,MJU64867607,대원/미래,,,,,,대원:Φ12.7 T0.75 L231.0 | 미래:Φ12.7 T0.75 L228.0 | 미래:Φ12.7 T0.75 L228.0 | 미래:Φ12.7 T0.75 L228.0 | 미래:Φ12.7 T0.75 L228.0 | 미래:Φ12.7 T0.75 L228.0
②시트간스펙충돌,4H00901F,대원/이젠터,,,,,,대원:Φ6.35 T0.7 L125.0 | 대원:Φ6.35 T0.65 L120.0 | 이젠터:Φ7.0 T0.65 L121.0
②시트간스펙충돌,MJU65868007,대원/이젠터,,,,,,대원:Φ9.52 T0.65 L400.0 | 이젠터:Φ9.52 T0.65 L404.0
②시트간스펙충돌,MJU65868008,대원/이젠터,,,,,,대원:Φ9.52 T0.65 L394.0 | 이젠터:Φ9.52 T0.65 L395.0
②시트간스펙충돌,MJU65868009,대원/이젠터,,,,,,대원:Φ9.52 T0.65 L245.0 | 이젠터:Φ9.52 T0.65 L244.0
②시트간스펙충돌,MJU65516603,대원/미래/이젠터,,,,,,대원:Φ6.35 T0.65 L120.0 | 미래:Φ6.35 T0.7 L123.0 | 이젠터:Φ6.35 T0.65 L122.0 | 이젠터:Φ6.35 T0.65 L122.0 | 이젠터:Φ6.35 T0.7 L122.0
②시트간스펙충돌,MJU65868004,대원/이젠터/케이비,,,,,,대원:Φ12.7 T0.75 L180.0 | 이젠터:Φ12.7 T0.75 L179.0 | 케이비:Φ12.7 T0.75 L181.0
②시트간스펙충돌,5210A22034U,대원/이젠터/케이비,,,,,,대원:Φ7.0 T0.65 L70.0 | 대원:Φ7.0 T0.65 L70.0 | 이젠터:Φ7.0 T0.65 L67.0 | 이젠터:Φ7.0 T0.65 L67.0 | 이젠터:Φ7.0 T0.65 L70.0 | 이젠터:Φ7.0 T0.65 L67.0 | 이젠터:Φ7.0 T0.65 L71.0 | 케이비:Φ7.0 T0.65 L69.0
②시트간스펙충돌,MJU61986701,대원,,,,,,대원:Φ7.0 T0.65 L191.0 | 대원:Φ7.0 T0.65 L190.0
②시트간스펙충돌,MJU61986801,대원/이젠터,,,,,,대원:Φ7.0 T0.65 L211.0 | 대원:Φ7.0 T0.65 L210.0 | 이젠터:Φ7.0 T0.65 L215.0
②시트간스펙충돌,MJU61987301,대원/이젠터,,,,,,대원:Φ7.0 T0.65 L211.0 | 대원:Φ7.0 T0.65 L210.0 | 이젠터:Φ7.0 T0.65 L215.0
②시트간스펙충돌,MJU65516626,대원/중앙,,,,,,대원:Φ6.35 T0.65 L65.0 | 중앙:Φ6.35 T0.65 L64.0
②시트간스펙충돌,MJU64328307,대원/중앙,,,,,,대원:Φ6.35 T0.65 L237.0 | 중앙:Φ6.35 T0.65 L238.0
②시트간스펙충돌,4H01281C,대원/미래/이젠터/중앙,,,,,,대원:Φ6.35 T0.65 L125.0 | 미래:Φ6.35 T0.65 L122.0 | 미래:Φ6.35 T0.65 L122.0 | 중앙:Φ6.35 T0.65 L137.0 | 중앙:Φ6.35 T0.7 L120.0 | 중앙:Φ6.35 T0.65 L137.0 | 중앙:Φ6.35 T0.65 L137.0 | 이젠터:Φ6.35 T0.7 L73.0 | 이젠터:Φ6.35 T0.7 L73.0
②시트간스펙충돌,MJU64328310,대원/중앙,,,,,,대원:Φ6.35 T0.65 L169.0 | 중앙:Φ6.35 T0.65 L171.0
②시트간스펙충돌,MJU63748402,대원/이젠터/케이비,,,,,,대원:Φ7.0 T0.65 L56.0 | 대원:Φ7.0 T0.65 L57.0 | 이젠터:Φ7.0 T0.65 L55.0 | 이젠터:Φ7.0 T0.65 L55.0 | 이젠터:Φ7.0 T0.65 L55.0 | 이젠터:Φ7.0 T0.65 L55.0 | 이젠터:Φ7.0 T0.65 L55.0 | 케이비:Φ7.0 T0.65 L57.0
②시트간스펙충돌,MJU63748410,대원/이젠터/케이비,,,,,,대원:Φ7.0 T0.65 L130.0 | 대원:Φ7.0 T0.65 L127.0 | 이젠터:Φ7.0 T0.65 L130.0 | 이젠터:Φ7.0 T0.65 L130.0 | 케이비:Φ7.0 T0.65 L131.0
②시트간스펙충돌,MJU64794403,대원/미래,,,,,,대원:Φ6.35 T0.65 L71.0 | 대원:Φ6.35 T0.65 L71.0 | 대원:Φ6.35 T0.65 L71.0 | 대원:Φ6.35 T0.65 L71.0 | 미래:Φ6.35 T0.65 L70.0 | 미래:Φ6.35 T0.65 L70.0 | 미래:Φ6.35 T0.65 L70.0 | 미래:Φ6.35 T0.65 L70.0
②시트간스펙충돌,MJU64794404,대원/미래,,,,,,대원:Φ6.35 T0.65 L92.0 | 대원:Φ6.35 T0.65 L92.0 | 미래:Φ6.35 T0.65 L90.0 | 미래:Φ6.35 T0.65 L90.0 | 미래:Φ6.35 T0.65 L90.0
②시트간스펙충돌,MJU63788201,대원/중앙,,,,,,대원:Φ6.35 T0.65 L97.0 | 중앙:Φ6.35 T0.9 L99.0
②시트간스펙충돌,MJU63927401,대원/중앙,,,,,,대원:Φ6.35 T0.65 L132.0 | 대원:Φ6.35 T0.65 L129.0 | 중앙:Φ6.35 T0.9 L132.0
②시트간스펙충돌,MJU57152601,대원/미래,,,,,,대원:Φ9.52 T0.65 L223.0 | 대원:Φ9.52 T0.65 L231.0 | 미래:Φ9.52 T0.65 L221.0
②시트간스펙충돌,MJU66478501,대원/케이비,,,,,,대원:Φ12.7 T0.75 L68.0 | 대원:Φ12.7 T0.75 L68.0 | 케이비:Φ12.7 T0.75 L67.0
②시트간스펙충돌,MJU66479101,대원/케이비,,,,,,대원:Φ12.7 T0.75 L231.0 | 대원:Φ12.7 T0.75 L231.0 | 케이비:Φ12.7 T0.75 L232.0
②시트간스펙충돌,MJU63073601,대원/중앙,,,,,,대원:Φ6.35 T0.65 L389.0 | 중앙:Φ6.35 T0.65 L378.0
②시트간스펙충돌,MJU63073602,대원/중앙,,,,,,대원:Φ6.35 T0.65 L198.0 | 대원:Φ6.35 T0.65 L198.0 | 대원:Φ6.35 T0.65 L198.0 | 중앙:Φ6.35 T0.65 L196.0 | 중앙:Φ6.35 T0.65 L196.0 | 중앙:Φ6.35 T0.65 L196.0
②시트간스펙충돌,MJU63073605,대원/중앙,,,,,,대원:Φ9.52 T0.65 L330.0 | 중앙:Φ9.52 T0.65 L320.0
②시트간스펙충돌,MJU63073606,대원/중앙,,,,,,대원:Φ9.52 T0.65 L70.0 | 중앙:Φ7.94 T0.65 L67.0
②시트간스펙충돌,MJU65029701,대원/중앙,,,,,,대원:Φ6.35 T0.65 L295.0 | 중앙:Φ6.35 T0.65 L287.0
②시트간스펙충돌,MJU64809907,대원/명진,,,,,,대원:Φ4.76 T0.65 L940.0 | 명진:Φ4.76 T0.65 L926.0
②시트간스펙충돌,MJU64809908,대원/명진,,,,,,대원:Φ4.76 T0.65 L1017.0 | 명진:Φ4.76 T0.65 L1006.0
②시트간스펙충돌,MJU64809909,대원/명진,,,,,,대원:Φ4.76 T0.65 L1096.0 | 명진:Φ4.76 T0.65 L1084.0
②시트간스펙충돌,MJU64809910,대원/명진,,,,,,대원:Φ4.76 T0.65 L1308.0 | 명진:Φ4.76 T0.65 L1298.0
②시트간스펙충돌,MJU64809911,대원/명진,,,,,,대원:Φ4.76 T0.65 L1432.0 | 명진:Φ4.76 T0.65 L1409.0
②시트간스펙충돌,MJU64867626,대원,,,,,,대원:Φ9.52 T0.65 L1205.0 | 대원:Φ9.52 T0.65 L1205.0 | 대원:Φ9.52 T0.55 L1205.0
②시트간스펙충돌,MJU47978301,대원/미래/썬텍/이젠터,,,,,,대원:Φ6.35 T0.65 L157.0 | 미래:Φ6.35 T0.65 L154.0 | 이젠터:Φ6.35 T0.65 L154.0 | 썬텍:Φ6.35 T0.65 L154.0 | 썬텍:Φ6.35 T0.65 L154.0
②시트간스펙충돌,MJU47978302,대원/미래/썬텍/이젠터,,,,,,대원:Φ6.35 T0.65 L152.0 | 미래:Φ6.35 T0.65 L150.0 | 미래:Φ6.35 T0.65 L150.0 | 이젠터:Φ6.35 T0.65 L154.0 | 썬텍:Φ6.35 T0.65 L156.0 | 썬텍:Φ6.35 T0.65 L156.0
②시트간스펙충돌,MJU66805602,대원,,,,,,대원:Φ7.0 T0.65 L185.0 | 대원:Φ7.0 T0.65 L184.0
②시트간스펙충돌,MJU66805603,대원,,,,,,대원:Φ7.0 T0.65 L199.0 | 대원:Φ7.0 T0.65 L200.0
②시트간스펙충돌,MJU66805604,대원,,,,,,대원:Φ7.0 T0.65 L233.0 | 대원:Φ7.0 T0.65 L232.0
②시트간스펙충돌,MJU66805605,대원,,,,,,대원:Φ7.0 T0.65 L245.0 | 대원:Φ7.0 T0.65 L252.0
②시트간스펙충돌,MJU66805607,대원,,,,,,대원:Φ7.0 T0.65 L225.0 | 대원:Φ7.0 T0.65 L226.0
②시트간스펙충돌,MJU66805608,대원,,,,,,대원:Φ7.0 T0.65 L236.0 | 대원:Φ7.0 T0.65 L230.0
②시트간스펙충돌,MJU66478701,대원,,,,,,대원:Φ15.88 T0.95 L368.0 | 대원:Φ15.88 T0.95 L368.0 | 대원:Φ15.88 T0.95 L368.0 | 대원:Φ15.88 T0.95 L369.0 | 대원:Φ15.88 T0.95 L369.0
②시트간스펙충돌,MJU66824501,대원,,,,,,대원:Φ12.7 T0.75 L59.0 | 대원:Φ12.7 T0.75 L57.0
②시트간스펙충돌,MJU66824401,대원/명진,,,,,,대원:Φ4.76 T0.65 L426.0 | 명진:Φ4.76 T0.65 L434.0
②시트간스펙충돌,MJU66824402,대원/명진,,,,,,대원:Φ4.76 T0.65 L336.0 | 명진:Φ4.76 T0.65 L343.0
②시트간스펙충돌,MJU66824403,대원/명진,,,,,,대원:Φ4.76 T0.65 L336.0 | 명진:Φ4.76 T0.65 L335.0
②시트간스펙충돌,MJU66824404,대원/명진,,,,,,대원:Φ4.76 T0.65 L426.0 | 명진:Φ4.76 T0.65 L424.0
②시트간스펙충돌,MJU66824405,대원/명진,,,,,,대원:Φ4.76 T0.65 L646.0 | 명진:Φ4.76 T0.65 L643.0
②시트간스펙충돌,MJU66824406,대원/명진,,,,,,대원:Φ4.76 T0.65 L646.0 | 명진:Φ4.76 T0.65 L643.0
②시트간스펙충돌,MJU66824407,대원/명진,,,,,,대원:Φ4.76 T0.65 L486.0 | 명진:Φ4.76 T0.65 L466.0
②시트간스펙충돌,MJU66824408,대원/명진,,,,,,대원:Φ4.76 T0.65 L426.0 | 명진:Φ4.76 T0.65 L397.0
②시트간스펙충돌,MJU66824409,대원/명진,,,,,,대원:Φ4.76 T0.65 L546.0 | 명진:Φ4.76 T0.65 L536.0
②시트간스펙충돌,MJU66824410,대원/명진,,,,,,대원:Φ4.76 T0.65 L516.0 | 명진:Φ4.76 T0.65 L505.0
②시트간스펙충돌,MJU66824411,대원/명진,,,,,,대원:Φ4.76 T0.65 L696.0 | 명진:Φ4.76 T0.65 L693.0
②시트간스펙충돌,MJU66825001,대원/명진,,,,,,대원:Φ4.76 T0.65 L456.0 | 명진:Φ4.76 T0.65 L455.0
②시트간스펙충돌,MJU66825002,대원/명진,,,,,,대원:Φ4.76 T0.65 L456.0 | 명진:Φ4.76 T0.65 L455.0
②시트간스펙충돌,MJU66825003,대원/명진,,,,,,대원:Φ4.76 T0.65 L456.0 | 명진:Φ4.76 T0.65 L455.0
②시트간스펙충돌,MJU66825004,대원/명진,,,,,,대원:Φ4.76 T0.65 L456.0 | 명진:Φ4.76 T0.65 L455.0
②시트간스펙충돌,MJU66825005,대원/명진,,,,,,대원:Φ4.76 T0.65 L456.0 | 명진:Φ4.76 T0.65 L455.0
②시트간스펙충돌,MJU66825006,대원/명진,,,,,,대원:Φ4.76 T0.65 L456.0 | 명진:Φ4.76 T0.65 L455.0
②시트간스펙충돌,MJU66825402,대원/이젠터,,,,,,대원:Φ12.7 T0.75 L63.0 | 이젠터:Φ12.7 T0.75 L65.0
②시트간스펙충돌,MJU62907937,대원/미래,,,,,,대원:Φ7.94 T0.65 L65.0 | 미래:Φ7.94 T0.65 L66.0
②시트간스펙충돌,MJU64873802,대원/미래,,,,,,대원:Φ4.76 T0.65 L205.0 | 대원:Φ4.76 T0.65 L205.0 | 미래:Φ4.76 T0.65 L200.0 | 미래:Φ4.76 T0.65 L200.0 | 미래:Φ4.76 T0.65 L200.0 | 미래:Φ4.76 T0.65 L200.0 | 미래:Φ4.76 T0.65 L200.0 | 미래:Φ4.76 T0.65 L200.0 | 미래:Φ4.76 T0.65 L200.0 | 미래:Φ4.76 T0.65 L200.0
②시트간스펙충돌,MJU64873803,대원/미래,,,,,,대원:Φ4.76 T0.65 L302.0 | 대원:Φ4.76 T0.65 L302.0 | 미래:Φ4.76 T0.65 L301.0 | 미래:Φ4.76 T0.65 L301.0 | 미래:Φ4.76 T0.65 L301.0 | 미래:Φ4.76 T0.65 L301.0 | 미래:Φ4.76 T0.65 L301.0 | 미래:Φ4.76 T0.65 L301.0 | 미래:Φ4.76 T0.65 L301.0 | 미래:Φ4.76 T0.65 L301.0
②시트간스펙충돌,MJU64873807,대원/미래,,,,,,대원:Φ4.76 T0.65 L243.0 | 대원:Φ4.76 T0.65 L243.0 | 미래:Φ4.76 T0.65 L250.0 | 미래:Φ4.76 T0.65 L250.0 | 미래:Φ4.76 T0.65 L250.0 | 미래:Φ4.76 T0.65 L250.0 | 미래:Φ4.76 T0.65 L250.0 | 미래:Φ4.76 T0.65 L250.0 | 미래:Φ4.76 T0.65 L250.0 | 미래:Φ4.76 T0.65 L250.0
②시트간스펙충돌,MJU62207801,대원/이젠터/중앙,,,,,,대원:Φ6.35 T0.65 L178.0 | 중앙:Φ6.35 T0.65 L160.0 | 중앙:Φ6.35 T0.65 L171.0 | 이젠터:Φ6.35 T0.65 L167.0 | 이젠터:Φ6.35 T0.65 L167.0
②시트간스펙충돌,MJU62207802,대원/이젠터/중앙,,,,,,대원:Φ6.35 T0.65 L95.0 | 중앙:Φ6.35 T0.65 L80.0 | 중앙:Φ6.35 T0.65 L89.0 | 이젠터:Φ6.35 T0.65 L94.0
②시트간스펙충돌,MJU62915301,대원/명진/케이비,,,,,,대원:Φ12.7 T0.75 L788.0 | 명진:Φ12.7 T0.75 L789.0 | 케이비:Φ12.7 T0.75 L792.0
②시트간스펙충돌,MJU62915302,대원/명진/케이비,,,,,,대원:Φ12.7 T0.75 L729.0 | 명진:Φ12.7 T0.75 L733.0 | 케이비:Φ12.7 T0.75 L737.0
②시트간스펙충돌,MJU62393806,대원/케이비,,,,,,대원:Φ9.52 T0.65 L540.0 | 케이비:Φ9.52 T0.65 L536.0
②시트간스펙충돌,MJU63626311,대원/이젠터,,,,,,대원:Φ6.35 T0.65 L63.0 | 이젠터:Φ6.35 T0.65 L69.0 | 이젠터:Φ6.35 T0.65 L69.0 | 이젠터:Φ6.35 T0.65 L69.0
②시트간스펙충돌,MJU66126401,대원/미래/이젠터,,,,,,대원:Φ15.88 T0.95 L130.0 | 미래:Φ15.88 T0.95 L127.0 | 이젠터:Φ15.88 T0.95 L126.0
②시트간스펙충돌,MJU66773701,대원/케이비,,,,,,대원:Φ12.7 T0.75 L370.0 | 케이비:Φ12.7 T0.65 L378.0 | 케이비:Φ12.7 T0.65 L378.0
②시트간스펙충돌,MJU62792001,대원/케이비,,,,,,대원:Φ12.7 T0.75 L345.0 | 케이비:Φ12.7 T0.75 L350.0
②시트간스펙충돌,MJU64857301,대원/명진/미래,,,,,,대원:Φ4.76 T0.65 L845.0 | 미래:Φ4.76 T0.65 L861.0 | 명진:Φ4.76 T0.65 L845.0
②시트간스펙충돌,MJU64857401,대원/명진/미래,,,,,,대원:Φ4.76 T0.65 L1023.0 | 미래:Φ4.76 T0.65 L1054.0 | 명진:Φ4.76 T0.65 L1023.0
②시트간스펙충돌,MJU63436501,대원/케이비,,,,,,대원:Φ6.35 T0.65 L170.0 | 케이비:Φ6.35 T0.65 L175.0
②시트간스펙충돌,MJU61942802,대원/케이비,,,,,,대원:Φ6.35 T0.65 L62.0 | 케이비:Φ6.35 T0.65 L67.0 | 케이비:Φ6.35 T0.65 L64.0
②시트간스펙충돌,MJU66900501,대원/이젠터/케이비,,,,,,대원:Φ7.94 T0.65 L628.0 | 이젠터:Φ9.52 T0.65 L60.0 | 이젠터:Φ12.7 T0.75 L285.0 | 이젠터:Φ12.7 T0.75 L67.0 | 이젠터:Φ9.52 T0.65 L110.0 | 이젠터:Φ12.7 T0.75 L122.0 | 케이비:Φ7.94 T0.65 L619.0
②시트간스펙충돌,MJU64988601,대원/미래/이젠터,,,,,,대원:Φ12.7 T0.75 L827.0 | 미래:Φ12.7 T0.75 L826.0 | 미래:Φ12.7 T0.75 L826.0 | 미래:Φ12.7 T0.75 L826.0 | 이젠터:Φ12.7 T0.75 L828.0
②시트간스펙충돌,MJU66949201,대원/미래,,,,,,대원:Φ6.35 T0.65 L250.0 | 미래:Φ6.35 T0.65 L155.0
②시트간스펙충돌,MJU37361117,대원/케이비,,,,,,대원:Φ6.35 T0.65 L280.0 | 케이비:Φ6.35 T0.65 L284.0 | 케이비:Φ6.35 T0.65 L292.0
②시트간스펙충돌,MJU63406904,대원/미래,,,,,,대원:Φ12.7 T0.75 L900.0 | 미래:Φ12.7 T0.75 L904.0
②시트간스펙충돌,4H00049A,대원/미래/이젠터/중앙,,,,,,대원:Φ6.35 T0.7 L113.0 | 대원:Φ6.35 T0.7 L113.0 | 미래:Φ6.35 T0.7 L111.0 | 미래:Φ6.35 T0.7 L111.0 | 미래:Φ6.35 T0.7 L112.0 | 미래:Φ6.35 T0.65 L110.0 | 미래:Φ6.35 T0.7 L112.0 | 미래:Φ6.35 T0.65 L117.0 | 중앙:Φ6.35 T0.65 L112.0 | 이젠터:Φ6.35 T0.65 L112.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.7 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.7 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0 | 이젠터:Φ6.35 T0.65 L114.0
②시트간스펙충돌,MJU42756510,대원/미래,,,,,,대원:Φ6.35 T0.65 L208.0 | 대원:Φ6.35 T0.65 L208.0 | 미래:Φ6.35 T0.65 L213.0
②시트간스펙충돌,MJU58941310,대원/미래/썬텍/이젠터,,,,,,대원:Φ6.35 T0.65 L185.0 | 미래:Φ6.35 T0.65 L190.0 | 이젠터:Φ6.35 T0.65 L185.0 | 이젠터:Φ6.35 T0.65 L185.0 | 썬텍:Φ6.35 T0.65 L186.0 | 썬텍:Φ6.35 T0.65 L186.0 | 썬텍:Φ6.35 T0.65 L186.0 | 썬텍:Φ6.35 T0.55 L186.0
②시트간스펙충돌,MJU62356410,대원/명진/케이비,,,,,,대원:Φ6.35 T0.65 L123.0 | 명진:Φ6.35 T0.65 L125.0 | 명진:Φ6.35 T0.65 L125.0 | 케이비:Φ6.35 T0.65 L130.0
②시트간스펙충돌,MJU65033014,대원/미래,,,,,,대원:Φ4.76 T0.65 L209.0 | 미래:Φ4.76 T0.65 L205.0
②시트간스펙충돌,MJU65033015,대원/미래,,,,,,대원:Φ4.76 T0.65 L119.0 | 미래:Φ4.76 T0.65 L117.0
