도번,LG부품,LG품명,매핑 자도번,상태,← 담당확정(수정시)
5211A12001A,5210A22581B,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A12001A,5210A22581C,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A12001A,5210A22581D,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A12001A,5210A22581E,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A12001A,5210A22581F,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A12001A,5210A22581G,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A12001A,5210A22581H,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A12001A,5210A22581J,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A12001A,5210A22581P,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A12001A,5210A29019A,"Tube,Connector",(도번직결),도번직하위,
5211A12001A,5210A30050K,"Tube,Evaporator",(도번직결),도번직하위,
5211A12001A,5210A39003F,"Tube,Connector",(도번직결),도번직하위,
5211A19008C,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A19008C,5210A13011G,"Tube,Connector",(도번직결),도번직하위,
5211A19008C,5210A13011H,"Tube,Connector",(도번직결),도번직하위,
5211A19008C,5210A13011J,"Tube,Connector",(도번직결),도번직하위,
5211A19008C,5210A13011K,"Tube,Connector",(도번직결),도번직하위,
5211A19008C,5210A13011L,"Tube,Connector",(도번직결),도번직하위,
5211A19008C,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
5211A19008C,5210A26647F,"Tube,Connector",(도번직결),도번직하위,
5211A19008C,5210A26647G,"Tube,Connector",(도번직결),도번직하위,
5211A19008C,5210A26647H,"Tube,Connector",(도번직결),도번직하위,
5211A19008C,5257A20010A,Muffler Assembly,(도번직결),도번직하위,
5211A19008C,AJU36719714,Valve Assembly,(도번직결),도번직하위,
5211A19008D,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A19008D,5210A13011G,"Tube,Connector",(도번직결),도번직하위,
5211A19008D,5210A13011H,"Tube,Connector",(도번직결),도번직하위,
5211A19008D,5210A13011J,"Tube,Connector",(도번직결),도번직하위,
5211A19008D,5210A13011K,"Tube,Connector",(도번직결),도번직하위,
5211A19008D,5210A13011L,"Tube,Connector",(도번직결),도번직하위,
5211A19008D,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
5211A19008D,5210A26647F,"Tube,Connector",(도번직결),도번직하위,
5211A19008D,5210A26647G,"Tube,Connector",(도번직결),도번직하위,
5211A19008D,5210A26647J,"Tube,Connector",(도번직결),도번직하위,
5211A19008D,5257A20010A,Muffler Assembly,(도번직결),도번직하위,
5211A19008D,AJU36719714,Valve Assembly,(도번직결),도번직하위,
5211A19008D,MJU61889106,"Tube,Distributor",(도번직결),도번직하위,
5211A19008J,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A19008J,5210A13011G,"Tube,Connector",(도번직결),도번직하위,
5211A19008J,5210A13011H,"Tube,Connector",(도번직결),도번직하위,
5211A19008J,5210A13011J,"Tube,Connector",(도번직결),도번직하위,
5211A19008J,5210A13011K,"Tube,Connector",(도번직결),도번직하위,
5211A19008J,5210A13011L,"Tube,Connector",(도번직결),도번직하위,
5211A19008J,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
5211A19008J,5210A26647F,"Tube,Connector",(도번직결),도번직하위,
5211A19008J,5210A26647G,"Tube,Connector",(도번직결),도번직하위,
5211A19008J,5210A26647J,"Tube,Connector",(도번직결),도번직하위,
5211A19008J,5257A20010A,Muffler Assembly,(도번직결),도번직하위,
5211A19008J,7250AR3866W,"Damper,Butyl",(도번직결),도번직하위,
5211A19008J,AJU36719714,Valve Assembly,(도번직결),도번직하위,
5211A19008J,MJU61889106,"Tube,Distributor",(도번직결),도번직하위,
5211A19008K,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A19008K,5210A13011G,"Tube,Connector",(도번직결),도번직하위,
5211A19008K,5210A13011H,"Tube,Connector",(도번직결),도번직하위,
5211A19008K,5210A13011J,"Tube,Connector",(도번직결),도번직하위,
5211A19008K,5210A13011K,"Tube,Connector",(도번직결),도번직하위,
5211A19008K,5210A13011L,"Tube,Connector",(도번직결),도번직하위,
5211A19008K,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
5211A19008K,5210A26647F,"Tube,Connector",(도번직결),도번직하위,
5211A19008K,5210A26647G,"Tube,Connector",(도번직결),도번직하위,
5211A19008K,5210A26647H,"Tube,Connector",(도번직결),도번직하위,
5211A19008K,5257A20010A,Muffler Assembly,(도번직결),도번직하위,
5211A19008K,7250AR3866W,"Damper,Butyl",(도번직결),도번직하위,
5211A19008K,AJU36719714,Valve Assembly,(도번직결),도번직하위,
5211A19008K,MJU61889106,"Tube,Distributor",(도번직결),도번직하위,
5211A20297Z,3H03750H,"Tube,Capillary",(도번직결),도번직하위,
5211A20297Z,5211AP4052A,"Tube Assembly,Connector",(도번직결),도번직하위,
5211A20349P,5210A20851E,"Tube,Connector",(도번직결),도번직하위,
5211A20349P,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
5211A20349T,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A20349T,5210A20851E,"Tube,Connector",(도번직결),도번직하위,
5211A20349T,5210A22409B,"Tube,Connector",(도번직결),도번직하위,
5211A20349Z,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A20349Z,5210A20851M,"Tube,Connector",(도번직결),도번직하위,
5211A20349Z,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
5211A20356M,2H00351D,"Tube,Distributor",(도번직결),도번직하위,
5211A20356M,3H01582A,Tie,(도번직결),도번직하위,
5211A20356M,5211AP4052A,"Tube Assembly,Connector",(도번직결),도번직하위,
5211A20356M,5424AP3074D,"Tube,Capillary",(도번직결),도번직하위,
5211A20356U,2H00351D,"Tube,Distributor",(도번직결),도번직하위,
5211A20356U,3H01582A,Tie,(도번직결),도번직하위,
5211A20356U,5211AP4052A,"Tube Assembly,Connector",(도번직결),도번직하위,
5211A20356U,5424AP3074C,"Tube,Capillary",(도번직결),도번직하위,
5211A20356W,2H00351D,"Tube,Distributor",(도번직결),도번직하위,
5211A20356W,3H01582A,Tie,(도번직결),도번직하위,
5211A20356W,5211AP4052A,"Tube Assembly,Connector",(도번직결),도번직하위,
5211A20356W,5424AP3074C,"Tube,Capillary",(도번직결),도번직하위,
5211A20459E,3A00375E,"Socket,Flare",(도번직결),도번직하위,
5211A20459E,3H01582C,Tie,(도번직결),도번직하위,
5211A20459E,4H00901A,"Tube,Connector",(도번직결),도번직하위,
5211A20459E,5006AR4091H,Cap,(도번직결),도번직하위,
5211A20459E,5210A30554F,"Tube,Connector",(도번직결),도번직하위,
5211A20459E,5210A30846A,"Tube,Connector",(도번직결),도번직하위,
5211A20459E,5400AP3822W,"Insulator,Tube",(도번직결),도번직하위,
5211A20459E,MJU42271901,"Tube,Manifold",(도번직결),도번직하위,
5211A20466L,2H00351Z,"Tube,Distributor",(도번직결),도번직하위,
5211A20466L,4010AR3071C,"Socket,Flare",(도번직결),도번직하위,
5211A20466L,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A20466L,4A00742A,"Nut,Flare",(도번직결),도번직하위,
5211A20466L,4H01606N,"Tube,Form",(도번직결),도번직하위,
5211A20466L,5210A20859B,"Tube,Connector",(도번직결),도번직하위,
5211A20466L,5210A21160A,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A20466L,5210A21160B,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A20466L,5210A21160C,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A20466L,5210A21160F,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A20466L,5210A21160G,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A20466L,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
5211A20466L,5210A30050K,"Tube,Evaporator",(도번직결),도번직하위,
5211A21806A,3H01420A,"Socket,Flare",(도번직결),도번직하위,
5211A21806A,3H02717A,"Tube,Coupling",(도번직결),도번직하위,
5211A21806A,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A21806A,4A00742C,"Nut,Flare",(도번직결),도번직하위,
5211A21806A,5210A22409B,"Tube,Connector",(도번직결),도번직하위,
5211A21806A,5210A22690F,"Tube,Condenser",(도번직결),도번직하위,
5211A21806A,5210A26765A,"Tube,Connector",(도번직결),도번직하위,
5211A21806A,5210A26766A,"Tube,Connector",(도번직결),도번직하위,
5211A21806A,5210A26767A,"Tube,Connector",(도번직결),도번직하위,
5211A21811B,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A21811B,4A00742B,"Nut,Flare",(도번직결),도번직하위,
5211A21811B,5006AR4091D,Cap,(도번직결),도번직하위,
5211A21811B,5040A30013E,Damper,(도번직결),도번직하위,
5211A21811B,5210A22409B,"Tube,Connector",(도번직결),도번직하위,
5211A21811B,5210A26795A,"Tube,Connector",(도번직결),도번직하위,
5211A21811B,5210A26795B,"Tube,Connector",(도번직결),도번직하위,
5211A21811B,5210A26795C,"Tube,Connector",(도번직결),도번직하위,
5211A21811B,5210A26795D,"Tube,Connector",(도번직결),도번직하위,
5211A21811B,5210A26795E,"Tube,Connector",(도번직결),도번직하위,
5211A21811B,5210A26795F,"Tube,Connector",(도번직결),도번직하위,
5211A21811B,5210A26796A,"Tube,Manifold",(도번직결),도번직하위,
5211A21811B,6620DG3014D,"Socket,Flare",(도번직결),도번직하위,
5211A21811B,MJU62922201,"Tube,Connector",(도번직결),도번직하위,
5211A21813B,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A21813B,4A00742F,"Nut,Common",(도번직결),도번직하위,
5211A21813B,5040A20034A,Damper,(도번직결),도번직하위,
5211A21813B,5210A22409B,"Tube,Connector",(도번직결),도번직하위,
5211A21813B,5210A26786B,"Tube,Manifold",(도번직결),도번직하위,
5211A21813B,5210A26787A,"Tube,Connector",(도번직결),도번직하위,
5211A21813B,5210A26787B,"Tube,Connector",(도번직결),도번직하위,
5211A21813B,5210A26787C,"Tube,Connector",(도번직결),도번직하위,
5211A21813B,5210A26787D,"Tube,Connector",(도번직결),도번직하위,
5211A21813B,5210A26787E,"Tube,Connector",(도번직결),도번직하위,
5211A21813B,5410A21331B,"Insulator,Tube",(도번직결),도번직하위,
5211A21813B,6620DG3015G,"Socket,Flare",(도번직결),도번직하위,
5211A21904A,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A21904A,5210A20851M,"Tube,Connector",(도번직결),도번직하위,
5211A21904A,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
5211A21904M,5210A20851M,"Tube,Connector",(도번직결),도번직하위,
5211A21904M,5210A22409B,"Tube,Connector",(도번직결),도번직하위,
5211A21904N,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A21904N,5210A20851M,"Tube,Connector",(도번직결),도번직하위,
5211A21904N,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
5211A22009Q,2H00351U,"Tube,Distributor",(도번직결),도번직하위,
5211A22009Q,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A22009Q,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
5211A22009Q,5210A28001C,"Tube,Return Bending",(도번직결),도번직하위,
5211A22009Q,5210A32911E,"Tube,Connector",(도번직결),도번직하위,
5211A22009Q,MJU61955708,"Tube,Connector",(도번직결),도번직하위,
5211A22009Q,MJU62090409,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A22009Q,MJU62090410,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A22009Q,MJU62090411,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A22009Q,MJU62090412,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A22057R,3H01582A,Tie,(도번직결),도번직하위,
5211A22057R,4A00114A,"Tube,Connector",(도번직결),도번직하위,
5211A22057R,5210A00039H,"Tube,Connector",(도번직결),도번직하위,
5211A22057R,5210A00039J,"Tube,Connector",(도번직결),도번직하위,
5211A22057R,5210A00039K,"Tube,Connector",(도번직결),도번직하위,
5211A22057R,5224A20002F,Strainer,(도번직결),도번직하위,
5211A22057R,5256A30003U,Muffler,(도번직결),도번직하위,
5211A22057R,5410A21281K,"Insulator,Tube",(도번직결),도번직하위,
5211A22057R,5410A21281L,"Insulator,Tube",(도번직결),도번직하위,
5211A22057R,5410A21281P,"Insulator,Tube",(도번직결),도번직하위,
5211A22057R,5410A30279U,"Insulator,Tube",(도번직결),도번직하위,
5211A22057R,MJC61841303,Strainer,(도번직결),도번직하위,
5211A22057R,MJU65327001,"Tube,Connector",(도번직결),도번직하위,
5211A22057R,MJU65327202,"Tube,Connector",(도번직결),도번직하위,
5211A22057R,MJU65327303,"Tube,Connector",(도번직결),도번직하위,
5211A22057R,MJU65327401,"Tube,Connector",(도번직결),도번직하위,
5211A22057R,MJU65327501,"Tube,Connector",(도번직결),도번직하위,
5211A22057R,MJU65327701,"Tube,Connector",(도번직결),도번직하위,
5211A22057R,MJU65327901,"Tube,Connector",(도번직결),도번직하위,
5211A22057R,MJU65328001,"Tube,Connector",(도번직결),도번직하위,
5211A22057R,MJU65328102,"Tube,Connector",(도번직결),도번직하위,
5211A22057R,MJU66777604,"Tube,Connector",(도번직결),도번직하위,
5211A22057R,MJX63032201,"Valve,Expansion Body",(도번직결),도번직하위,
5211A22057R,MJX63992003,"Valve,Expansion Body",(도번직결),도번직하위,
5211A22057S,3H01582A,Tie,(도번직결),도번직하위,
5211A22057S,4A00114A,"Tube,Connector",(도번직결),도번직하위,
5211A22057S,5210A00039H,"Tube,Connector",(도번직결),도번직하위,
5211A22057S,5210A00039J,"Tube,Connector",(도번직결),도번직하위,
5211A22057S,5210A00039K,"Tube,Connector",(도번직결),도번직하위,
5211A22057S,5224A20002F,Strainer,(도번직결),도번직하위,
5211A22057S,5256A30003U,Muffler,(도번직결),도번직하위,
5211A22057S,5410A21281K,"Insulator,Tube",(도번직결),도번직하위,
5211A22057S,5410A21281L,"Insulator,Tube",(도번직결),도번직하위,
5211A22057S,5410A21281P,"Insulator,Tube",(도번직결),도번직하위,
5211A22057S,5410A30279U,"Insulator,Tube",(도번직결),도번직하위,
5211A22057S,MJC61841303,Strainer,(도번직결),도번직하위,
5211A22057S,MJU65327001,"Tube,Connector",(도번직결),도번직하위,
5211A22057S,MJU65327202,"Tube,Connector",(도번직결),도번직하위,
5211A22057S,MJU65327303,"Tube,Connector",(도번직결),도번직하위,
5211A22057S,MJU65327401,"Tube,Connector",(도번직결),도번직하위,
5211A22057S,MJU65327501,"Tube,Connector",(도번직결),도번직하위,
5211A22057S,MJU65327702,"Tube,Connector",(도번직결),도번직하위,
5211A22057S,MJU65327901,"Tube,Connector",(도번직결),도번직하위,
5211A22057S,MJU65328001,"Tube,Connector",(도번직결),도번직하위,
5211A22057S,MJU65328102,"Tube,Connector",(도번직결),도번직하위,
5211A22057S,MJU66777604,"Tube,Connector",(도번직결),도번직하위,
5211A22057S,MJX63032201,"Valve,Expansion Body",(도번직결),도번직하위,
5211A22057S,MJX63992003,"Valve,Expansion Body",(도번직결),도번직하위,
5211A23366A,3H03659M,Strainer,(도번직결),도번직하위,
5211A23366A,4970AR3432E,Spring,(도번직결),도번직하위,
5211A23366A,4970AR3432F,Spring,(도번직결),도번직하위,
5211A23366A,4A00742B,"Nut,Flare",(도번직결),도번직하위,
5211A23366A,4A00742F,"Nut,Common",(도번직결),도번직하위,
5211A23366A,4H01606M,"Tube,Form",(도번직결),도번직하위,
5211A23366A,5006AR4091D,Cap,(도번직결),도번직하위,
5211A23366A,5210A26658A,"Tube,Connector",(도번직결),도번직하위,
5211A23366A,5210A26667D,"Tube,Connector",(도번직결),도번직하위,
5211A23366A,5210A26667E,"Tube,Connector",(도번직결),도번직하위,
5211A23366A,5211A23363A,"Tube Assembly,Manifold(I",(도번직결),도번직하위,
5211A23366A,5410A20217L,"Insulator,Felt",(도번직결),도번직하위,
5211A23366A,5410A21252N,"Insulator,Tube",(도번직결),도번직하위,
5211A23366B,3A00375D,"Socket,Flare",(도번직결),도번직하위,
5211A23366B,3H01420A,"Socket,Flare",(도번직결),도번직하위,
5211A23366B,3H03659L,Strainer,(도번직결),도번직하위,
5211A23366B,4970AR3432F,Spring,(도번직결),도번직하위,
5211A23366B,4A00742A,"Nut,Flare",(도번직결),도번직하위,
5211A23366B,4A00742C,"Nut,Flare",(도번직결),도번직하위,
5211A23366B,4H01606N,"Tube,Form",(도번직결),도번직하위,
5211A23366B,5210A26658B,"Tube,Connector",(도번직결),도번직하위,
5211A23366B,5210A26667F,"Tube,Connector",(도번직결),도번직하위,
5211A23366B,5210A26667G,"Tube,Connector",(도번직결),도번직하위,
5211A23366B,5211A23363B,"Tube Assembly,Manifold(I",(도번직결),도번직하위,
5211A23366B,5410A21252N,"Insulator,Tube",(도번직결),도번직하위,
5211A24134B,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A24134B,5014A30001B,"Damper,Tube",(도번직결),도번직하위,
5211A24134B,5210A22409C,"Tube,Connector",(도번직결),도번직하위,
5211A24134B,5210A26754A,"Tube,Suction",(도번직결),도번직하위,
5211A24134B,5210A26755A,"Tube,Condenser",(도번직결),도번직하위,
5211A24134B,5210A26756A,"Tube,Discharge",(도번직결),도번직하위,
5211A24134B,5210A26757A,"Tube,Connector",(도번직결),도번직하위,
5211A24134B,5210A36802A,"Tube,Connector",(도번직결),도번직하위,
5211A24134B,5220AR3228X,"Valve,Reverse",(도번직결),도번직하위,
5211A24134B,5256A30003J,Muffler,(도번직결),도번직하위,
5211A26008A,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A26008A,5014A30001A,"Damper,Tube",(도번직결),도번직하위,
5211A26008A,5014A30001B,"Damper,Tube",(도번직결),도번직하위,
5211A26008A,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
5211A26008A,5210A25915D,"Tube,Connector",(도번직결),도번직하위,
5211A26008A,5210A25932C,"Tube,Suction",(도번직결),도번직하위,
5211A26008A,5210A26756B,"Tube,Discharge",(도번직결),도번직하위,
5211A26008A,5210A32989C,"Tube,Condenser",(도번직결),도번직하위,
5211A26008A,5210A32990C,"Tube,Connector",(도번직결),도번직하위,
5211A26008A,5210A36802B,"Tube,Connector",(도번직결),도번직하위,
5211A26008A,5220AR3228X,"Valve,Reverse",(도번직결),도번직하위,
5211A26008A,5256A30003J,Muffler,(도번직결),도번직하위,
5211A26008A,6600L000013,"Switch,Pressure",(도번직결),도번직하위,
5211A29907A,3A00375D,"Socket,Flare",(도번직결),도번직하위,
5211A29907A,3H02716A,"Tube,Coupling",(도번직결),도번직하위,
5211A29907A,3H03659L,Strainer,(도번직결),도번직하위,
5211A29907A,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211A29907A,4A00742A,"Nut,Flare",(도번직결),도번직하위,
5211A29907A,4H01606N,"Tube,Form",(도번직결),도번직하위,
5211A29907A,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
5211A29907A,5210A26667G,"Tube,Connector",(도번직결),도번직하위,
5211A29907A,5210A26760A,"Tube,Connector",(도번직결),도번직하위,
5211A29907A,5210A26761A,"Tube,Connector",(도번직결),도번직하위,
5211A29907A,5210A26762A,"Tube,Connector",(도번직결),도번직하위,
5211A29907A,5210A26764A,"Tube,Connector",(도번직결),도번직하위,
5211A29907A,5210A26764B,"Tube,Connector",(도번직결),도번직하위,
5211A29907A,5210A26768A,"Tube,Connector",(도번직결),도번직하위,
5211A29907A,5257A20010B,Muffler Assembly,(도번직결),도번직하위,
5211A29907A,MJX65072205,"Valve Module,Gear Expans",(도번직결),도번직하위,
5211A30050D,5210A30131D,"Tube,Manifold",(도번직결),도번직하위,
5211A30050D,5210AP4184A,"Tube,Connector",(도번직결),도번직하위,
5211A30050E,5210A30131E,"Tube,Manifold",(도번직결),도번직하위,
5211A30050E,5210AP4184A,"Tube,Connector",(도번직결),도번직하위,
5211A30369A,4A00114E,"Tube,Connector",(도번직결),도번직하위,
5211A30369A,5210A20536A,"Tube,Manifold",(도번직결),도번직하위,
5211A30369A,5210A20537A,"Tube,Manifold",(도번직결),도번직하위,
5211A30369A,5210A20539A,"Tube,Connector",(도번직결),도번직하위,
5211A30369A,5210A20540A,"Tube,Connector",(도번직결),도번직하위,
5211A30708S,4H01281C,"Tube,Pinch Off",(도번직결),도번직하위,
5211A30708S,5210A23947D,"Tube,Connector",(도번직결),도번직하위,
5211A30708S,5210A23947E,"Tube,Connector",(도번직결),도번직하위,
5211A30708S,5210A23947F,"Tube,Connector",(도번직결),도번직하위,
5211A30708S,5210A23952A,"Tube,Manifold",(도번직결),도번직하위,
5211A30708S,5210A24129E,"Tube,Capillary Bending",(도번직결),도번직하위,
5211A30708S,5210A30687B,"Tube,Connector",(도번직결),도번직하위,
5211A30708S,5210A30687Y,"Tube,Connector",(도번직결),도번직하위,
5211A30756B,5210A31628B,"Tube,Manifold",(도번직결),도번직하위,
5211A30756B,5210A31629A,"Tube,Evaporator",(도번직결),도번직하위,
5211A30756B,5210A31630A,"Tube,Evaporator",(도번직결),도번직하위,
5211A30756B,5210A31631A,"Tube,Evaporator",(도번직결),도번직하위,
5211A39010A,5210A31619A,"Tube,Evaporator",(도번직결),도번직하위,
5211A39010A,5210A31620A,"Tube,Evaporator",(도번직결),도번직하위,
5211A39010A,5210A31621A,"Tube,Evaporator",(도번직결),도번직하위,
5211A39010A,5210A31622A,"Tube,Evaporator",(도번직결),도번직하위,
5211A39010A,5210A31623A,"Tube,Evaporator",(도번직결),도번직하위,
5211A39010A,5210A31624A,"Tube,Evaporator",(도번직결),도번직하위,
5211A39010A,5210A31625A,"Tube,Evaporator",(도번직결),도번직하위,
5211A39010A,5210A31626A,"Tube,Evaporator",(도번직결),도번직하위,
5211A39010A,5210A31627A,"Tube,Evaporator",(도번직결),도번직하위,
5211A39010A,5210AR3395A,"Tube,Distributor",(도번직결),도번직하위,
5211AP2678B,4H00901F,"Tube,Connector",(도번직결),도번직하위,
5211AP2678B,5210AP2677B,"Tube,Manifold",(도번직결),도번직하위,
5211AP2678B,5210AP3029J,"Tube,Connector",(도번직결),도번직하위,
5211AP2678B,5210AP3920A,"Tube,Connector",(도번직결),도번직하위,
5211AP2678B,5210AP3920E,"Tube,Connector",(도번직결),도번직하위,
5211AP2678B,5210AP3921A,"Tube,Connector",(도번직결),도번직하위,
5211AP2678B,5210AP3922B,"Tube,Connector",(도번직결),도번직하위,
5211AP2678C,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211AP2678C,4H00901F,"Tube,Connector",(도번직결),도번직하위,
5211AP2678C,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
5211AP2678C,5210AP2677B,"Tube,Manifold",(도번직결),도번직하위,
5211AP2678C,5210AP3029J,"Tube,Connector",(도번직결),도번직하위,
5211AP2678C,5210AP3920A,"Tube,Connector",(도번직결),도번직하위,
5211AP2678C,5210AP3920E,"Tube,Connector",(도번직결),도번직하위,
5211AP2678C,5210AP3921A,"Tube,Connector",(도번직결),도번직하위,
5211AP2678C,5210AP3922B,"Tube,Connector",(도번직결),도번직하위,
5211AP2678C,5210AR3055N,"Insulator,Tube",(도번직결),도번직하위,
5211AP2678E,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211AP2678E,4H00901F,"Tube,Connector",(도번직결),도번직하위,
5211AP2678E,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
5211AP2678E,5210AP2677B,"Tube,Manifold",(도번직결),도번직하위,
5211AP2678E,5210AP3029J,"Tube,Connector",(도번직결),도번직하위,
5211AP2678E,5210AP3920A,"Tube,Connector",(도번직결),도번직하위,
5211AP2678E,5210AP3920E,"Tube,Connector",(도번직결),도번직하위,
5211AP2678E,5210AP3921A,"Tube,Connector",(도번직결),도번직하위,
5211AP2678E,5210AP3922B,"Tube,Connector",(도번직결),도번직하위,
5211AP2678E,5210AR3055N,"Insulator,Tube",(도번직결),도번직하위,
5211AP2678J,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
5211AP2678J,4H00901F,"Tube,Connector",(도번직결),도번직하위,
5211AP2678J,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
5211AP2678J,5210AP2677D,"Tube,Manifold",(도번직결),도번직하위,
5211AP2678J,5210AP3029K,"Tube,Connector",(도번직결),도번직하위,
5211AP2678J,5210AP3920A,"Tube,Connector",(도번직결),도번직하위,
5211AP2678J,5210AP3920E,"Tube,Connector",(도번직결),도번직하위,
5211AP2678J,5210AP3921A,"Tube,Connector",(도번직결),도번직하위,
5211AP2678J,5210AP3922A,"Tube,Connector",(도번직결),도번직하위,
5211AP2678J,5210AR3055N,"Insulator,Tube",(도번직결),도번직하위,
5425AP7108C,3H01372R,"Tube,Capillary",(도번직결),도번직하위,
5425AP7108C,5210AP3394A,"Tube Assembly,Distributo",(도번직결),도번직하위,
5425AP7108C,5211AP4052A,"Tube Assembly,Connector",(도번직결),도번직하위,
5425AP7108K,5210AP3394A,"Tube Assembly,Distributo",(도번직결),도번직하위,
5425AP7108K,5211AP4052A,"Tube Assembly,Connector",(도번직결),도번직하위,
5425AP7108K,5424AP3074J,"Tube,Capillary",(도번직결),도번직하위,
AAB34431202,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
AAB34431202,5014A20009A,"Damper,Tube",(도번직결),도번직하위,
AAB34431202,5210A21458B,Accumulator,(도번직결),도번직하위,
AAB34431202,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
AAB34431202,MJU39869701,"Tube,Suction",(도번직결),도번직하위,
AAB34431202,MJU39869801,"Tube,Connector",(도번직결),도번직하위,
AAB35754001,5210A22153C,"Tube,Connector",(도번직결),도번직하위,
AAB35754001,ADQ35725501,"Filter Assembly,Air Clea",(도번직결),도번직하위,
AAB35754001,MAA41233101,Accumulator,(도번직결),도번직하위,
AAB35754001,MAZ41232901,Bracket,(도번직결),도번직하위,
AAB35754001,MGJ61936801,Plate,(도번직결),도번직하위,
AAB35754001,MGJ61936802,Plate,(도번직결),도번직하위,
AAB73710401,4848A10002D,Accumulator,(도번직결),도번직하위,
AAB73710401,5210A23654B,"Tube,Suction",(도번직결),도번직하위,
AAB73710401,5210A23655B,"Tube,Suction",(도번직결),도번직하위,
AAB73710401,5210A23656B,"Tube,Suction",(도번직결),도번직하위,
AAB73710401,5410A21254E,"Insulator,Tube",(도번직결),도번직하위,
AAB73710401,5410A21254F,"Insulator,Tube",(도번직결),도번직하위,
AAB73710401,MJU64726101,"Tube,Suction",(도번직결),도번직하위,
AAB73710401,MJU64726102,"Tube,Suction",(도번직결),도번직하위,
AAB73710402,4848A10002D,Accumulator,(도번직결),도번직하위,
AAB73710402,5210A23654B,"Tube,Suction",(도번직결),도번직하위,
AAB73710402,5210A23655A,"Tube,Suction",(도번직결),도번직하위,
AAB73710402,5210A23656B,"Tube,Suction",(도번직결),도번직하위,
AAB73710402,5410A21254E,"Insulator,Tube",(도번직결),도번직하위,
AAB73710402,5410A21254F,"Insulator,Tube",(도번직결),도번직하위,
AAB73710402,MJU64726101,"Tube,Suction",(도번직결),도번직하위,
AAB73710402,MJU64726102,"Tube,Suction",(도번직결),도번직하위,
AAB73710402,MJX62711301,"Valve,Service",(도번직결),도번직하위,
ACQ30605001,4830AG4043B,Bush,(도번직결),도번직하위,
ACQ30605001,4A00114D,"Tube,Connector",(도번직결),도번직하위,
ACQ30605001,4H00006A,"Screw,Customized",ACQ30605001-SUB,자동매핑,
ACQ30605001,5410A30055S,"Insulator,Tube",(도번직결),도번직하위,
ACQ30605001,EAP65270705,"Coil Module,Expansion",(도번직결),도번직하위,
ACQ30605001,MCK62216102,Cover,ACQ30605001-SUB,자동매핑,
