품번,품명,종류,소분류,입고수량,입고일수
AJL74852201,"Tank Assembly,Oil",ASSY,110,417,23
AAB32861207,ACCUMULATOR,SUB-ASS,230,13,3
AAB73970501,Accumulator,SUB-ASS,230,245,9
AJR76443003,ACCUM,SUB-ASS,230,1114,23
MAA63804704,Accumulator,SUB-ASS,230,79,19
MAA63804705,Accumulator,SUB-ASS,230,1187,27
MHH62041508,"Separator,Oil",SUB-ASS,230,1,1
MHH62041504,"Separator,Oil",단품,130,608,5
