품번,품명,종류,소분류,입고수량,입고일수
MJU66929204,"Tube,Connector",단품,130,7000,2
MJU66929206,Tube Connector,단품,130,11000,3
MJU66929501,Tube Connector,단품,130,9039,4
MJU66929502,Tube Connector,단품,130,9039,4
MJU66929503,Tube Connector,단품,130,9039,4
MJU66929504,Tube Connector,단품,130,9039,4
MJU66932501,"Tube,Connector",단품,130,34,5
MJU66932502,"Tube,Connector",단품,130,34,5
MJU66932503,"Tube,Connector",단품,130,34,5
MJU66932504,"Tube,Connector",단품,130,34,5
MJU66932505,"Tube,Connector",단품,130,34,5
MJU66932507,"Tube,Connector",단품,130,68,6
MJU66932508,"Tube,Connector",단품,130,34,6
MJU66932509,"Tube,Connector",단품,130,204,5
MJU66932510,"Tube,Connector",단품,130,34,5
MJU66932511,"Tube,Connector",단품,130,68,5
MJU66932530,"Tube, Connector",단품,130,34,5
MJU66942901,Tube Connector,단품,130,3014,43
MJU66949201,Tube Connector,단품,130,1462,44
MJU66954303,"Tube,Connector",단품,130,74,18
MJU66954308,"Tube,Connector",단품,130,49,13
MJU66954309,"Tube,Connector",단품,130,49,13
MJU66954608,"Tube, Connector",단품,130,203,12
MJU66954610,"Tube, Connector",단품,130,203,12
MJU66958506,"Tube,Connector",단품,130,2253,35
MJU66959604,"Tube,Connector",단품,130,1070,24
MJU66960902,"Tube,Connector",단품,130,4588,55
MJU66960903,"Tube,Connector",단품,130,2649,83
MJU66960905,Tube Connector,단품,130,991,25
MJU67028001,"Tube, Connector",단품,130,16566,21
MJU67035301,"Tube, Connector",단품,130,2782,22
