품번,품명,종류,소분류,입고수량,입고일수
MJU63010004,"Tube,Connector",단품,130,1428,21
MJU63010005,"Tube,Connector",단품,130,714,21
MJU63010006,"Tube,Connector",단품,130,714,21
MJU63032113,Tube Connector,단품,130,5,1
MJU63032114,Tube Connector,단품,130,5,1
MJU63037905,"Tube,Connector",단품,130,2,1
MJU63058301,"Tube,Connector",단품,130,1871,35
MJU63058302,"Tube,Connector",단품,130,1859,35
MJU63058303,"Tube,Connector",단품,130,5629,35
MJU63058304,"Tube,Connector",단품,130,1855,35
MJU63058305,"Tube,Connector",단품,130,1871,35
MJU63067407,"Tube,Connector",단품,130,20,1
MJU63067507,"Tube,Connector",단품,130,20,1
MJU63067601,"Tube,Connector",단품,130,38,5
MJU63083401,"Tube,Connector",단품,130,90,8
MJU63083601,"Tube,Connector",단품,130,34,6
MJU63083701,"Tube,Connector",단품,130,34,6
MJU63113701,"Tube,Connector",단품,130,12,1
MJU63113801,"Tube,Connector",단품,130,3,1
MJU63122901,"Tube,Connector",단품,130,3,1
MJU63146301,"Tube,Connector",단품,130,50,3
MJU63152001,"Tube,Connector",단품,130,3,1
MJU63152201,"Tube,Connector",단품,130,3,1
MJU63160501,"Tube,Connector",단품,130,10,1
MJU63208001,"Tube,Connector",단품,130,34,6
MJU63208803,"Tube,Connector",단품,130,3,1
MJU63208804,"Tube,Connector",단품,130,6,1
MJU63208805,"Tube,Connector",단품,130,3,1
MJU63208806,"Tube,Connector",단품,130,12,1
MJU63208807,"Tube,Connector",단품,130,6,1
MJU63234801,"Tube,Connector",단품,130,49,7
MJU63234802,"Tube,Connector",단품,130,20,1
MJU63310701,"Tube,Connector",단품,130,3,1
MJU63310702,"Tube,Connector",단품,130,20,2
MJU63336102,"Tube,Connector",단품,130,3,1
MJU63336103,"Tube,Connector",단품,130,3,1
MJU63337501,"Tube,Connector",단품,130,8,2
MJU63341510,Tube Discharge,단품,130,3,1
MJU63406104,"Tube,Connector",단품,130,30,4
MJU63406105,"Tube,Connector",단품,130,4,2
MJU63407201,"Tube,Connector",단품,130,100,1
MJU63407305,"Tube,Connector",단품,130,15,2
MJU63407306,"Tube,Connector",단품,130,20,3
MJU63407307,"Tube,Connector",단품,130,15,2
MJU63407308,"Tube,Connector",단품,130,15,2
MJU63426601,"Tube,Connector",단품,130,129,6
MJU63426701,"Tube,Connector",단품,130,3,1
MJU63429801,"Tube,Connector",단품,130,135,8
