assy,원소재,유형,외경,두께,길이,원소재비,소요량,견적재료비,검산(geom×원),오차%,마커
AJR77224501,MJU66479601,동관,9.52,0.65,114.0,7575.0,1.0,139.85442247725,139.8,0.0,
AJR77224501,MJU66479501,동관,9.52,0.65,203.0,7575.0,1.0,249.03901546387502,249.0,0.0,
AJR77224501,MJU66479401,동관,9.52,0.65,267.0,7575.0,1.0,327.553778959875,327.5,0.0,
AJR77224501,MJX61537805,사급부품,,,,6176.0,2.0,12352.0,,,사급가
AJR77224501,4A00114D,사급부품,,,,685.0,1.0,685.0,,,사급가
AJR77224501,RAC30599303,용접봉,,,,21100.0,0.00432948,91.352028,,,사급가
"AJR30037603,4",MJU66821702,사급부품,,,,190.0,1.0,190.0,,,사급가
"AJR30037603,4",MJU64433003,사급부품,,,,405.0,1.0,405.0,,,사급가
"AJR30037603,4",RAC30599303,용접봉,,,,21100.0,0.00077156,16.279916,,,사급가
AJR30037604,MJU66822602,사급부품,,,,204.0,1.0,204.0,,,사급가
AJR30037604,5210A28001S,사급부품,,,,390.0,1.0,390.0,,,사급가
AJR30037604,RAC30599303,용접봉,,,,21100.0,0.00047168,9.952448,,,사급가
AJR30037604,MJU66823302,동관,6.35,0.65,161.0,7671.0,1.0,128.53393702695,128.5,0.0,
AJR30037604,MJU66823202,동관,6.35,0.65,123.0,7671.0,1.0,98.19673449885,98.2,0.0,
AJR30037604,MJU66822602,동관,6.35,0.65,91.0,7671.0,1.0,72.64961658045,72.6,0.0,
AJR30037604,MJU66821702,동관,6.35,0.65,76.0,7671.0,1.0,60.67440505620001,60.7,0.0,
AJR30037603,MJU66821602,사급부품,,,,188.0,1.0,188.0,,,사급가
AJR30037603,5210A28001S,사급부품,,,,390.0,1.0,390.0,,,사급가
AJR30037603,RAC30599303,용접봉,,,,21100.0,0.00047168,9.952448,,,사급가
AJR30077802,MJU66929407,동관,6.35,0.55,155.0,13028.0,1.0,180.94720131399998,180.9,0.0,
AJR30077802,MJU66929406,동관,7.94,0.55,236.0,12948.0,1.0,348.87798134904006,348.8,0.0,
AJR77224501,MJU66479701,동관,9.52,0.65,171.0,20000.0,1.0,553.8789009,553.8,0.0,
AJR77224501,MJU66479601,동관,9.52,0.65,114.0,20000.0,1.0,369.2526006,369.2,0.0,
AJR77224501,MJU66479501,동관,9.52,0.65,203.0,20000.0,1.0,657.5287537,657.4,0.0,
AJR77224501,MJU66479401,동관,9.52,0.65,267.0,20000.0,1.0,864.8284593,864.7,0.0,
AJR77224501,MJX61537805,사급부품,,,,6176.0,2.0,12352.0,,,사급가
AJR77224501,4A00114D,사급부품,,,,685.0,1.0,685.0,,,사급가
AJR77224501,RAC30599303,용접봉,,,,21100.0,0.00432948,91.352028,,,사급가
AJR76502618,MJU66507053,동관,9.52,0.65,654.0,20000.0,1.0,2118.3438665999997,2118.0,0.0,
AJR76502618,MJU66507052,동관,9.52,0.65,365.0,20000.0,1.0,1182.2561335,1182.1,0.0,
AJR76502618,MJU66507051,동관,9.52,0.65,97.0,20000.0,1.0,314.1886163,314.1,0.0,
AJR76502618,MJU66507045,동관,9.52,0.65,415.0,20000.0,1.0,1344.2090285,1344.0,0.0,
AJR30101601,MJU62911511,동관,15.88,0.75,1186.0,22000.0,1.0,8316.8582673,8315.6,0.0,
AJR30101601,MJU00697501,동관,7.0,0.55,52.0,22000.0,8.0,113.99877060000001,114.0,0.0,
AJR30101601,MJU00697502,동관,7.0,0.55,133.0,22000.0,1.0,291.57377865,291.5,0.0,
AJR30101601,5210A22409B,사급부품,,,,56.0,1.0,56.0,,,사급가
AJR30101601,RAC30599303,용접봉,,,,21100.0,0.006121272500000001,129.15884975000003,,,사급가
AJR77170902,MJU66499702,동관,6.35,0.55,256.0,22000.0,1.0,504.66718719999994,504.6,0.0,
AJR77170902,MJU66499502,동관,6.35,0.55,170.0,22000.0,8.0,335.13055399999996,335.1,0.0,
AJR77170902,MJU66500202,동관,6.35,0.55,184.0,22000.0,1.0,362.7295408,362.7,0.0,
AJR77170902,MJU66500302,동관,6.35,0.55,209.0,22000.0,1.0,412.01344580000006,412.0,0.0,
AJR77170902,MJU66500402,동관,6.35,0.55,244.0,22000.0,1.0,481.01091279999997,480.9,0.0,
AJR77170902,MJU66500502,동관,6.35,0.55,308.0,22000.0,1.0,607.1777096,607.1,0.0,
AJR77170902,MJU66766602,동관,6.35,0.55,176.0,22000.0,1.0,346.9586911999999,346.9,0.0,
AJR77170902,MJU65512602,동관,22.22,0.95,,20000.0,1.0,12233.0,,,
AJR77170902,MJU65512602,마커(가공 컷팅),,,,12028.0,,,,,가공 컷팅
AJR77170902,RAC30599303,용접봉,,,,21100.0,0.00660352,139.334272,,,사급가
AJR30102601,MJU66894810,동관,9.52,0.65,62.0,20000.0,2.0,200.8215898,200.8,0.0,
AJR30102601,MJU66997105,동관,9.52,0.65,147.0,20000.0,1.0,476.1415113,476.1,0.0,
AJR30102601,MJU66779315,동관,9.52,0.65,49.0,20000.0,1.0,158.71383709999995,158.7,0.0,
AJR30102601,MFN62721711,사급부품,,,,252.0,2.0,504.0,,,사급가
AJR30102601,MJX63991904,사급부품,,,,3200.0,1.0,3200.0,,,사급가
AJR30102601,RAC30599303,용접봉,,,,21100.0,0.00308624,65.119664,,,사급가
AJR30102601,MJU66894810,동관,9.52,0.65,62.0,20000.0,2.0,200.8215898,200.8,0.0,
AJR30102601,MJU66997107,동관,9.52,0.65,229.0,20000.0,1.0,741.7442590999999,741.6,0.0,
AJR30102601,MJU66779315,동관,9.52,0.65,49.0,20000.0,1.0,158.71383709999995,158.7,0.0,
AJR30102601,MFN62721711,사급부품,,,,252.0,2.0,504.0,,,사급가
AJR30102601,MJX63991903,사급부품,,,,2909.0,1.0,2909.0,,,사급가
AJR30102601,RAC30599303,용접봉,,,,21100.0,0.00308624,65.119664,,,사급가
AJR30102601,MJU66997103,동관,9.52,0.65,171.0,20000.0,1.0,553.8789009,553.8,0.0,
AJR30102601,MJU66997108,동관,9.52,0.65,186.0,20000.0,1.0,602.4647693999999,602.4,0.0,
AJR30102601,MJC62721914,사급부품,,,,569.0,2.0,1138.0,,,사급가
AJR30102601,MJX63991801,사급부품,,,,2604.0,1.0,2604.0,,,사급가
AJR30102601,5210A22409A,사급부품,,,,56.0,1.0,56.0,,,사급가
AJR30102601,RAC30599303,용접봉,,,,21100.0,0.004162735,87.8337085,,,사급가
AJR30125501,MJU00753001,동관,15.88,0.95,291.0,20000.0,1.0,2318.7724773,2318.4,0.0,
AJR30125501,MJU66479802,동관,15.88,0.95,362.0,20000.0,1.0,2884.5210886,2884.1,0.0,
