시트,부품,역할,관측수,geom_kg,원소재min,원소재max,가공비,치수일관,geom목록
대원산업 (3),2H00351N,사급부품,2,0.0,719,719,0,True,[]
대원산업 (3),2H00351U,사급부품,1,0.0,0,0,0,True,[]
대원산업 (3),2H02479J,사급부품,1,0.0,880,880,0,True,[]
대원산업 (3),3A01582A,사급부품,3,0.0,17,17,0,True,[]
대원산업 (3),3E92334R,사급부품,1,0.0,0,0,485,True,[]
대원산업 (3),3H00815H,용접봉,54,0.0,24000,44500,286,True,[]
대원산업 (3),3H01582A,사급부품,13,0.0,17,17,0,True,[]
대원산업 (3),3H01582B,사급부품,1,0.0,0,0,0,True,[]
대원산업 (3),3H01582C,사급부품,5,0.0,7,7,0,True,[]
대원산업 (3),3H01582E,사급부품,3,0.0,28,28,0,True,[]
대원산업 (3),3H02716A,사급부품,1,0.0,176,176,0,True,[]
대원산업 (3),3H03659L,사급부품,1,0.0,538,538,0,True,[]
대원산업 (3),3H03659V,사급부품,2,0.0,832,832,0,True,[]
대원산업 (3),3h01582C,사급부품,1,0.0,7,7,0,True,[]
대원산업 (3),49112009,용접봉,4,0.0,44500,44500,477,True,[]
대원산업 (3),4930A20053A,사급부품,5,0.0,35,35,0,True,[]
대원산업 (3),4930A20053B,사급부품,10,0.0,35,35,0,True,[]
대원산업 (3),4A00114B,사급부품,1,0.0,1500,1500,0,True,[]
대원산업 (3),4A00114C,사급부품,6,0.0,1413,1554,0,True,[]
대원산업 (3),4A00114D,사급부품,1,0.0,685,685,0,True,[]
대원산업 (3),4A00114E,사급부품,2,0.0,716,716,0,True,[]
대원산업 (3),4A00114G,사급부품,2,0.0,2450,2450,0,True,[]
대원산업 (3),4A00114K,사급부품,2,0.0,1300,1300,0,True,[]
대원산업 (3),4H00006A,사급부품,2,0.0,16,16,0,True,[]
대원산업 (3),4H00049A,사급부품/제작동관,4,0.0126,96,161,43,True,[0.0126]
대원산업 (3),4H00901F,사급부품/제작동관,2,0.013,100,159,43,True,[0.013]
대원산업 (3),4H01281C,제작동관,1,0.0137,105,105,46,True,[0.0137]
대원산업 (3),4h01281c,사급부품,1,0.0,174,174,0,True,[]
대원산업 (3),5014A30001B,사급부품,2,0.0,105,105,0,True,[]
대원산업 (3),5014A30014B,사급부품,1,0.0,519,519,0,True,[]
대원산업 (3),5210A21172L,사급부품,1,0.0,770,770,0,True,[]
대원산업 (3),5210A21281K,사급부품,2,0.0,165,165,0,True,[]
대원산업 (3),5210A22034U,사급부품/제작동관,2,0.0081,63,120,46,True,[0.0081]
대원산업 (3),5210A22409A,사급부품,21,0.0,55,56,0,True,[]
대원산업 (3),5210A22409B,사급부품,12,0.0,57,67,0,True,[]
대원산업 (3),5210A22409C,사급부품,2,0.0,55,57,0,True,[]
대원산업 (3),5210A22441D,사급부품,2,0.0,867,867,0,True,[]
대원산업 (3),5210A23089A,사급부품,3,0.0,219,219,0,True,[]
대원산업 (3),5210A23089D,사급부품/제작동관,24,0.0211,264,422,0,True,[0.0211]
대원산업 (3),5210A23344B,사급부품,3,0.0,2210,2210,0,True,[]
대원산업 (3),5210A23376A,사급부품,8,0.0,251,276,0,True,[]
대원산업 (3),5210A24677N,제작동관,2,0.0071,55,55,39,True,[0.0071]
대원산업 (3),5210A28001C,사급부품,5,0.0,390,390,0,True,[]
대원산업 (3),5210A28001S,사급부품,13,0.0,390,390,0,True,[]
대원산업 (3),5210A30554F,사급부품,2,0.0,72,72,0,True,[]
대원산업 (3),5210A30846A,사급부품,2,0.0,116,116,1495,True,[]
대원산업 (3),5210AR3055S,사급부품,1,0.0,131,131,0,True,[]
대원산업 (3),5210a23089D,사급부품,1,0.0,264,264,0,True,[]
대원산업 (3),5210a23089a,사급부품,5,0.0,219,219,0,True,[]
대원산업 (3),5210a28001c,사급부품,2,0.0,390,390,0,True,[]
대원산업 (3),5224A200002V,사급부품,1,0.0,626,626,0,True,[]
대원산업 (3),5224A20002P,사급부품,3,0.0,2278,2278,0,True,[]
대원산업 (3),5224A20002T,사급부품,1,0.0,853,853,0,True,[]
대원산업 (3),5224A20002W,사급부품,1,0.0,1018,1018,0,True,[]
대원산업 (3),5224A20005A,사급부품,2,0.0,2959,2959,0,True,[]
대원산업 (3),5224A20005F,사급부품,6,0.0,2959,2959,0,True,[]
대원산업 (3),5224A20005G,사급부품,3,0.0,620,620,0,True,[]
대원산업 (3),5224A20005J,사급부품,3,0.0,1008,1008,0,True,[]
대원산업 (3),5224A20005P,사급부품,2,0.0,2959,2959,0,True,[]
대원산업 (3),5410A21281K,사급부품,4,0.0,155,155,0,True,[]
대원산업 (3),AJJ30041801-SUB,사급부품,1,0.0,21580,21580,0,True,[]
대원산업 (3),AJJ30041802-SUB,사급부품,1,0.0,29810,29810,0,True,[]
대원산업 (3),AJJ30041901-SUB,사급부품,1,0.0,21580,21580,0,True,[]
대원산업 (3),AJJ30041902-SUB,사급부품,1,0.0,20926,20926,0,True,[]
대원산업 (3),AJJ75698803-SUB,사급부품,1,0.0,69792,69792,0,True,[]
대원산업 (3),AJJ75698804-SUB,사급부품,1,0.0,67623,67623,0,True,[]
대원산업 (3),AJJ76418701-SUB,사급부품,1,0.0,10618,10618,0,True,[]
대원산업 (3),AJJ76418702-SUB,사급부품,1,0.0,16288,16288,0,True,[]
대원산업 (3),AJJ76418703-SUB,사급부품,1,0.0,17143,17143,0,True,[]
대원산업 (3),AJJ76418704-SUB,사급부품,1,0.0,17143,17143,0,True,[]
대원산업 (3),AJJ76418705-SUB,사급부품,1,0.0,18377,18377,0,True,[]
대원산업 (3),AJJ76418706-SUB,사급부품,1,0.0,17143,17143,0,True,[]
대원산업 (3),AJJ76418707-SUB,사급부품,1,0.0,33316,33316,0,True,[]
대원산업 (3),AJJ76418720-SUB,사급부품,1,0.0,13167,13167,0,True,[]
대원산업 (3),AJJ76418721-SUB,사급부품,1,0.0,18137,18137,0,True,[]
대원산업 (3),AJJ76418722-SUB,사급부품,1,0.0,19692,19692,0,True,[]
대원산업 (3),AJJ76418723-SUB,사급부품,1,0.0,19692,19692,0,True,[]
대원산업 (3),AJJ76418724-SUB,사급부품,1,0.0,20926,20926,0,True,[]
대원산업 (3),AJJ76418725-SUB,사급부품,1,0.0,19692,19692,0,True,[]
대원산업 (3),AJJ76418727-SUB,사급부품,1,0.0,13167,13167,0,True,[]
대원산업 (3),AJJ76418728-SUB,사급부품,1,0.0,18837,18837,0,True,[]
대원산업 (3),AJJ76418729-SUB,사급부품,1,0.0,19692,19692,0,True,[]
대원산업 (3),AJJ76559001-SUB,사급부품,1,0.0,16321,16321,0,True,[]
대원산업 (3),AJJ76559002-SUB,사급부품,1,0.0,21991,21991,0,True,[]
대원산업 (3),AJJ76559003-SUB,사급부품,1,0.0,22846,22846,0,True,[]
대원산업 (3),AJJ76559004-SUB,사급부품,1,0.0,28576,28576,0,True,[]
대원산업 (3),AJJ76559005-SUB,사급부품,1,0.0,28576,28576,0,True,[]
대원산업 (3),AJJ76559006-SUB,사급부품,1,0.0,29810,29810,0,True,[]
대원산업 (3),AJJ76559007-SUB,사급부품,1,0.0,41806,41806,0,True,[]
대원산업 (3),AJJ76559008-SUB,사급부품,1,0.0,44128,44128,0,True,[]
대원산업 (3),AJJ76559009-SUB,사급부품,1,0.0,16321,16321,0,True,[]
대원산업 (3),AJJ76559010-SUB,사급부품,1,0.0,21991,21991,0,True,[]
대원산업 (3),AJJ76559011-SUB,사급부품,1,0.0,22846,22846,0,True,[]
대원산업 (3),AJJ76559012-SUB,사급부품,1,0.0,18154,18154,0,True,[]
대원산업 (3),AJJ76559013-SUB,사급부품,1,0.0,23824,23824,0,True,[]
대원산업 (3),AJJ76559014-SUB,사급부품,1,0.0,24679,24679,0,True,[]
대원산업 (3),AJJ76559015-SUB,사급부품,1,0.0,18401,18401,0,True,[]
대원산업 (3),AJJ76559016-SUB,사급부품,1,0.0,28576,28576,0,True,[]
대원산업 (3),AJJ76559017-SUB,사급부품,1,0.0,28576,28576,0,True,[]
대원산업 (3),AJJ76559102-SUB,사급부품,1,0.0,16321,16321,0,True,[]
대원산업 (3),AJJ76559103-SUB,사급부품,1,0.0,21991,21991,0,True,[]
대원산업 (3),AJJ76559106-SUB,사급부품,1,0.0,29810,29810,0,True,[]
대원산업 (3),AJJ76617501-SUB,사급부품,2,0.0,81440,81440,0,True,[]
대원산업 (3),AJR75605104,제작동관,1,0.0672,508,508,121,True,[0.0672]
대원산업 (3),AJR76442502-3-1,사급부품,1,0.0,1600,1600,0,True,[]
대원산업 (3),AJR76442502-삼화,사급부품,1,0.0,6127,6127,0,True,[]
대원산업 (3),AJU73472406,사급부품,1,0.0,13236,13236,0,True,[]
대원산업 (3),EBD60663821,사급부품,4,0.0,11200,11200,0,True,[]
대원산업 (3),EBF40271405,사급부품,2,0.0,3806,3806,0,True,[]
대원산업 (3),MBL68783301,사급부품,1,0.0,212,212,0,True,[]
대원산업 (3),MEG65680002,사급부품,2,0.0,48,48,0,True,[]
대원산업 (3),MEG65798802,사급부품,2,0.0,130,130,0,True,[]
대원산업 (3),MEG66660104,사급부품,3,0.0,62,62,0,True,[]
대원산업 (3),MEG66660106,사급부품,2,0.0,89,89,0,True,[]
대원산업 (3),MEV37586008,사급부품,6,0.0,310,310,0,True,[]
대원산업 (3),MEV37586009,사급부품,2,0.0,83,83,0,True,[]
대원산업 (3),MEV37586012,사급부품,2,0.0,102,102,0,True,[]
대원산업 (3),MEV37586015,사급부품,2,0.0,205,205,0,True,[]
대원산업 (3),MFN62721713,사급부품,1,0.0,321,321,0,True,[]
대원산업 (3),MJC62301701,사급부품,1,0.0,2959,2959,0,True,[]
대원산업 (3),MJC62301702,사급부품,5,0.0,2959,2959,0,True,[]
대원산업 (3),MJH56985702,사급부품,2,0.0,811,811,0,True,[]
대원산업 (3),MJR61841701,사급부품,1,0.0,17,17,0,True,[]
대원산업 (3),MJU00743201,제작동관,1,0.0252,190,190,55,True,[0.0252]
대원산업 (3),MJU00777211,제작동관,1,0.1639,3606,3606,361,True,[0.1639]
대원산업 (3),MJU00777401,사급부품,1,0.0,5130,5130,0,True,[]
대원산업 (3),MJU00777402,사급부품,2,0.0,2184,2184,0,True,[]
대원산업 (3),MJU00777404,사급부품,1,0.0,2266,2266,0,True,[]
대원산업 (3),MJU00777405,사급부품,2,0.0,2563,2563,0,True,[]
대원산업 (3),MJU00777406,제작동관,2,0.0363,799,799,135,True,[0.0363]
대원산업 (3),MJU30514504,사급부품,6,0.0,7499,7499,0,True,[]
대원산업 (3),MJU30589201,제작동관,1,0.0062,48,48,77,True,[0.0062]
대원산업 (3),MJU37361117,제작동관,1,0.0291,224,224,112,True,[0.0291]
대원산업 (3),MJU40306901,제작동관,1,0.0063,48,48,38,True,[0.0063]
대원산업 (3),MJU40306902,제작동관,1,0.0122,94,94,59,True,[0.0122]
대원산업 (3),MJU40306903,제작동관,1,0.0114,88,88,59,True,[0.0114]
대원산업 (3),MJU40306907,제작동관,1,0.0213,165,165,66,True,[0.0213]
대원산업 (3),MJU40307301,사급부품,1,0.0,0,0,0,True,[]
대원산업 (3),MJU40307901,사급부품,1,0.0,0,0,0,True,[]
대원산업 (3),MJU40308101,사급부품,1,0.0,0,0,0,True,[]
대원산업 (3),MJU40308701,사급부품,1,0.0,0,0,0,True,[]
대원산업 (3),MJU40313204,제작동관,1,0.056,424,424,104,True,[0.056]
대원산업 (3),MJU42271904,사급부품,1,0.0,1651,1651,0,True,[]
대원산업 (3),MJU42282703,제작동관,1,0.0198,152,152,74,True,[0.0198]
대원산업 (3),MJU42756510,제작동관,1,0.0216,166,166,100,True,[0.0216]
대원산업 (3),MJU42805405,사급부품,1,0.0,178,178,0,True,[]
대원산업 (3),MJU42805406,사급부품,1,0.0,153,153,0,True,[]
대원산업 (3),MJU42805410,사급부품,1,0.0,227,227,0,True,[]
대원산업 (3),MJU47312206,제작동관,1,0.0362,273,273,53,True,[0.0362]
대원산업 (3),MJU47312220,제작동관,7,0.0579,437,488,78,False,"[0.0579, 0.0647]"
대원산업 (3),MJU47978301,제작동관,1,0.0163,125,125,100,True,[0.0163]
대원산업 (3),MJU47978302,제작동관,1,0.0158,121,121,100,True,[0.0158]
대원산업 (3),MJU47978401,제작동관,1,0.0549,415,415,151,True,[0.0549]
대원산업 (3),MJU48000801,제작동관,1,0.0213,164,164,120,True,[0.0213]
대원산업 (3),MJU48000901,제작동관,1,0.0219,168,168,120,True,[0.0219]
대원산업 (3),MJU48001001,제작동관,1,0.0183,141,141,118,True,[0.0183]
대원산업 (3),MJU54397502,제작동관,1,0.1414,1068,1068,188,True,[0.1414]
대원산업 (3),MJU54397505,제작동관,1,0.0924,698,698,138,True,[0.0924]
대원산업 (3),MJU56925101,사급부품,1,0.0,0,0,344,True,[]
대원산업 (3),MJU56925302,사급부품,1,0.0,0,0,407,True,[]
대원산업 (3),MJU56925303,사급부품,1,0.0,0,0,353,True,[]
대원산업 (3),MJU56925401,사급부품,1,0.0,0,0,297,True,[]
대원산업 (3),MJU57152601,제작동관,1,0.0361,274,274,127,True,[0.0361]
대원산업 (3),MJU57152702,제작동관,1,0.0389,294,294,137,True,[0.0389]
대원산업 (3),MJU58941310,제작동관,1,0.0193,148,148,132,True,[0.0193]
대원산업 (3),MJU61942802,제작동관,1,0.0065,49,49,43,True,[0.0065]
대원산업 (3),MJU61943601,사급부품,2,0.0,0,0,1112,True,[]
대원산업 (3),MJU61943608,사급부품,1,0.0,0,0,1015,True,[]
대원산업 (3),MJU61986601,제작동관,1,0.0226,174,174,84,True,[0.0226]
대원산업 (3),MJU61986701,제작동관,2,0.0221,170,171,83,False,"[0.022, 0.0221]"
대원산업 (3),MJU61986801,제작동관,2,0.0245,188,189,85,False,"[0.0243, 0.0245]"
대원산업 (3),MJU61986901,사급부품,1,0.0,1358,1358,0,True,[]
대원산업 (3),MJU61986903,사급부품,1,0.0,815,815,0,True,[]
대원산업 (3),MJU61987001,사급부품/제작동관,2,0.3539,2672,4968,359,True,[0.3539]
대원산업 (3),MJU61987101,사급부품,1,0.0,5703,5703,0,True,[]
대원산업 (3),MJU61987103,사급부품,1,0.0,4011,4011,0,True,[]
대원산업 (3),MJU61987301,제작동관,2,0.0245,188,189,85,False,"[0.0243, 0.0245]"
대원산업 (3),MJU62207801,제작동관,1,0.0185,142,142,110,True,[0.0185]
대원산업 (3),MJU62207802,제작동관,1,0.0099,76,76,75,True,[0.0099]
대원산업 (3),MJU62356410,제작동관,1,0.0128,98,98,49,True,[0.0128]
대원산업 (3),MJU62393806,제작동관,1,0.0875,662,662,185,True,[0.0875]
대원산업 (3),MJU62491908,제작동관,1,0.0158,121,121,62,True,[0.0158]
대원산업 (3),MJU62792001,제작동관,1,0.0869,657,657,185,True,[0.0869]
대원산업 (3),MJU62822001,사급부품,3,0.0,0,0,829,True,[]
대원산업 (3),MJU62822002,사급부품,3,0.0,0,0,921,True,[]
대원산업 (3),MJU62822003,사급부품,3,0.0,0,0,855,True,[]
대원산업 (3),MJU62823101,사급부품,3,0.0,730,757,0,True,[]
대원산업 (3),MJU62823102,사급부품,1,0.0,686,686,0,True,[]
대원산업 (3),MJU62907937,제작동관,1,0.0087,67,67,50,True,[0.0087]
대원산업 (3),MJU62915301,제작동관,1,0.1984,1500,1500,208,True,[0.1984]
대원산업 (3),MJU62915302,제작동관,1,0.1835,1387,1387,198,True,[0.1835]
대원산업 (3),MJU62987402,사급부품,4,0.0,341,341,0,True,[]
대원산업 (3),MJU63000401,제작동관,1,0.0099,76,76,77,True,[0.0099]
대원산업 (3),MJU63000402,제작동관,1,0.0103,79,79,77,True,[0.0103]
대원산업 (3),MJU63000403,제작동관,1,0.0143,109,109,80,True,[0.0143]
대원산업 (3),MJU63000501,제작동관,1,0.0227,174,174,143,True,[0.0227]
대원산업 (3),MJU63073601,제작동관,1,0.0405,311,311,111,True,[0.0405]
대원산업 (3),MJU63073602,제작동관,3,0.0206,158,158,82,True,[0.0206]
대원산업 (3),MJU63073605,제작동관,1,0.0534,405,405,122,True,[0.0534]
대원산업 (3),MJU63073606,제작동관,1,0.0113,86,86,44,True,[0.0113]
대원산업 (3),MJU63152609,사급부품,1,0.0,1132,1132,0,True,[]
대원산업 (3),MJU63406904,제작동관,1,0.2266,1713,1713,298,True,[0.2266]
대원산업 (3),MJU63436501,제작동관,1,0.0177,136,136,87,True,[0.0177]
대원산업 (3),MJU63436902,제작동관,1,0.1165,898,898,156,True,[0.1165]
대원산업 (3),MJU63447304,제작동관,1,0.0243,184,184,77,True,[0.0243]
대원산업 (3),MJU63479302,사급부품,2,0.0,169,169,0,True,[]
대원산업 (3),MJU63480401,사급부품/제작동관,2,0.0076,60,198,56,True,[0.0076]
대원산업 (3),MJU63480402,사급부품/제작동관,2,0.0101,80,217,44,True,[0.0101]
대원산업 (3),MJU63509811,제작동관,1,0.1861,1405,1405,366,True,[0.1861]
대원산업 (3),MJU63512501,사급부품,1,0.0,815,815,0,True,[]
대원산업 (3),MJU63512505,사급부품,1,0.0,902,902,0,True,[]
대원산업 (3),MJU63512506,사급부품,1,0.0,912,912,0,True,[]
대원산업 (3),MJU63512507,사급부품,1,0.0,1251,1251,0,True,[]
대원산업 (3),MJU63512511,사급부품,1,0.0,2676,2676,0,True,[]
대원산업 (3),MJU63512514,사급부품,1,0.0,3192,3192,0,True,[]
대원산업 (3),MJU63512516,사급부품,4,0.0,721,791,0,True,[]
대원산업 (3),MJU63512601,사급부품,1,0.0,805,805,0,True,[]
대원산업 (3),MJU63512602,사급부품,1,0.0,846,846,0,True,[]
대원산업 (3),MJU63626311,사급부품/제작동관,2,0.0066,50,110,59,True,[0.0066]
대원산업 (3),MJU63648301,제작동관,1,0.0188,145,145,88,True,[0.0188]
대원산업 (3),MJU63648302,제작동관,1,0.022,170,170,107,True,[0.022]
대원산업 (3),MJU63648303,제작동관,1,0.0194,149,149,88,True,[0.0194]
대원산업 (3),MJU63648304,제작동관,1,0.0209,161,161,89,True,[0.0209]
대원산업 (3),MJU63711305,사급부품,2,0.0,127,127,0,True,[]
대원산업 (3),MJU63732901,사급부품,1,0.0,0,0,403,True,[]
대원산업 (3),MJU63748402,제작동관,2,0.0065,50,51,45,False,"[0.0065, 0.0066]"
대원산업 (3),MJU63748409,사급부품,1,0.0,1299,1299,0,True,[]
대원산업 (3),MJU63748410,제작동관,2,0.0151,114,116,66,False,"[0.0147, 0.0151]"
대원산업 (3),MJU63748506,사급부품,1,0.0,1923,1923,0,True,[]
대원산업 (3),MJU63756101,제작동관,2,0.0899,1798,1798,253,True,[0.0899]
대원산업 (3),MJU63756103,제작동관,2,0.0899,1798,1798,241,True,[0.0899]
대원산업 (3),MJU63756201,제작동관,1,0.0438,336,336,132,True,[0.0438]
대원산업 (3),MJU63768601,제작동관,1,0.0133,102,102,77,True,[0.0133]
대원산업 (3),MJU63768701,제작동관,1,0.0059,46,46,55,True,[0.0059]
대원산업 (3),MJU63770701,제작동관,1,0.0168,129,129,82,True,[0.0168]
대원산업 (3),MJU63788201,제작동관,1,0.0101,77,77,60,True,[0.0101]
대원산업 (3),MJU63846101,제작동관,1,0.0154,118,118,62,True,[0.0154]
대원산업 (3),MJU63927401,제작동관,1,0.0134,103,103,86,True,[0.0134]
대원산업 (3),MJU64287009,사급부품,1,0.0,0,0,0,True,[]
대원산업 (3),MJU64328307,제작동관,1,0.0247,189,189,97,True,[0.0247]
대원산업 (3),MJU64328310,제작동관,1,0.0176,135,135,61,True,[0.0176]
대원산업 (3),MJU64431914,사급부품,1,0.0,0,0,0,True,[]
대원산업 (3),MJU64431915,사급부품,1,0.0,0,0,0,True,[]
대원산업 (3),MJU64431916,사급부품,1,0.0,0,0,0,True,[]
대원산업 (3),MJU64433003,사급부품,5,0.0,405,405,0,True,[]
대원산업 (3),MJU64727601-1,사급부품,1,0.0,457,457,0,True,[]
대원산업 (3),MJU64727602-1,사급부품,1,0.0,567,567,0,True,[]
대원산업 (3),MJU64727701-1,사급부품,1,0.0,730,730,0,True,[]
대원산업 (3),MJU64727702-1,사급부품,1,0.0,825,825,0,True,[]
대원산업 (3),MJU64727801-1,사급부품,1,0.0,1015,1015,0,True,[]
대원산업 (3),MJU64727802-1,사급부품,1,0.0,1089,1089,0,True,[]
대원산업 (3),MJU64727901-1,사급부품,1,0.0,1333,1333,0,True,[]
대원산업 (3),MJU64727902-1,사급부품,1,0.0,1428,1428,0,True,[]
대원산업 (3),MJU64728001-1,사급부품,1,0.0,1370,1370,0,True,[]
대원산업 (3),MJU64728002-1,사급부품,1,0.0,1461,1461,0,True,[]
대원산업 (3),MJU64728101-1,사급부품,1,0.0,1586,1586,0,True,[]
대원산업 (3),MJU64728102-1,사급부품,1,0.0,1696,1696,0,True,[]
대원산업 (3),MJU64794001,사급부품,1,0.0,0,0,604,True,[]
대원산업 (3),MJU64794401,사급부품,1,0.0,0,0,282,True,[]
대원산업 (3),MJU64794402,사급부품,3,0.0,0,0,265,True,[]
대원산업 (3),MJU64794403,제작동관,4,0.0074,57,57,71,True,[0.0074]
대원산업 (3),MJU64794404,제작동관,2,0.0096,73,73,72,True,[0.0096]
대원산업 (3),MJU64794405,제작동관,2,0.0208,160,160,118,True,[0.0208]
대원산업 (3),MJU64809907,제작동관,1,0.0705,560,560,91,True,[0.0705]
대원산업 (3),MJU64809908,제작동관,1,0.0763,606,606,95,True,[0.0763]
대원산업 (3),MJU64809909,제작동관,1,0.0822,653,653,100,True,[0.0822]
대원산업 (3),MJU64809910,제작동관,1,0.0982,779,779,111,True,[0.0982]
대원산업 (3),MJU64809911,제작동관,1,0.1075,853,853,118,True,[0.1075]
대원산업 (3),MJU64809917,제작동관,1,0.0088,70,70,45,True,[0.0088]
대원산업 (3),MJU64857301,제작동관,1,0.0634,504,504,248,True,[0.0634]
대원산업 (3),MJU64857401,제작동관,1,0.0768,610,610,266,True,[0.0768]
대원산업 (3),MJU64867606,제작동관,1,0.1137,877,877,143,True,[0.1137]
대원산업 (3),MJU64867607,제작동관,1,0.0574,434,434,108,True,[0.0574]
대원산업 (3),MJU64867609,제작동관,2,0.2,1515,1515,273,True,[0.2]
대원산업 (3),MJU64867610,제작동관,2,0.0292,221,221,81,True,[0.0292]
대원산업 (3),MJU64867626,제작동관,1,0.1952,1478,1478,270,True,[0.1952]
대원산업 (3),MJU64867701,제작동관,1,0.0665,502,502,150,True,[0.0665]
대원산업 (3),MJU64873802,사급부품,2,0.0,239,239,0,True,[]
대원산업 (3),MJU64873803,사급부품,2,0.0,296,296,0,True,[]
대원산업 (3),MJU64873804,사급부품,2,0.0,340,340,0,True,[]
대원산업 (3),MJU64873805,사급부품,2,0.0,373,373,0,True,[]
대원산업 (3),MJU64873807,사급부품,2,0.0,253,253,0,True,[]
대원산업 (3),MJU64921201,사급부품,3,0.0,0,0,680,True,[]
대원산업 (3),MJU64927101,제작동관,1,0.0245,188,188,73,True,[0.0245]
대원산업 (3),MJU64927102,제작동관,1,0.0245,188,188,73,True,[0.0245]
대원산업 (3),MJU64927103,제작동관,1,0.0203,156,156,72,True,[0.0203]
대원산업 (3),MJU64927104,제작동관,1,0.0203,156,156,72,True,[0.0203]
대원산업 (3),MJU64927201,사급부품,1,0.0,797,797,0,True,[]
대원산업 (3),MJU64963001,제작동관,1,0.0159,122,122,97,True,[0.0159]
대원산업 (3),MJU64987004,제작동관,1,0.0803,608,608,172,True,[0.0803]
대원산업 (3),MJU64988601,제작동관,1,0.2082,1574,1574,285,True,[0.2082]
대원산업 (3),MJU65026601,사급부품,3,0.0,3460,3460,0,True,[]
대원산업 (3),MJU65029701,제작동관,1,0.0307,236,236,106,True,[0.0307]
대원산업 (3),MJU65032902,제작동관,1,0.1004,761,761,84,True,[0.1004]
대원산업 (3),MJU65033004,제작동관,1,0.0062,48,48,36,True,[0.0062]
대원산업 (3),MJU65033014,제작동관,1,0.0157,125,125,67,True,[0.0157]
대원산업 (3),MJU65033015,제작동관,1,0.0089,71,71,200,True,[0.0089]
대원산업 (3),MJU65033016,제작동관,1,0.0118,94,94,202,True,[0.0118]
대원산업 (3),MJU65034225,제작동관,2,0.077,579,582,133,False,"[0.0765, 0.077]"
대원산업 (3),MJU65048401,제작동관,1,0.0157,313,313,54,True,[0.0157]
대원산업 (3),MJU65149402,제작동관,1,0.0619,468,468,134,True,[0.0619]
대원산업 (3),MJU65512601,사급부품,1,0.0,7902,7902,0,True,[]
대원산업 (3),MJU65516603,사급부품,1,0.0,255,255,0,True,[]
대원산업 (3),MJU65516626,제작동관,1,0.0068,52,52,36,True,[0.0068]
대원산업 (3),MJU65521402,제작동관,2,0.0275,207,215,71,False,"[0.0275, 0.0285]"
대원산업 (3),MJU65587701,제작동관,3,0.0181,137,363,61,True,[0.0181]
대원산업 (3),MJU65587801,제작동관,3,0.1004,758,2008,231,True,[0.1004]
대원산업 (3),MJU65587802,제작동관,2,0.1004,758,2008,231,True,[0.1004]
대원산업 (3),MJU65626403,제작동관,1,0.0171,129,129,49,True,[0.0171]
대원산업 (3),MJU65626404,제작동관,1,0.0201,152,152,46,True,[0.0201]
대원산업 (3),MJU65626405,제작동관,1,0.0365,276,276,76,True,[0.0365]
대원산업 (3),MJU65626509,제작동관,2,0.0339,256,256,55,True,[0.0339]
대원산업 (3),MJU65707409,제작동관,1,0.1243,938,938,153,True,[0.1243]
대원산업 (3),MJU65707410,제작동관,1,0.0457,346,346,99,True,[0.0457]
대원산업 (3),MJU65707414,제작동관,1,0.092,697,697,148,True,[0.092]
대원산업 (3),MJU65707421,제작동관,3,0.1143,866,866,172,True,[0.1143]
대원산업 (3),MJU65707426,제작동관,1,0.1134,859,859,171,True,[0.1134]
대원산업 (3),MJU65789103,사급부품,1,0.0,4714,4714,0,True,[]
대원산업 (3),MJU65789104,사급부품,1,0.0,1297,1297,0,True,[]
대원산업 (3),MJU65868002,사급부품,1,0.0,768,768,0,True,[]
대원산업 (3),MJU65868003,사급부품,1,0.0,1197,1197,0,True,[]
대원산업 (3),MJU65868004,사급부품,1,0.0,480,480,0,True,[]
대원산업 (3),MJU65868007,제작동관,1,0.0648,491,491,112,True,[0.0648]
대원산업 (3),MJU65868008,제작동관,1,0.0638,483,483,126,True,[0.0638]
대원산업 (3),MJU65868009,제작동관,1,0.0397,301,301,112,True,[0.0397]
대원산업 (3),MJU66126401,제작동관,1,0.0518,391,391,91,True,[0.0518]
대원산업 (3),MJU66166603,제작동관,1,0.5216,3927,3927,394,True,[0.5216]
대원산업 (3),MJU66166606,제작동관,1,0.2718,2052,2052,252,True,[0.2718]
대원산업 (3),MJU66166607,제작동관,1,0.2718,2052,2052,252,True,[0.2718]
대원산업 (3),MJU66166608,제작동관,2,0.1666,211,1255,143,True,[0.1666]
대원산업 (3),MJU66166611,제작동관,1,1.2403,9364,9364,790,True,[1.2403]
대원산업 (3),MJU66166620,제작동관,2,0.7448,4185,5608,456,True,[0.7448]
대원산업 (3),MJU66166622,제작동관,1,0.6279,4728,4728,466,True,[0.6279]
대원산업 (3),MJU66266604,제작동관,2,0.2072,1564,1564,244,True,[0.2072]
대원산업 (3),MJU66266606,제작동관,1,0.292,2205,2205,300,True,[0.292]
대원산업 (3),MJU66266610,제작동관,1,0.2622,1979,1979,268,True,[0.2622]
대원산업 (3),MJU66266701,제작동관,2,0.1028,776,776,121,True,[0.1028]
대원산업 (3),MJU66466701,제작동관,1,0.0286,220,220,90,True,[0.0286]
대원산업 (3),MJU66466801,제작동관,1,0.0258,198,198,88,True,[0.0258]
대원산업 (3),MJU66466901,제작동관,1,0.0239,184,184,70,True,[0.0239]
대원산업 (3),MJU66467001,제작동관,1,0.0289,222,222,90,True,[0.0289]
대원산업 (3),MJU66467101,사급부품,1,0.0,7380,7380,0,True,[]
