code,kind,phi,thick,length,copper_unit_kg,nparts
MJU66998309,부품,12.7,0.75,161.0,0.040533,
MJU66998801,부품,4.76,0.65,124.0,0.009305,
MJU66998802,부품,4.76,0.65,405.0,0.030392,
MJU66998803,부품,4.76,0.65,405.0,0.030392,
MJU66998804,부품,4.76,0.65,405.0,0.030392,
MJU66998805,부품,4.76,0.65,305.0,0.022888,
MJU66998806,부품,4.76,0.65,405.0,0.030392,
MJU66998807,부품,4.76,0.65,305.0,0.022888,
MJU66998808,부품,4.76,0.65,400.0,0.030017,
MJU66998809,부품,4.76,0.65,400.0,0.030017,
MJU66998810,부품,4.76,0.65,400.0,0.030017,
MJU66998811,부품,4.76,0.65,300.0,0.022513,
MJU66998812,부품,4.76,0.65,400.0,0.030017,
MJU66998813,부품,4.76,0.65,300.0,0.022513,
MJU66998814,부품,4.76,0.65,392.0,0.029417,
MJU66998815,부품,4.76,0.65,410.0,0.030767,
MJU66998816,부품,4.76,0.65,306.0,0.022963,
MJU66998817,부품,4.76,0.65,293.0,0.021987,
MJU66998901,부품,9.52,0.65,167.0,0.027046,
MJU66998902,부품,9.52,0.65,154.0,0.024941,
MJU66998903,부품,9.52,0.65,211.0,0.034172,
MJU66998904,부품,9.52,0.65,250.0,0.040488,
MJU66999001,부품,12.7,0.75,106.0,0.026686,
MJU66999002,부품,12.7,0.75,49.0,0.012336,
MJU66999003,부품,9.52,0.65,152.0,0.024617,
MJU66999004,부품,12.7,0.75,56.0,0.014098,
MJU66999005,부품,9.52,0.65,118.0,0.01911,
MJU66999201,부품,7.0,0.65,447.0,0.051826,
MJU66999202,부품,7.0,0.65,447.0,0.051826,
MJU66999203,부품,7.0,0.65,457.0,0.052985,
MJU66999204,부품,7.0,0.65,457.0,0.052985,
MJU66999301,부품,7.0,0.65,127.0,0.014725,
MJU66999302,부품,7.0,0.65,140.0,0.016232,
MJU66999303,부품,7.0,0.65,135.0,0.015652,
MJU66999304,부품,7.0,0.65,127.0,0.014725,
MJU66999305,부품,7.0,0.65,127.0,0.014725,
MJU66999306,부품,7.0,0.65,135.0,0.015652,
MJU66999307,부품,7.0,0.65,127.0,0.014725,
MJU66999308,부품,7.0,0.65,90.0,0.010435,
MJU66999309,부품,7.0,0.65,95.0,0.011014,
MJU66999401,부품,6.35,0.7,203.0,0.022552,
MJU67012502,부품,7.0,0.55,123.0,0.012257,
MJU67012503,부품,7.0,0.55,130.0,0.012954,
MJU67012504,부품,7.0,0.55,125.0,0.012456,
MJU67012505,부품,7.0,0.55,125.0,0.012456,
MJU67028001,부품,7.0,0.55,65.0,0.006477,
MJU67028002,부품,7.0,0.55,58.0,0.00578,
MJU67028008,부품,7.0,0.55,100.0,0.009965,
MJU67028009,부품,7.0,0.55,176.0,0.017538,
MJU67028010,부품,7.0,0.55,176.0,0.017538,
MJU67028011,부품,7.0,0.55,128.0,0.012755,
MJU67028012,부품,7.0,0.55,126.0,0.012556,
MJU67028801,부품,15.88,0.75,403.0,0.128457,
MJU67028802,부품,15.88,0.75,341.0,0.108694,
MJU67028901,부품,15.88,0.75,124.0,0.039525,
MJU67029502,부품,15.88,0.75,709.0,0.225995,
MJU67029602,부품,6.35,0.55,128.0,0.01147,
MJU67029603,부품,6.35,0.55,57.0,0.005108,
MJU67035301,부품,12.7,0.6,99.0,0.020189,
MJU67039401,부품,12.7,0.75,686.0,0.172705,
MJU67039402,부품,6.35,0.65,78.0,0.008118,
MJU67039501,부품,9.52,0.65,111.0,0.017977,
MJU67039502,부품,9.52,0.65,433.0,0.070126,
MJU67039503,부품,9.52,0.65,109.0,0.017653,
MJU6940501,부품,9.52,0.65,51.0,0.00826,
MJU77146601,부품,7.0,0.65,82.0,0.009507,
MJU77146602,부품,7.0,0.65,90.0,0.010435,
MJU77146603,부품,7.0,0.75,90.0,0.01185,
MJUI64468201,부품,9.52,0.65,252.0,0.040812,
MJUI65587802,부품,15.88,0.95,252.0,0.1004,
PIPE5,부품,7.94,0.65,54.0,0.007188,
PIPE6,부품,7.94,0.65,279.0,0.037136,
S-TUBE,부품,19.05,0.95,283.0,0.136691,
SUCTION,부품,12.7,0.75,909.0,0.228847,
SUCTION-PART1,부품,34.92,1.4,910.0,1.199569,
SUCTION-PART5,부품,28.58,1.2,146.0,0.134747,
T-88PATH-MANI-TUBE3,부품,7.0,0.65,159.0,0.018435,
T-88PATH-MANI-TUBE4,부품,7.0,0.65,162.0,0.018783,
T-88PATH-MANI-TUBE5,부품,7.0,0.65,150.0,0.017391,
T-88PATH-MANI-TUBE6,부품,7.0,0.65,423.0,0.049043,
T-88PATH-MANI-TUBE7,부품,7.0,0.65,423.0,0.049043,
T-C01806248,부품,12.7,0.75,764.0,0.192342,
T-C01807012,부품,12.7,0.75,750.0,0.188817,
T-C01818261,부품,15.88,0.95,200.0,0.079683,
T-C01818268,부품,15.88,0.95,697.0,0.277695,
T-C01818315,부품,12.7,0.75,533.0,0.134186,
T-C01825692,부품,12.7,0.75,603.0,0.151809,
T-C01825706,부품,12.7,0.75,281.0,0.070744,
T-C01830747,부품,15.88,0.95,220.0,0.087651,
T-C01830757,부품,12.7,0.75,63.0,0.015861,
T-C01830759,부품,15.88,0.95,728.0,0.290046,
T-C01830760,부품,12.7,0.75,615.0,0.15483,
T-C01834715,부품,7.0,0.65,180.0,0.020869,
T-C01834716,부품,7.0,0.65,221.0,0.025623,
T-C01834720,부품,7.0,0.65,190.0,0.022029,
T-C01840288,부품,15.88,0.95,275.0,0.109564,
T-C01843982,부품,15.88,0.95,228.0,0.090839,
T-C01844172,부품,15.88,0.95,300.0,0.119524,
T-C01846072,부품,9.52,0.65,231.0,0.037411,
T-C01846181,부품,9.52,0.65,114.0,0.018463,
T-C01848780,부품,12.7,0.75,310.0,0.078045,
T-C01868082,부품,9.52,0.65,65.0,0.010527,
T-C01876398,부품,9.52,0.65,191.0,0.030933,
T-C01876399,부품,9.52,0.65,209.0,0.033848,
T-C01882126,부품,9.52,0.7,843.0,0.1462,
T-C01882171,부품,9.52,0.7,685.0,0.118798,
T-C01890593,부품,6.35,0.65,376.0,0.039132,
T-C01895106,부품,6.35,0.65,306.0,0.031846,
T-C01895181,부품,6.35,0.65,452.0,0.047041,
T-C01895456,부품,6.35,0.65,382.0,0.039756,
T-C01895459,부품,6.35,0.65,573.0,0.059634,
T-C01895611,부품,12.7,0.75,422.0,0.106241,
T-C01896114,부품,9.52,0.65,814.0,0.13183,
T-C01918007,부품,9.52,0.65,63.0,0.010203,
T-C01971129,부품,9.52,0.65,141.0,0.022835,
T-C01972597,부품,9.52,0.65,157.0,0.025427,
T-CO1867164,부품,12.7,0.75,606.0,0.152565,
T-CO1876398,부품,9.52,0.65,203.0,0.032876,
T-CO1876399,부품,9.52,0.65,208.0,0.033686,
T-CO1876403,부품,9.52,0.65,193.0,0.031257,
T-CO1876404,부품,9.52,0.65,233.0,0.037735,
T-CO1877008,부품,9.52,0.65,160.0,0.025912,
T-CO1880440,부품,9.52,0.65,147.0,0.023807,
T-CO1895611,부품,12.7,0.75,429.0,0.108004,
T-CO1911336,부품,7.0,0.65,116.0,0.013449,
T-CO1911344,부품,7.0,0.65,98.0,0.011362,
T-CO1911428,부품,7.0,0.65,77.0,0.008927,
T-CO1914597,부품,7.94,0.65,862.0,0.114736,
T-CO1921607,부품,9.52,0.65,269.0,0.043565,
T-CO1945894,부품,7.0,0.65,126.0,0.014609,
T-CO1961663,부품,7.0,0.65,143.0,0.01658,
T-CO1961692,부품,7.0,0.65,178.0,0.020638,
T-MJU65010301,부품,9.52,0.65,115.0,0.018625,
T-MJU65010302,부품,9.52,0.65,218.0,0.035306,
T-MJU66567002,부품,15.88,0.95,415.0,0.165342,
T-U18A-SUC1-1,부품,12.7,0.75,244.0,0.061429,
T-U24A-DIS-CONNECTOR,부품,9.52,0.65,249.0,0.040326,
T-U24A-DIS-CONNECTOR-GMCC,부품,9.52,0.65,250.0,0.040488,
T-U24A-SUC-CONNECTOR-GMCC,부품,12.7,0.75,938.0,0.236148,
T-U36A-DIS-CONNECTOR-GMCC,부품,15.88,0.95,592.0,0.235861,
T-U36A-SUS-CONNECTOR-GMCC,부품,9.52,0.65,649.0,0.105107,
T-U36A.PIPE01,부품,7.0,0.65,266.0,0.03084,
T-U36A.PIPE03,부품,15.88,0.95,456.0,0.181677,
T-U36A.PIPE07,부품,15.88,0.95,263.0,0.104783,
T-U36A.PIPE08,부품,15.88,0.95,298.0,0.118728,
T-U60A-SUC-CONNECTOR2,부품,15.88,0.95,60.0,0.023905,
4010AR3071N,Assy,,,,0.458974,1
4848A20001B,Assy,,,,0.562076,2
4848A20001D,Assy,,,,0.660768,3
4848A20001J,Assy,,,,0.558801,2
4848A20004A,Assy,,,,0.117822,2
4848A20004D,Assy,,,,0.187255,2
4848A20005E,Assy,,,,0.224116,2
4848A20005F,Assy,,,,0.302689,2
4848A20005G,Assy,,,,0.286423,2
4848A20005H,Assy,,,,0.239185,2
4848A20005J,Assy,,,,0.112032,1
4848A20005L,Assy,,,,0.398415,4
4848A20005X,Assy,,,,0.224116,2
4848A20006H,Assy,,,,1.01084,3
4848A20006L,Assy,,,,0.393716,3
4848A20007A,Assy,,,,1.14212,4
4848A20007B,Assy,,,,0.045886,2
4848A20007H,Assy,,,,0.402399,4
4848A20007K,Assy,,,,0.193231,2
4848A20012B,Assy,,,,0.30738,2
4849A10047A,Assy,,,,1.888309,3
4849A10047B,Assy,,,,1.888309,3
4849A10048A,Assy,,,,1.436332,5
4849A10048D,Assy,,,,1.431503,5
4849A20001E,Assy,,,,0.469,2
4849A20001H,Assy,,,,0.410556,2
4849A20001X,Assy,,,,0.312989,2
4849A20005D,Assy,,,,0.225152,2
4849A20006J,Assy,,,,0.552203,2
4849A20006U,Assy,,,,0.393716,3
4849A20008T,Assy,,,,0.490448,2
4849A20008V,Assy,,,,0.506675,2
4849A20009A,Assy,,,,0.459684,2
4849A20009C,Assy,,,,0.451585,2
4849A20009H,Assy,,,,0.5685,2
4849A20009J,Assy,,,,0.673174,2
4849A20045A,Assy,,,,0.801212,3
4849A20060A,Assy,,,,0.585571,3
4849A20060B,Assy,,,,0.629657,4
4849A20069E,Assy,,,,0.545828,4
4849A20069F,Assy,,,,0.546865,4
4849A20069M,Assy,,,,0.43467,2
4849A20075A,Assy,,,,0.108476,2
4849A20075B,Assy,,,,0.180481,2
4849A20078B,Assy,,,,0.76605,3
4849A20078E,Assy,,,,0.720164,3
4849A20078H,Assy,,,,0.744575,4
4849A20078L,Assy,,,,1.092563,3
5210A20866E,Assy,,,,0.026265,1
5210A20866L,Assy,,,,0.055471,1
5210A21458B,Assy,,,,0.080228,2
5210A21458T,Assy,,,,0.174073,2
5210A21458U,Assy,,,,0.284073,4
5210A22950A,Assy,,,,0.017797,1
5210A23089D,Assy,,,,0.021108,1
5210A23376A,Assy,,,,0.023009,1
5210A24677N,Assy,,,,0.007072,1
5210A31181F,Assy,,,,0.012956,1
5210A31629A,Assy,,,,0.004787,1
5210A31630A,Assy,,,,0.013321,1
5210A31631A,Assy,,,,0.011136,1
5211A00011E,Assy,,,,0.009231,1
5211A03031A,Assy,,,,1.268725,4
5211A03032A,Assy,,,,1.706446,5
5211A10134G,Assy,,,,0.057032,3
5211A10134X,Assy,,,,0.08181,4
5211A10134Y,Assy,,,,0.079705,4
5211A10305J,Assy,,,,0.125021,5
5211A10530B,Assy,,,,0.055471,2
5211A10531A,Assy,,,,0.082738,4
5211A10556A,Assy,,,,0.010303,1
5211A10688A,Assy,,,,0.052141,3
5211A11023C,Assy,,,,0.115461,2
5211A11024A,Assy,,,,0.057418,2
5211A11602B,Assy,,,,0.569538,2
5211A11604A,Assy,,,,0.058385,5
5211A12318A,Assy,,,,0.410497,14
5211A19008C,Assy,,,,0.049382,4
5211A20095A,Assy,,,,0.058906,4
5211A20095M,Assy,,,,0.062809,2
5211A20133B,Assy,,,,0.03746,3
5211A20141C,Assy,,,,0.062809,2
5211A20291K,Assy,,,,0.050691,2
5211A20459-12-1,Assy,,,,0.175726,1
5211A20466A,Assy,,,,0.014258,1
5211A20466N,Assy,,,,0.017815,1
5211A20678F,Assy,,,,0.037298,3
5211A20860L,Assy,,,,0.194409,6
5211A21173A,Assy,,,,0.016195,1
5211A21233C,Assy,,,,0.021116,1
5211A21233D,Assy,,,,0.144257,1
5211A21310A,Assy,,,,0.017815,1
5211A21310B,Assy,,,,0.022997,1
5211A21483A,Assy,,,,0.380188,3
5211A21483E,Assy,,,,0.283909,2
5211A21502A,Assy,,,,0.085861,4
5211A21503A,Assy,,,,0.012905,1
5211A21504A,Assy,,,,0.016131,1
5211A21789C,Assy,,,,0.045503,2
5211A21811B,Assy,,,,0.075557,7
5211A21812B-1-1,Assy,,,,0.033835,5
5211A21904M,Assy,,,,0.008927,1
5211A22009Q,Assy,,,,0.029063,2
5211A23366A,Assy,,,,0.025602,3
5211A24032D,Assy,,,,0.251572,3
5211A24117A,Assy,,,,0.053702,3
5211A24129T,Assy,,,,0.0386,1
5211A24134C,Assy,,,,0.352597,3
5211A25726E,Assy,,,,0.69364,4
5211A26009F,Assy,,,,0.184286,1
5211A29904C,Assy,,,,0.066557,2
5211A29907A,Assy,,,,0.097933,5
5211A30050D,Assy,,,,0.011985,1
5211A30298K,Assy,,,,0.222439,7
5211A30708Z,Assy,,,,0.059634,3
5211A30731F,Assy,,,,0.043727,2
5211A31629A,Assy,,,,0.004787,1
5211A39010A,Assy,,,,0.039998,4
5211AP2678C,Assy,,,,0.138632,5
5211AP2678E,Assy,,,,0.138632,5
5211AP2678J,Assy,,,,0.138632,5
5211AP2755Q,Assy,,,,0.186869,3
5211AP4052A,Assy,,,,0.015307,1
5211AP4052B,Assy,,,,0.012638,1
5211AP4052J,Assy,,,,0.015307,1
5211AP4052K,Assy,,,,0.015768,1
5211AP4052R,Assy,,,,0.016812,1
5224A20002W,Assy,,,,0.045886,1
5256A30003G,Assy,,,,0.361676,1
5998A20002H,Assy,,,,0.157703,3
5998A20002Q,Assy,,,,0.189621,3
AAB31790004,Assy,,,,0.727106,3
AAB34431201,Assy,,,,0.378489,2
AAB34431202,Assy,,,,0.385303,2
AAB35754001,Assy,,,,0.290288,2
AAB35754002,Assy,,,,0.111092,2
AAB37023601,Assy,,,,0.206303,4
AAB37023602,Assy,,,,0.257642,2
AAB72909301,Assy,,,,0.947989,5
AAB73230901,Assy,,,,0.346799,2
AAB73230902-0,Assy,,,,2.790335,8
AAB73250401,Assy,,,,0.14297,1
AAB73250501,Assy,,,,0.479387,2
AAB73291001,Assy,,,,0.537556,2
AAB73390401,Assy,,,,0.272899,2
AAB73710401,Assy,,,,1.851273,5
AAB73710402,Assy,,,,1.955687,5
AAB73850401,Assy,,,,0.23791,4
ACQ30605001,Assy,,,,0.079033,3
ACQ30662801,Assy,,,,0.062028,2
ADM72950701,Assy,,,,0.085659,1
ADM72950714,Assy,,,,0.140242,1
ADM72950717,Assy,,,,0.297515,3
ADM73190801,Assy,,,,0.231532,2
ADM74930508,Assy,,,,0.228677,2
ADM75351201,Assy,,,,0.05538,1
AFY73489501,Assy,,,,0.089722,3
AFY73689501,Assy,,,,0.083082,2
AFY73689504,Assy,,,,0.043889,2
AFY73689511,Assy,,,,0.089789,2
AFY73769501,Assy,,,,0.02073,1
AFY73769504,Assy,,,,0.052149,2
AFY74109502,Assy,,,,0.08736,2
AFY74109506,Assy,,,,0.81753,3
AFY74209501,Assy,,,,0.231616,2
AGF30058403,Assy,,,,0.070036,1
AHQ73469301,Assy,,,,0.404789,2
AJJ30041801,Assy,,,,0.057427,2
AJJ30041802,Assy,,,,0.057631,2
AJJ30041901,Assy,,,,0.057427,2
AJJ30041902,Assy,,,,0.057631,2
AJJ32486326,Assy,,,,0.433061,4
AJJ72332408,Assy,,,,0.03147,1
AJJ73040829-9-1,Assy,,,,0.044051,2
AJJ73040838,Assy,,,,0.017304,1
AJJ73898602,Assy,,,,0.029141,1
AJJ73898612,Assy,,,,0.459383,7
AJJ73898620,Assy,,,,0.017068,1
AJJ73898629,Assy,,,,0.0903,4
AJJ74498305,Assy,,,,0.07769,3
AJJ74578301-3-1,Assy,,,,0.079033,3
AJJ74578304-3-1,Assy,,,,0.079033,3
AJJ74578309-3-1,Assy,,,,0.079033,3
AJJ74578314-1-1,Assy,,,,0.06219,3
AJJ74578316-1-1,Assy,,,,0.080814,4
AJJ74578323,Assy,,,,0.029961,1
AJJ74578324-1-1,Assy,,,,0.034334,2
AJJ74578325,Assy,,,,0.078153,2
AJJ74578327-1-1,Assy,,,,0.097905,3
AJJ74618301,Assy,,,,0.079003,4
AJJ75039502,Assy,,,,0.017068,1
AJJ75178301,Assy,,,,0.060844,3
AJJ75318301-1-1,Assy,,,,0.04146,1
AJJ75358421,Assy,,,,0.014778,1
AJJ75358426,Assy,,,,0.017692,1
AJJ75358428,Assy,,,,0.362294,4
AJJ75358441,Assy,,,,0.322626,5
AJJ75358444,Assy,,,,0.014778,1
AJJ75639404,Assy,,,,0.315579,2
AJJ75639406,Assy,,,,0.080562,1
AJJ756559010,Assy,,,,0.14974,1
AJJ756559011,Assy,,,,0.14974,1
AJJ756559013,Assy,,,,0.14974,1
AJJ756559014,Assy,,,,0.14974,1
AJJ75838620,Assy,,,,0.016868,1
AJJ75838626,Assy,,,,0.015299,1
AJJ75918402,Assy,,,,0.131668,2
AJJ75918509,Assy,,,,0.017588,1
AJJ75918512,Assy,,,,0.060422,1
AJJ76238401,Assy,,,,0.39274,2
AJJ76318301,Assy,,,,0.065754,2
AJJ76418701,Assy,,,,0.048763,2
AJJ76418702,Assy,,,,0.048763,2
AJJ76418703,Assy,,,,0.060699,2
AJJ76418704,Assy,,,,0.064884,2
AJJ76418705,Assy,,,,0.066898,2
AJJ76418706,Assy,,,,0.064884,2
AJJ76418707,Assy,,,,0.02133,1
AJJ76418713,Assy,,,,0.064884,2
AJJ76418714,Assy,,,,0.066898,2
AJJ76418715,Assy,,,,0.048763,2
AJJ76418716,Assy,,,,0.048763,2
AJJ76418717,Assy,,,,0.060699,2
AJJ76418718,Assy,,,,0.060699,2
AJJ76418719,Assy,,,,0.066898,2
AJJ76418720,Assy,,,,0.10297,4
AJJ76418721,Assy,,,,0.048763,2
AJJ76418722,Assy,,,,0.066143,2
AJJ76418723,Assy,,,,0.064884,2
AJJ76418724,Assy,,,,0.066898,2
AJJ76418725,Assy,,,,0.064884,2
AJJ76418727,Assy,,,,0.054207,2
AJJ76418728,Assy,,,,0.203947,3
AJJ76418729,Assy,,,,0.215883,3
AJJ76559001,Assy,,,,0.048763,2
AJJ76559002,Assy,,,,0.048763,2
AJJ76559003,Assy,,,,0.060699,2
AJJ76559004,Assy,,,,0.064884,2
AJJ76559005,Assy,,,,0.064884,2
AJJ76559006,Assy,,,,0.066898,2
AJJ76559007,Assy,,,,0.066898,2
AJJ76559008,Assy,,,,0.066898,2
AJJ76559009,Assy,,,,0.054207,2
AJJ76559010,Assy,,,,0.054207,2
AJJ76559011,Assy,,,,0.066143,2
AJJ76559012,Assy,,,,0.054207,2
AJJ76559013,Assy,,,,0.054207,2
AJJ76559014,Assy,,,,0.066143,2
AJJ76559015,Assy,,,,0.108414,4
AJJ76559016,Assy,,,,0.129769,4
AJJ76559017,Assy,,,,0.129769,4
AJJ76559101,Assy,,,,0.054207,2
AJJ76559103,Assy,,,,0.02133,1
AJJ76559104,Assy,,,,0.064884,2
AJJ76559105,Assy,,,,0.064884,2
AJJ76559106,Assy,,,,0.066898,2
AJJ76559107,Assy,,,,0.066898,2
AJJ76602101-12-1,Assy,,,,0.241041,1
AJR30001401,Assy,,,,0.507009,5
AJR30001402,Assy,,,,0.264344,1
AJR30003002,Assy,,,,0.210217,1
AJR30003301,Assy,,,,0.118724,6
AJR30004702-3-1,Assy,,,,0.394813,3
AJR30007101,Assy,,,,0.316833,7
AJR30007104,Assy,,,,0.050529,1
AJR30007106,Assy,,,,0.078061,1
AJR30007603,Assy,,,,0.059599,2
AJR30007604,Assy,,,,0.052797,1
AJR30008101-4-4,Assy,,,,0.750499,12
AJR30008201,Assy,,,,0.439853,3
AJR30008202,Assy,,,,0.427521,2
AJR30009001,Assy,,,,0.021216,1
AJR30009002,Assy,,,,0.037053,1
AJR30009003,Assy,,,,0.096695,2
AJR30009004,Assy,,,,0.092953,2
AJR30009005,Assy,,,,0.104731,1
AJR30009401,Assy,,,,0.158569,1
AJR30009402,Assy,,,,0.10581,4
AJR30009403,Assy,,,,0.119836,2
AJR30009701,Assy,,,,0.169725,1
AJR30010701,Assy,,,,0.061542,1
AJR30010702,Assy,,,,0.15026,3
AJR30011101,Assy,,,,0.052869,1
AJR30011102,Assy,,,,0.039022,1
AJR30011201,Assy,,,,0.008696,1
AJR30012008-1-1,Assy,,,,0.064133,1
AJR30012009,Assy,,,,0.042918,1
AJR30012101,Assy,,,,0.09315,1
AJR30019401,Assy,,,,0.345662,2
AJR30019402,Assy,,,,0.273911,2
AJR30019801-3-1,Assy,,,,0.125352,3
AJR30019901,Assy,,,,0.106403,1
AJR30020701,Assy,,,,0.666074,5
AJR30025101,Assy,,,,0.325687,3
AJR30025501,Assy,,,,0.095876,1
AJR30025601,Assy,,,,0.248259,2
AJR30025701,Assy,,,,0.012174,1
AJR30027701-12-2,Assy,,,,0.719423,5
AJR30027702-12-1,Assy,,,,0.510476,3
AJR30027703,Assy,,,,1.42958,7
AJR30027703.07,Assy,,,,1.301198,4
AJR30027704-12-1,Assy,,,,0.641839,3
AJR30027705-12-1,Assy,,,,0.405658,2
AJR30027706-12-1,Assy,,,,0.2144,1
AJR30027708,Assy,,,,0.027282,1
AJR30028411,Assy,,,,0.604404,2
AJR30029801,Assy,,,,0.099942,4
AJR30029802,Assy,,,,0.053449,2
AJR30029901,Assy,,,,1.087485,6
AJR30030101,Assy,,,,0.114825,5
AJR30031201-12-1,Assy,,,,0.476621,11
AJR30031202,Assy,,,,0.109156,1
AJR30031801,Assy,,,,0.507182,2
AJR30033101,Assy,,,,0.681739,5
AJR30037101,Assy,,,,0.0481,1
AJR30037603-20-2,Assy,,,,0.020947,2
AJR30037604,Assy,,,,0.046937,4
AJR30038101-12-1,Assy,,,,0.426536,12
AJR30038201,Assy,,,,0.248436,10
AJR30038301-12-1,Assy,,,,0.205316,6
AJR30038401,Assy,,,,0.039536,2
AJR30040301,Assy,,,,0.100703,3
AJR30051301-3-1,Assy,,,,0.079357,2
AJR30055201,Assy,,,,0.144901,6
AJR30060701,Assy,,,,0.08359,1
AJR30060702,Assy,,,,0.039077,2
AJR30060704,Assy,,,,0.235491,6
AJR30060707-16-1,Assy,,,,0.214246,6
AJR30060805,Assy,,,,0.389828,6
AJR30061101,Assy,,,,0.047106,4
AJR30061301,Assy,,,,0.163896,1
AJR30063602,Assy,,,,0.32527,2
AJR30064401,Assy,,,,0.221518,1
AJR30064601,Assy,,,,0.015887,1
AJR30064701,Assy,,,,0.208146,3
AJR30064801,Assy,,,,0.019462,1
AJR30065824,Assy,,,,0.086856,1
AJR30065901-16-1,Assy,,,,0.108269,2
AJR30065902,Assy,,,,0.091635,1
AJR30069601,Assy,,,,0.00614,1
AJR30069602,Assy,,,,0.006557,1
AJR30069701,Assy,,,,0.006244,1
AJR30069702-3-1,Assy,,,,0.051107,1
AJR30069801-12-1,Assy,,,,0.059842,2
AJR30071101,Assy,,,,0.056897,2
AJR30071102,Assy,,,,0.312733,2
AJR30073601-12-1,Assy,,,,0.03563,1
AJR30073603-12-1,Assy,,,,0.038869,1
AJR30075101-3-1,Assy,,,,0.525159,10
AJR30075401,Assy,,,,0.804129,10
AJR30077403-12-1,Assy,,,,0.03326,1
AJR30077802-20-1,Assy,,,,0.132369,8
AJR30077901-12-1,Assy,,,,0.033155,2
AJR30078601-12-1,Assy,,,,0.07334,3
AJR30078701,Assy,,,,0.189661,4
AJR30078702,Assy,,,,0.024472,1
AJR30079201,Assy,,,,0.030609,1
AJR30079401,Assy,,,,0.233471,2
AJR30083101,Assy,,,,0.026018,1
AJR30087001,Assy,,,,0.247717,3
AJR30087301,Assy,,,,0.05741,2
AJR30087401,Assy,,,,0.084054,3
AJR30089601-4-1,Assy,,,,0.032679,1
AJR30089602-4-1,Assy,,,,0.118711,3
AJR30089603-4-1,Assy,,,,0.128753,3
AJR30089604,Assy,,,,0.157121,5
AJR30089608-4-1,Assy,,,,0.081486,4
AJR30089609-4-1,Assy,,,,0.138721,5
AJR30089610-4-3,Assy,,,,0.055849,3
AJR30089611-4-1,Assy,,,,0.079962,4
AJR30089612-4-1,Assy,,,,0.147867,5
AJR30089614-4-1,Assy,,,,0.022402,3
AJR30089615-4-1,Assy,,,,0.098389,6
AJR30089616-4-1,Assy,,,,0.033782,4
AJR30089620,Assy,,,,0.110978,6
AJR30089621-1-1,Assy,,,,0.089385,3
AJR30095101,Assy,,,,0.146626,1
AJR30099601,Assy,,,,0.341604,4
AJR30101601-20-1,Assy,,,,0.432746,3
AJR30102201,Assy,,,,0.145635,6
AJR30102601,Assy,,,,0.612634,14
AJR30102602,Assy,,,,0.155837,3
AJR30103101,Assy,,,,0.066068,3
AJR30103102,Assy,,,,0.065725,3
AJR30103201,Assy,,,,0.164985,6
AJR30103203,Assy,,,,0.151072,5
AJR30103301,Assy,,,,0.105134,4
AJR30103401,Assy,,,,0.021449,2
AJR30103402,Assy,,,,0.040533,1
AJR30105801,Assy,,,,0.064005,6
AJR30106101-16-1,Assy,,,,0.357689,19
AJR30107701-3-1,Assy,,,,0.211526,5
AJR30107702-3-1,Assy,,,,0.211526,5
AJR30116401,Assy,,,,0.020189,1
AJR30116701,Assy,,,,0.335356,5
AJR30117302,Assy,,,,0.441889,7
AJR30117401-12-1,Assy,,,,0.016577,2
AJR30120401,Assy,,,,0.031884,2
AJR30120801,Assy,,,,0.010689,1
AJR30123001,Assy,,,,0.023038,1
AJR30123401,Assy,,,,0.088102,2
AJR30125501-20-1,Assy,,,,0.293145,3
AJR30125505-20-1,Assy,,,,0.285575,3
AJR30125601,Assy,,,,0.194735,3
AJR30125603-20-1,Assy,,,,0.025751,2
AJR30133604,Assy,,,,0.29267,2
AJR30133702-4-1,Assy,,,,0.281183,6
AJR30133703-4-1,Assy,,,,0.354216,8
AJR30138203,Assy,,,,0.075527,1
AJR30140101,Assy,,,,0.035954,2
AJR30140103,Assy,,,,0.032229,2
AJR30140104,Assy,,,,0.030609,2
AJR30140105,Assy,,,,0.036439,2
AJR30140301,Assy,,,,0.021506,3
AJR30228801,Assy,,,,0.090519,5
AJR30228805,Assy,,,,0.011661,1
AJR30359401,Assy,,,,0.042462,4
AJR30359801,Assy,,,,0.006244,1
AJR30672501,Assy,,,,0.526331,2
AJR32486320,Assy,,,,0.071065,3
AJR32486326,Assy,,,,0.114181,6
AJR32563602,Assy,,,,0.102408,5
AJR328839,Assy,,,,0.04429,4
AJR32883906-3-1,Assy,,,,0.322474,5
AJR32883911-3-1,Assy,,,,0.267518,4
AJR34565827-1-1,Assy,,,,0.131358,7
AJR34739807,Assy,,,,0.123603,5
AJR34739811,Assy,,,,0.256113,5
AJR34739816-3-1,Assy,,,,0.242177,5
AJR34739818,Assy,,,,0.090269,3
AJR34739819,Assy,,,,0.093918,4
AJR34739820,Assy,,,,0.355689,7
AJR34739821,Assy,,,,0.069422,3
AJR34739824-3-1,Assy,,,,0.244695,5
AJR35563502,Assy,,,,0.602403,2
AJR35744503,Assy,,,,0.076405,4
AJR35938601,Assy,,,,0.196817,3
AJR36013006,Assy,,,,0.244455,3
AJR36013007,Assy,,,,0.397456,6
AJR36013008,Assy,,,,0.096171,2
AJR36089801,Assy,,,,0.056575,1
AJR36182706,Assy,,,,0.063132,4
AJR36388606-9-2,Assy,,,,0.17248,7
AJR36388617,Assy,,,,0.064855,2
