code,kind,phi,thick,length,copper_unit_kg,nparts
MJU62842321,부품,7.0,0.65,159.0,0.018435,
MJU62842322,부품,12.7,0.75,122.0,0.030714,
MJU62842616,부품,7.0,0.65,114.0,0.013217,
MJU62843508,부품,9.52,0.65,196.0,0.031743,
MJU62843702,부품,7.94,0.65,406.0,0.05404,
MJU62843801,부품,9.52,0.65,781.0,0.126485,
MJU62843803,부품,9.52,0.65,778.0,0.125999,
MJU62845830,부품,6.35,0.65,149.0,0.015507,
MJU62845831,부품,6.35,0.65,262.0,0.027267,
MJU62845832,부품,6.35,0.65,262.0,0.027267,
MJU62845843,부품,6.35,0.65,172.0,0.017901,
MJU62845844,부품,6.35,0.65,205.0,0.021335,
MJU62846706,부품,6.35,0.65,32.0,0.00333,
MJU62850612,부품,12.7,0.75,178.0,0.044813,
MJU62853103,부품,6.35,0.65,63.0,0.006557,
MJU62866303,부품,6.35,0.65,1020.0,0.106155,
MJU62866401,부품,7.94,0.65,63.0,0.008386,
MJU62866402,부품,6.35,0.65,63.0,0.006557,
MJU62868215,부품,12.7,0.75,388.0,0.097682,
MJU62907916,부품,9.52,0.65,65.0,0.010527,
MJU62907937,부품,7.94,0.65,65.0,0.008652,
MJU62909903,부품,6.35,0.9,700.0,0.096447,
MJU62911511,부품,15.88,0.75,1186.0,0.378039,
MJU62912101,부품,9.52,1.45,292.0,0.095979,
MJU62913101,부품,15.88,0.95,103.0,0.041037,
MJU62913104,부품,15.88,0.95,117.0,0.046614,
MJU62914401,부품,9.52,0.65,138.0,0.022349,
MJU62914501,부품,9.52,0.65,222.0,0.035954,
MJU62914601,부품,9.52,0.65,432.0,0.069964,
MJU62914602,부품,9.52,0.65,349.0,0.056522,
MJU62914901,부품,9.52,0.65,228.0,0.036925,
MJU62915001,부품,15.88,0.95,64.0,0.025499,
MJU62915002,부품,15.88,0.95,172.0,0.068527,
MJU62915101,부품,12.7,0.75,357.0,0.089877,
MJU62915301,부품,12.7,0.75,788.0,0.198384,
MJU62915302,부품,12.7,0.75,729.0,0.183531,
MJU62916122,부품,7.0,0.55,96.0,0.009566,
MJU62916123,부품,7.0,0.55,223.0,0.022222,
MJU62916124,부품,7.0,0.55,121.0,0.012058,
MJU62916125,부품,7.0,0.55,121.0,0.012058,
MJU62916126,부품,7.0,0.55,98.0,0.009766,
MJU62916127,부품,7.0,0.55,223.0,0.022222,
MJU62916128,부품,7.0,0.55,96.0,0.009566,
MJU62916401,부품,12.7,0.75,329.0,0.082828,
MJU62916402,부품,12.7,0.75,551.0,0.138718,
MJU62916403,부품,12.7,0.75,329.0,0.082828,
MJU62918101,부품,9.52,1.45,150.0,0.049304,
MJU62918102,부품,9.52,1.45,114.0,0.037471,
MJU62919025,부품,6.35,0.65,65.0,0.006765,
MJU62920501,부품,25.4,1.2,85.0,0.069337,
MJU62920506,부품,25.4,1.2,389.0,0.31732,
MJU62920507,부품,28.0,1.15,514.0,0.445817,
MJU62920508,부품,28.0,1.15,514.0,0.445817,
MJU62921203,부품,4.76,0.65,324.0,0.024314,
MJU62921204,부품,4.76,0.65,377.0,0.028291,
MJU62921209,부품,4.76,0.65,142.0,0.010656,
MJU62922101,부품,4.0,0.6,831.0,0.047619,
MJU62922102,부품,4.0,0.6,831.0,0.047619,
MJU62922103,부품,4.0,0.6,831.0,0.047619,
MJU62922104,부품,4.0,0.6,831.0,0.047619,
MJU62922105,부품,4.0,0.6,831.0,0.047619,
MJU62922106,부품,4.0,0.6,831.0,0.047619,
MJU62922107,부품,4.0,0.6,1031.0,0.05908,
MJU62922108,부품,4.0,0.6,1031.0,0.05908,
MJU62922109,부품,4.0,0.6,1031.0,0.05908,
MJU62922110,부품,4.0,0.6,1031.0,0.05908,
MJU62922111,부품,4.0,0.6,1328.0,0.076099,
MJU62922112,부품,4.0,0.6,1328.0,0.076099,
MJU62922113,부품,4.0,0.6,1328.0,0.076099,
MJU62922114,부품,4.0,0.6,1328.0,0.076099,
MJU62922201,부품,6.35,0.65,127.0,0.013217,
MJU62925701,부품,6.35,0.65,148.0,0.015403,
MJU62968701,부품,4.76,0.65,160.0,0.012007,
MJU62968801,부품,4.0,0.65,180.0,0.01101,
MJU62968901,부품,4.76,0.65,155.0,0.011632,
MJU62970702,부품,12.7,0.75,240.0,0.060422,
MJU62971101,부품,6.35,0.65,148.0,0.015403,
MJU62971201,부품,6.35,0.65,93.0,0.009679,
MJU62971601,부품,6.35,0.65,264.0,0.027475,
MJU62971802,부품,6.35,0.65,109.0,0.011344,
MJU62971901,부품,6.35,0.65,202.0,0.021023,
MJU62972002,부품,6.35,0.65,167.0,0.01738,
MJU62972102,부품,6.35,0.65,310.0,0.032263,
MJU62972201,부품,6.35,0.65,90.0,0.009367,
MJU62972301,부품,6.35,0.65,85.0,0.008846,
MJU62972401,부품,6.35,0.65,148.0,0.015403,
MJU62972501,부품,6.35,0.65,169.0,0.017588,
MJU62981406,부품,9.52,0.65,976.0,0.158066,
MJU62985701,부품,6.35,0.65,129.0,0.013425,
MJU62987401,부품,6.35,0.65,76.0,0.00791,
MJU62987402,부품,6.35,0.9,76.0,0.010471,
MJU62989201,부품,6.35,0.65,109.0,0.011344,
MJU62989202,부품,6.35,0.9,340.0,0.046846,
MJU62993517,부품,9.52,0.65,115.0,0.018625,
MJU62993518,부품,9.52,0.65,121.0,0.019596,
MJU62993519,부품,9.52,0.65,121.0,0.019596,
MJU62993520,부품,9.52,0.65,139.0,0.022511,
MJU62993521,부품,9.52,0.65,160.0,0.025912,
MJU62993522,부품,9.52,0.65,182.0,0.029475,
MJU62993523,부품,9.52,0.65,160.0,0.025912,
MJU62993524,부품,9.52,0.65,139.0,0.022511,
MJU62993602,부품,7.0,0.65,130.0,0.015072,
MJU62993603,부품,7.0,0.65,97.0,0.011246,
MJU62993604,부품,7.0,0.65,130.0,0.015072,
MJU62993606,부품,7.0,0.65,136.0,0.015768,
MJU62993607,부품,7.0,0.65,60.0,0.006956,
MJU62993610,부품,7.0,0.65,147.0,0.017043,
MJU62993701,부품,7.0,0.65,155.0,0.017971,
MJU62993702,부품,7.0,0.65,155.0,0.017971,
MJU62993703,부품,7.0,0.65,195.0,0.022609,
MJU62993704,부품,7.0,0.65,195.0,0.022609,
MJU62993705,부품,7.0,0.65,119.0,0.013797,
MJU62993706,부품,7.0,0.65,160.0,0.018551,
MJU62993707,부품,7.0,0.65,218.0,0.025275,
MJU62993708,부품,7.0,0.65,218.0,0.025275,
MJU62993709,부품,7.0,0.65,175.0,0.02029,
MJU62993710,부품,7.0,0.65,153.0,0.017739,
MJU62993711,부품,7.0,0.65,209.0,0.024232,
MJU62995503,부품,15.88,0.95,435.0,0.17331,
MJU62995504,부품,15.88,0.95,435.0,0.17331,
MJU62995506,부품,15.88,0.95,444.0,0.176896,
MJU62995507,부품,15.88,0.95,437.0,0.174107,
MJU62995603,부품,15.88,0.95,276.0,0.109962,
MJU63000101,부품,4.76,0.65,50.0,0.003752,
MJU63000401,부품,6.35,0.65,127.0,0.013217,
MJU63000402,부품,6.35,0.65,99.0,0.010303,
MJU63000403,부품,6.35,0.65,139.0,0.014466,
MJU63001001,부품,15.88,0.95,356.0,0.141836,
MJU63001002,부품,15.88,0.95,408.0,0.162553,
MJU63001003,부품,15.88,0.95,408.0,0.162553,
MJU63001004,부품,15.88,0.95,453.0,0.180482,
MJU63003801,부품,15.88,0.95,513.0,0.204387,
MJU63003901,부품,15.88,0.95,180.0,0.071715,
MJU63003902,부품,15.88,0.95,199.0,0.079284,
MJU63004102,부품,12.7,0.75,137.0,0.034491,
MJU63004204,부품,12.7,0.75,317.0,0.079807,
MJU63004205,부품,12.7,0.75,335.0,0.084338,
MJU63004212,부품,15.88,0.95,740.0,0.294827,
MJU63004402,부품,12.7,0.75,108.0,0.02719,
MJU63004501,부품,6.35,0.65,130.0,0.01353,
MJU63006301,부품,7.94,0.65,130.0,0.017304,
MJU63006801,부품,7.94,0.65,603.0,0.080262,
MJU63006901,부품,12.7,0.75,682.0,0.171698,
MJU63009001,부품,6.35,0.65,939.0,0.097725,
MJU63009002,부품,6.35,0.65,1035.0,0.107716,
MJU63009003,부품,6.35,0.65,994.0,0.103449,
MJU63009004,부품,6.35,0.65,900.0,0.093666,
MJU63009601,부품,15.88,0.95,76.0,0.03028,
MJU63010004,부품,7.0,0.65,112.0,0.012985,
MJU63010005,부품,7.0,0.65,118.0,0.013681,
MJU63010006,부품,7.0,0.65,134.0,0.015536,
MJU63010008,부품,7.0,0.65,88.0,0.010203,
MJU63010009,부품,7.0,0.65,99.0,0.011478,
MJU63016603,부품,6.35,0.65,83.0,0.008638,
MJU63016605,부품,6.35,0.65,96.0,0.009991,
MJU63016608,부품,9.52,1.45,55.0,0.018078,
MJU63016612,부품,6.35,0.65,234.0,0.024353,
MJU63016801,부품,22.22,1.15,533.0,0.362778,
MJU63016802,부품,22.22,1.15,717.0,0.488015,
MJU63016804,부품,22.22,1.15,591.0,0.402255,
MJU63016812,부품,22.22,1.15,782.0,0.532256,
MJU63016813,부품,28.0,1.15,429.0,0.372093,
MJU63016814,부품,28.0,1.15,515.0,0.446685,
MJU63016815,부품,28.0,1.15,540.0,0.468368,
MJU63018802,부품,6.35,0.65,181.0,0.018837,
MJU63018901,부품,6.35,0.65,171.0,0.017797,
MJU63019001,부품,6.35,0.65,116.0,0.012073,
MJU63019101,부품,6.35,0.65,123.0,0.012801,
MJU63022701,부품,19.05,0.95,478.0,0.230878,
MJU63031804,부품,9.52,0.65,713.0,0.115472,
MJU63031904,부품,15.88,0.95,673.0,0.268133,
MJU63032102,부품,7.94,0.65,95.0,0.012645,
MJU63032104,부품,7.94,0.65,140.0,0.018635,
MJU63032110,부품,6.35,0.65,134.0,0.013946,
MJU63032118,부품,6.35,0.65,64.0,0.006661,
MJU63032119,부품,6.35,0.65,72.0,0.007493,
MJU63032702,부품,19.05,0.95,240.0,0.115922,
MJU63032703,부품,19.05,0.95,718.0,0.346799,
MJU63032704,부품,19.05,0.95,698.0,0.337139,
MJU63032705,부품,19.05,0.95,531.0,0.256477,
MJU63032706,부품,19.05,0.95,758.0,0.36612,
MJU63037001,부품,12.7,0.75,99.0,0.024924,
MJU63037903,부품,7.94,0.65,166.0,0.022095,
MJU63037904,부품,7.94,0.65,53.0,0.007055,
MJU63048002,부품,9.52,0.65,997.0,0.161467,
MJU63048003,부품,9.52,0.65,259.0,0.041946,
MJU63048004,부품,9.52,0.65,42.0,0.006802,
MJU63048005,부품,9.52,0.65,539.0,0.087293,
MJU63048501,부품,6.35,0.65,380.0,0.039548,
MJU63048504,부품,6.35,0.65,380.0,0.039548,
MJU63048704,부품,9.52,0.65,216.0,0.034982,
MJU63048901,부품,6.35,0.65,195.0,0.020294,
MJU63052501,부품,15.88,0.95,1190.0,0.474113,
MJU63054803,부품,6.35,0.65,265.0,0.027579,
MJU63054804,부품,6.35,0.65,296.0,0.030806,
MJU63057001,부품,6.35,0.65,140.0,0.01457,
MJU63057002,부품,6.35,0.65,162.0,0.01686,
MJU63057004,부품,6.35,0.65,182.0,0.018941,
MJU63057005,부품,6.35,0.65,193.0,0.020086,
MJU63057301,부품,9.52,0.65,208.0,0.033686,
MJU63057302,부품,9.52,0.65,208.0,0.033686,
MJU63057401,부품,19.05,0.95,67.0,0.032362,
MJU63057703,부품,9.52,0.65,407.0,0.065915,
MJU63057803,부품,9.52,0.65,148.0,0.023969,
MJU63058013,부품,12.7,0.75,371.0,0.093402,
MJU63058301,부품,7.0,0.65,110.0,0.012754,
MJU63058302,부품,7.0,0.65,106.0,0.01229,
MJU63058303,부품,7.0,0.65,103.0,0.011942,
MJU63058304,부품,7.0,0.65,106.0,0.01229,
MJU63058305,부품,7.0,0.65,110.0,0.012754,
MJU63060001,부품,9.52,0.65,498.0,0.080653,
MJU63060002,부품,9.52,0.65,484.0,0.078385,
MJU63067406,부품,9.52,0.65,294.0,0.047614,
MJU63067506,부품,9.52,0.65,209.0,0.033848,
MJU63071001,부품,6.35,0.65,81.0,0.00843,
MJU63071101,부품,6.35,0.65,62.0,0.006453,
MJU63071103,부품,6.35,0.65,40.0,0.004163,
MJU63071106,부품,6.35,0.65,120.0,0.012489,
MJU63071107,부품,6.35,0.65,142.0,0.014778,
MJU63071302,부품,9.52,0.65,244.0,0.039517,
MJU63071303,부품,9.52,0.65,250.0,0.040488,
MJU63071304,부품,9.52,0.65,60.0,0.009717,
MJU63073601,부품,6.35,0.65,389.0,0.040485,
MJU63073602,부품,6.35,0.65,198.0,0.020607,
MJU63073605,부품,9.52,0.65,330.0,0.053444,
MJU63073606,부품,9.52,0.65,70.0,0.011337,
MJU63076101,부품,6.35,0.65,131.0,0.013634,
MJU63076102,부품,6.35,0.65,131.0,0.013634,
MJU63076201,부품,6.35,0.65,179.0,0.018629,
MJU63076202,부품,6.35,0.65,191.0,0.019878,
MJU63076301,부품,6.35,0.65,187.0,0.019462,
MJU63076401,부품,6.35,0.65,117.0,0.012177,
MJU63076501,부품,6.35,0.65,189.0,0.01967,
MJU63076601,부품,9.52,0.65,195.0,0.031581,
MJU63076701,부품,6.35,0.65,106.0,0.011032,
MJU63076702,부품,9.52,0.65,105.0,0.017005,
MJU63076801,부품,6.35,0.65,182.0,0.018941,
MJU63076802,부품,9.52,0.65,185.0,0.029961,
MJU63082505,부품,9.52,0.65,94.0,0.015224,
MJU63083101,부품,15.88,0.95,114.0,0.045419,
MJU63083201,부품,15.88,0.95,499.0,0.198809,
MJU63083202,부품,15.88,0.95,499.0,0.198809,
MJU63083301,부품,9.52,0.65,330.0,0.053444,
MJU63083302,부품,9.52,0.65,381.0,0.061704,
MJU63083401,부품,9.52,1.45,343.0,0.112742,
MJU63083601,부품,9.52,0.65,127.0,0.020568,
MJU63083701,부품,9.52,0.65,115.0,0.018625,
MJU63085301,부품,6.35,0.65,176.0,0.018317,
MJU63085302,부품,6.35,0.65,183.0,0.019045,
MJU63085303,부품,6.35,0.65,230.0,0.023937,
MJU63085304,부품,6.35,0.65,206.0,0.021439,
MJU63085307,부품,6.35,0.65,99.0,0.010303,
MJU63087301,부품,15.88,0.95,1044.0,0.415945,
MJU63087401,부품,12.7,0.75,252.0,0.063443,
MJU63088211,부품,9.52,0.65,216.0,0.034982,
MJU63088212,부품,7.94,0.65,419.0,0.055771,
MJU63089401,부품,9.52,0.65,663.0,0.107375,
MJU63089410,부품,9.52,0.65,618.0,0.100087,
MJU63089411,부품,12.7,0.75,665.0,0.167418,
MJU63089412,부품,9.52,0.65,341.0,0.055226,
MJU63089413,부품,12.7,0.75,335.0,0.084338,
MJU63089414,부품,12.7,0.75,231.0,0.058156,
MJU63125203,부품,12.7,0.75,134.0,0.033735,
MJU63156703,부품,9.52,0.65,315.0,0.051015,
MJU63156802,부품,12.7,0.75,174.0,0.043806,
MJU63156816,부품,12.7,0.75,496.0,0.124871,
MJU63156903,부품,6.35,0.65,87.0,0.009054,
MJU63160502,부품,9.52,0.65,60.0,0.009717,
MJU63160507,부품,9.52,0.65,110.0,0.017815,
MJU63208001,부품,9.52,0.65,235.0,0.038059,
MJU63208002,부품,12.7,0.75,262.0,0.06596,
MJU63208003,부품,12.7,0.75,262.0,0.06596,
MJU63208004,부품,12.7,0.75,181.0,0.045568,
MJU63208005,부품,12.7,0.75,179.0,0.045064,
MJU63208101,부품,7.0,0.65,172.0,0.019942,
MJU63208102,부품,7.0,0.65,98.0,0.011362,
MJU63208104,부품,7.0,0.65,91.0,0.010551,
MJU63208105,부품,7.0,0.65,138.0,0.016,
MJU63208106,부품,7.0,0.65,108.0,0.012522,
MJU63209803,부품,12.7,0.75,655.0,0.164901,
MJU63209804,부품,12.7,0.75,711.0,0.178999,
MJU63209818,부품,12.7,0.75,476.0,0.119836,
MJU63215901,부품,7.94,0.65,114.0,0.015174,
MJU63215902,부품,7.94,0.65,195.0,0.025955,
MJU63230304,부품,6.35,0.65,105.0,0.010928,
MJU63230601,부품,6.35,0.65,219.0,0.022792,
MJU63230602,부품,6.35,0.65,219.0,0.022792,
MJU63230603,부품,6.35,0.65,282.0,0.029349,
MJU63231205,부품,6.35,0.65,164.0,0.017068,
MJU63287701,부품,6.35,0.65,209.0,0.021751,
MJU63294810,부품,12.7,0.75,603.0,0.151809,
MJU63299902,부품,9.52,0.65,298.0,0.048262,
MJU63305414,부품,9.52,0.65,180.0,0.029152,
MJU63308301,부품,6.35,0.65,297.0,0.03091,
MJU63308302,부품,6.35,0.65,269.0,0.027996,
MJU63308303,부품,6.35,0.65,340.0,0.035385,
MJU63308304,부품,6.35,0.65,227.0,0.023625,
MJU63308305,부품,6.35,0.65,185.0,0.019254,
MJU63314501,부품,6.35,0.65,119.0,0.012385,
MJU63315201,부품,12.7,0.75,394.0,0.099192,
MJU63315202,부품,12.7,0.75,381.0,0.095919,
MJU63318402,부품,15.88,0.95,385.0,0.15339,
MJU63318406,부품,12.7,0.75,703.0,0.176985,
MJU63318407,부품,9.52,0.65,479.0,0.077575,
MJU63318408,부품,9.52,0.65,335.0,0.054254,
MJU63318409,부품,6.35,0.9,480.0,0.066135,
MJU63329001,부품,6.35,0.65,289.0,0.030077,
MJU63329101,부품,6.35,0.65,329.0,0.03424,
MJU63335901,부품,6.35,0.65,42.0,0.004371,
MJU63336501,부품,12.7,0.75,556.0,0.139977,
MJU63336502,부품,12.7,0.75,740.0,0.1863,
MJU63337501,부품,7.0,0.65,112.0,0.012985,
MJU63339935,부품,6.35,0.65,311.0,0.032367,
MJU63339936,부품,6.35,0.65,311.0,0.032367,
MJU63339937,부품,6.35,0.65,112.0,0.011656,
MJU63339938,부품,6.35,0.65,269.0,0.027996,
MJU63353309,부품,9.52,0.65,118.0,0.01911,
MJU63354602,부품,7.94,0.65,52.0,0.006921,
MJU63355501,부품,6.35,0.65,116.0,0.012073,
MJU63355502,부품,6.35,0.65,110.0,0.011448,
MJU63358401,부품,9.52,0.65,303.0,0.049072,
MJU63358402,부품,9.52,0.65,247.0,0.040002,
MJU63358405,부품,12.7,0.75,107.0,0.026938,
MJU63369615,부품,6.35,0.55,60.0,0.005376,
MJU63369631,부품,6.35,0.55,95.0,0.008513,
MJU63390101,부품,6.35,0.65,177.0,0.018421,
MJU63390102,부품,6.35,0.65,205.0,0.021335,
MJU63390103,부품,6.35,0.65,293.0,0.030494,
MJU63390104,부품,6.35,0.65,311.0,0.032367,
MJU63390105,부품,6.35,0.65,342.0,0.035593,
MJU63390106,부품,6.35,0.65,390.0,0.040589,
MJU63390107,부품,4.76,0.65,305.0,0.022888,
MJU63390108,부품,6.35,0.65,113.0,0.01176,
MJU63406104,부품,9.52,0.65,59.0,0.009555,
MJU63406904,부품,12.7,0.75,900.0,0.226581,
MJU63406913,부품,9.52,0.65,913.0,0.147863,
MJU63406917,부품,6.35,0.65,216.0,0.02248,
MJU63406920,부품,9.52,0.65,210.0,0.03401,
MJU63406922,부품,12.7,0.75,201.0,0.050603,
MJU63406929,부품,7.94,0.65,130.0,0.017304,
MJU63406931,부품,9.52,0.65,167.0,0.027046,
MJU63406932,부품,12.7,0.75,203.0,0.051107,
MJU63406939,부품,9.52,0.65,145.0,0.023483,
MJU63406940,부품,9.52,0.65,88.0,0.014252,
MJU63406941,부품,12.7,0.75,239.0,0.06017,
MJU63407202,부품,5.0,0.65,92.0,0.007307,
MJU63407203,부품,5.0,0.65,97.0,0.007704,
MJU63407204,부품,5.0,0.65,174.0,0.01382,
MJU63407205,부품,5.0,0.65,131.0,0.010405,
MJU63407211,부품,5.0,0.65,127.0,0.010087,
MJU63407212,부품,5.0,0.65,127.0,0.010087,
MJU63407216,부품,5.0,0.65,58.0,0.004607,
MJU63407304,부품,6.35,0.9,186.0,0.025627,
MJU63407306,부품,6.35,0.85,61.0,0.008011,
MJU63407307,부품,6.35,0.9,258.0,0.035548,
MJU63408302,부품,7.0,0.65,153.0,0.017739,
MJU63429401,부품,7.0,0.65,115.0,0.013333,
MJU63429402,부품,7.0,0.65,99.0,0.011478,
MJU63429403,부품,7.0,0.65,92.0,0.010667,
MJU63429404,부품,7.0,0.65,99.0,0.011478,
MJU63429405,부품,7.0,0.65,115.0,0.013333,
MJU63429501,부품,12.7,0.75,392.0,0.098689,
MJU63429801,부품,9.52,1.45,211.0,0.069355,
MJU63431001,부품,9.52,0.65,74.0,0.011985,
MJU63431101,부품,9.52,0.65,110.0,0.017815,
MJU63433005,부품,9.52,0.65,90.0,0.014576,
MJU63435001,부품,6.35,0.65,299.0,0.031118,
MJU63436501,부품,6.35,0.65,170.0,0.017692,
MJU63436601,부품,9.52,1.45,300.0,0.098609,
MJU63436902,부품,7.94,0.65,875.0,0.116466,
MJU63437401,부품,6.35,0.65,166.0,0.017276,
MJU63447303,부품,9.52,0.65,228.0,0.036925,
MJU63447304,부품,9.52,0.65,150.0,0.024293,
MJU63467003,부품,9.52,0.65,625.0,0.101221,
MJU63467004,부품,9.52,0.65,183.0,0.029637,
MJU63467006,부품,9.52,0.65,484.0,0.078385,
MJU63467701,부품,9.52,0.65,270.0,0.043727,
MJU63470301,부품,19.05,0.95,265.0,0.127997,
MJU63470302,부품,19.05,0.95,300.0,0.144902,
MJU63470901,부품,9.52,0.65,451.0,0.073041,
MJU63470903,부품,9.52,0.65,117.0,0.018948,
MJU63470904,부품,15.88,0.95,307.0,0.122313,
MJU63478301,부품,15.88,0.95,410.0,0.16335,
MJU63478401,부품,9.52,0.65,421.0,0.068182,
MJU63479101,부품,6.35,0.65,115.0,0.011968,
MJU63479106,부품,6.35,0.65,159.0,0.016548,
MJU63479107,부품,6.35,0.65,177.0,0.018421,
MJU63479112,부품,9.52,1.45,205.0,0.067383,
MJU63479301,부품,6.35,0.65,896.0,0.09325,
MJU63479302,부품,9.52,0.65,55.0,0.008907,
MJU63480401,부품,4.76,0.65,104.0,0.007804,
MJU63480402,부품,4.76,0.65,138.0,0.010356,
MJU63482201,부품,6.35,0.65,160.0,0.016652,
MJU63482301,부품,6.35,0.65,130.0,0.01353,
MJU63482401,부품,6.35,0.65,144.0,0.014987,
MJU63482501,부품,6.35,0.65,127.0,0.013217,
MJU63483405,부품,4.76,0.65,337.0,0.025289,
MJU63483406,부품,4.76,0.65,287.0,0.021537,
MJU63483407,부품,4.76,0.65,127.0,0.00953,
MJU63483408,부품,4.76,0.65,155.0,0.011632,
MJU63483902,부품,9.52,0.65,148.0,0.023969,
MJU63485402,부품,7.0,0.65,80.0,0.009275,
MJU63490708,부품,7.94,0.65,99.0,0.013177,
MJU63490709,부품,6.35,0.65,168.0,0.017484,
MJU63490710,부품,6.35,0.65,63.0,0.006557,
MJU63490711,부품,6.35,0.65,73.0,0.007597,
MJU63491101,부품,7.0,0.65,102.0,0.011826,
MJU63491102,부품,7.0,0.65,97.0,0.011246,
MJU63491103,부품,7.0,0.65,116.0,0.013449,
MJU63491105,부품,7.0,0.65,137.0,0.015884,
MJU63494201,부품,15.88,0.95,132.0,0.052591,
MJU63494301,부품,12.7,0.75,370.0,0.09315,
MJU63494302,부품,12.7,0.75,252.0,0.063443,
MJU63497608,부품,7.0,0.65,57.0,0.006609,
MJU63499301,부품,9.52,1.45,448.0,0.147255,
MJU63500801,부품,6.35,0.65,356.0,0.03705,
MJU63501403,부품,15.88,0.95,263.0,0.104783,
MJU63501512,부품,9.52,0.65,241.0,0.039031,
MJU63501513,부품,9.52,0.65,133.0,0.02154,
MJU63501514,부품,9.52,0.65,133.0,0.02154,
MJU63507801,부품,6.35,0.65,447.0,0.046521,
MJU63507901,부품,6.35,0.65,141.0,0.014674,
MJU63509602,부품,9.52,0.65,282.0,0.045671,
MJU63509811,부품,15.88,0.95,467.0,0.18606,
MJU63509916,부품,5.0,0.65,102.0,0.008101,
MJU63509917,부품,5.0,0.65,95.0,0.007545,
MJU63509918,부품,5.0,0.65,87.0,0.00691,
MJU63509919,부품,5.0,0.65,85.0,0.006751,
MJU63509920,부품,5.0,0.65,87.0,0.00691,
MJU63510701,부품,4.76,0.65,243.0,0.018235,
MJU63510702,부품,4.76,0.65,208.0,0.015609,
MJU63514201,부품,12.7,0.75,233.0,0.058659,
MJU63526201,부품,4.76,0.65,202.0,0.015159,
MJU63526202,부품,4.76,0.65,225.0,0.016885,
MJU63526203,부품,4.76,0.65,235.0,0.017635,
MJU63526204,부품,4.76,0.65,235.0,0.017635,
MJU63526205,부품,4.76,0.65,235.0,0.017635,
MJU63526206,부품,4.76,0.65,279.0,0.020937,
MJU63548417,부품,4.76,0.65,205.0,0.015384,
MJU63548418,부품,4.76,0.65,302.0,0.022663,
MJU63548419,부품,4.76,0.65,308.0,0.023113,
MJU63548430,부품,4.76,0.55,286.0,0.018602,
MJU63548431,부품,4.76,0.55,288.0,0.018732,
MJU63548432,부품,4.76,0.55,201.0,0.013074,
MJU63548433,부품,4.76,0.65,286.0,0.021462,
MJU63548434,부품,4.76,0.65,288.0,0.021612,
MJU63548435,부품,4.76,0.65,201.0,0.015084,
MJU63612304,부품,12.7,0.75,928.0,0.23363,
MJU63612307,부품,12.7,0.75,923.0,0.232371,
MJU63612308,부품,12.7,0.75,570.0,0.143501,
MJU63612309,부품,12.7,0.75,834.0,0.209965,
MJU63612311,부품,15.88,0.95,555.0,0.22112,
MJU63612312,부품,12.7,0.75,684.0,0.172202,
MJU63612402,부품,12.7,0.75,215.0,0.054128,
MJU63614801,부품,12.7,0.75,67.0,0.016868,
MJU63614904,부품,12.7,0.75,154.0,0.038771,
MJU63616501,부품,6.35,0.65,83.0,0.008638,
MJU63616504,부품,6.35,0.65,65.0,0.006765,
MJU63616505,부품,6.35,0.65,270.0,0.0281,
MJU63616601,부품,6.35,0.65,287.0,0.029869,
MJU63616702,부품,12.7,0.75,171.0,0.04305,
MJU63616802,부품,9.52,0.7,230.0,0.039888,
MJU63616901,부품,9.52,0.65,51.0,0.00826,
MJU63617301,부품,9.52,1.45,400.0,0.131478,
MJU63617901,부품,6.35,0.65,294.0,0.030598,
MJU63618102,부품,15.88,0.95,388.0,0.154585,
MJU63619706,부품,9.52,0.65,185.0,0.029961,
MJU63619710,부품,9.52,0.65,169.0,0.02737,
MJU63619711,부품,9.52,0.65,62.0,0.010041,
MJU63626311,부품,6.35,0.65,63.0,0.006557,
MJU63626322,부품,6.35,0.55,242.0,0.021685,
MJU63626323,부품,6.35,0.55,226.0,0.020251,
MJU63626324,부품,6.35,0.55,254.0,0.02276,
MJU63626329,부품,6.35,0.65,224.0,0.023312,
MJU63626330,부품,6.35,0.65,212.0,0.022064,
MJU63626331,부품,6.35,0.65,244.0,0.025394,
MJU63641023,부품,9.52,0.65,112.0,0.018139,
MJU63648301,부품,7.0,0.65,162.0,0.018783,
MJU63648302,부품,7.0,0.65,190.0,0.022029,
MJU63648303,부품,7.0,0.65,167.0,0.019362,
MJU63648304,부품,7.0,0.65,180.0,0.020869,
MJU63648401,부품,6.35,0.9,190.0,0.026178,
MJU63650504,부품,12.7,0.75,258.0,0.064953,
MJU63650602,부품,12.7,0.75,265.0,0.066716,
MJU63650701,부품,12.7,0.75,120.0,0.030211,
MJU63650902,부품,12.7,0.75,526.0,0.132424,
MJU63650903,부품,6.35,0.65,66.0,0.006869,
MJU63650904-19-1,부품,4.76,0.65,269.0,0.020186,
MJU63650905,부품,4.76,0.65,190.0,0.014258,
MJU63650908,부품,12.7,0.75,762.0,0.191839,
MJU63650909,부품,12.7,0.75,656.0,0.165152,
MJU63650910,부품,9.52,0.65,1140.0,0.184626,
MJU63650911,부품,15.88,0.95,1088.0,0.433475,
MJU63650912,부품,12.7,0.75,496.0,0.124871,
MJU63650913,부품,7.94,0.65,70.0,0.009317,
MJU63650915,부품,9.52,0.65,58.0,0.009393,
MJU63651002,부품,9.52,0.65,63.0,0.010203,
MJU63651004,부품,9.52,0.65,498.0,0.080653,
