협력사,품번,품명,metal,DxTxL
중앙정밀,MJU66968102,"Tube,Connector",고강도,6.35x0.55x220.0
케이비,5210A22520B,"Tube,Connector",CU,6.35x0.9x71.0
케이비,5210A23376A,"Tube,Connector",CU,9.52x1.45x69.0
케이비,5210A26795A,"Tube,Connector",CU,6.35x0.7x110.0
케이비,5210A26795B,"Tube,Connector",CU,6.35x0.7x97.0
케이비,5210A26795C,"Tube,Connector",CU,6.35x0.7x81.0
케이비,5210A26795D,"Tube,Connector",CU,6.35x0.7x90.0
케이비,5210A26795E,"Tube,Connector",CU,6.35x0.7x98.0
케이비,5210A26795F,"Tube,Connector",CU,6.35x0.7x106.0
케이비,5210A26860A,"Tube,Connector",CU,6.35x0.7x134.0
케이비,5210A26861A,"Tube,Connector",CU,6.35x0.7x109.0
케이비,5210A26862A,"Tube,Connector",CU,6.35x0.7x115.0
케이비,5210A26863A,"Tube,Connector",CU,6.35x0.7x136.0
케이비,5210A26864A,"Tube,Connector",CU,6.35x0.7x97.0
케이비,5210A31624A,"Tube,Connector",CU,4.76x0.7x128.0
케이비,5210A31625A,"Tube,Connector",CU,4.76x0.7x73.0
케이비,5210A31626A,"Tube,Connector",CU,4.76x0.7x104.0
케이비,5210A31627A,"Tube,Connector",CU,4.76x0.7x203.0
케이비,MJU00695801,"Tube,Connector",CU,9.52x1.45x305.0
케이비,MJU00697601,"Tube,Connector",CU,9.52x1.45x288.0
케이비,MJU00698701,"Tube,Connector",CU,6.35x0.9x224.0
케이비,MJU00698901,"Tube,Connector",CU,9.52x1.45x103.0
케이비,MJU00699101,"Tube,Connector",CU,9.52x1.45x201.0
케이비,MJU00702203,"Tube,Connector",CU,9.52x0.7x447.0
케이비,MJU00702204,"Tube,Connector",CU,15.88x1.0x239.0
케이비,MJU00702501,"Tube,Connector",CU,7.0x0.7x369.0
케이비,MJU00702502,"Tube,Connector",CU,7.0x0.7x369.0
케이비,MJU00722805,"Tube,Connector",CU,9.52x0.7x252.0
케이비,MJU00722808,"Tube,Connector",CU,15.88x1.0x639.0
케이비,MJU00722811,"Tube,Connector",CU,12.7x0.8x738.0
케이비,MJU00722812,"Tube,Connector",CU,15.88x1.0x303.0
케이비,MJU00722813,"Tube,Connector",CU,15.88x1.0x80.2
케이비,MJU00722814,"Tube,Connector",CU,15.88x1.0x326.0
케이비,MJU00732401,"Tube,Connector",CU,5.0x0.7x148.0
케이비,MJU00732801,"Tube,Connector",CU,12.7x0.8x832.0
케이비,MJU00732901,"Tube,Connector",CU,9.52x0.7x530.0
케이비,MJU00734301,"Tube,Connector",CU,12.7x0.8x835.0
케이비,MJU00734401,"Tube,Connector",CU,9.52x0.7x631.0
케이비,MJU00743301,"Tube,Connector",CU,12.7x0.8x296.0
케이비,MJU00743601,"Tube,Connector",CU,12.7x0.8x136.0
케이비,MJU00788302,"Tube,Connector",CU,6.35x0.7x47.0
케이비,MJU00788303,"Tube,Connector",CU,6.35x0.7x59.0
케이비,MJU00788304,"Tube,Connector",CU,6.35x0.7x97.0
케이비,MJU00788305,"Tube,Connector",CU,6.35x0.7x89.0
케이비,MJU00788401,"Tube,Connector",CU,4.76x0.7x125.0
케이비,MJU00788402,"Tube,Connector",CU,4.76x0.7x200.0
케이비,MJU00788403,"Tube,Connector",CU,4.76x0.7x125.0
케이비,MJU00788404,"Tube,Connector",CU,4.76x0.7x176.0
케이비,MJU00788405,"Tube,Connector",CU,4.76x0.7x171.0
케이비,MJU30588601,"Tube,Connector",CU,4.76x0.7x118.0
케이비,MJU30588701,"Tube,Connector",CU,4.76x0.7x78.0
케이비,MJU30588801,"Tube,Connector",CU,4.76x0.7x104.0
케이비,MJU30588901,"Tube,Connector",CU,4.76x0.7x58.0
케이비,MJU30589001,"Tube,Connector",CU,9.52x0.7x213.0
케이비,MJU37361117,"Tube,Connector",CU,6.35x0.7x284.0
케이비,MJU37361316,"Tube,Connector",CU,9.52x0.7x177.0
케이비,MJU37361317,"Tube,Connector",CU,9.52x0.7x154.0
케이비,MJU37361320,"Tube,Connector",CU,9.52x0.7x130.0
케이비,MJU37361321,"Tube,Connector",CU,9.52x0.7x321.0
케이비,MJU37499501,"Tube,Connector",CU,7.0x0.7x91.0
케이비,MJU38274201,"Tube,Connector",CU,7.0x0.7x94.0
케이비,MJU38274202,"Tube,Connector",CU,7.0x0.7x101.0
케이비,MJU38274203,"Tube,Connector",CU,7.0x0.7x96.0
케이비,MJU38274204,"Tube,Connector",CU,7.0x0.7x96.0
케이비,MJU41942216,"Tube,Connector",CU,19.05x1.0x1286.0
케이비,MJU42239001,"Tube,Connector",CU,9.52x1.45x258.0
케이비,MJU42239004,"Tube,Connector",CU,9.52x1.45x440.0
케이비,MJU42948301,"Tube,Connector",CU,7.0x0.7x60.0
케이비,MJU47213201,"Tube,Connector",CU,9.52x1.45x53.0
케이비,MJU57271806,"Tube,Connector",CU,5.0x0.7x65.0
케이비,MJU60436406,"Tube,Connector",CU,12.7x0.8x118.0
케이비,MJU60436412,"Tube,Connector",CU,12.7x0.8x336.0
케이비,MJU60436413,"Tube,Connector",CU,12.7x0.8x113.0
케이비,MJU60436608,"Tube,Connector",CU,12.7x0.8x473.0
케이비,MJU60436609,"Tube,Connector",CU,12.7x0.8x753.0
케이비,MJU60436625,"Tube,Connector",CU,12.7x0.8x405.0
케이비,MJU60436626,"Tube,Connector",CU,12.7x0.8x820.0
케이비,MJU61356001,"Tube,Connector",CU,6.35x0.7x468.0
케이비,MJU61722001,"Tube,Connector",CU,6.35x0.7x93.0
케이비,MJU61722101,"Tube,Connector",CU,4.76x0.7x100.0
케이비,MJU61884601,"Tube,Connector",CU,6.35x0.7x129.0
케이비,MJU61940004,"Tube,Connector",CU,9.52x1.45x106.0
케이비,MJU61940701,"Tube,Connector",CU,9.52x0.7x85.0
케이비,MJU61942801,"Tube,Connector",CU,6.35x0.7x35.0
케이비,MJU61942901,"Tube,Connector",CU,9.52x0.7x149.0
케이비,MJU61949501,"Tube,Connector",CU,5.0x0.7x287.0
케이비,MJU61949502,"Tube,Connector",CU,5.0x0.7x297.0
케이비,MJU61987003,"Tube,Connector",CU,19.05x1.0x455.0
케이비,MJU62066801,"Tube,Connector",CU,9.52x0.7x206.0
케이비,MJU62287006,"Tube,Connector",CU,15.88x1.0x354.0
케이비,MJU62287008,"Tube,Connector",CU,15.88x1.0x368.0
케이비,MJU62360301,"Tube,Connector",CU,4.76x0.7x389.0
케이비,MJU62360401,"Tube,Connector",CU,4.76x0.7x380.0
케이비,MJU62360501,"Tube,Connector",CU,4.76x0.7x380.0
케이비,MJU62360601,"Tube,Connector",CU,4.76x0.7x397.0
케이비,MJU62390701,"Tube,Connector",CU,15.88x1.0x206.0
케이비,MJU62393501,"Tube,Connector",CU,4.76x0.7x386.0
케이비,MJU62393601,"Tube,Connector",CU,4.76x0.7x390.0
케이비,MJU62393806,"Tube,Connector",CU,9.52x0.7x535.0
케이비,MJU62406601,"Tube,Connector",CU,9.52x1.45x48.0
케이비,MJU62406703,"Tube,Connector",CU,6.35x0.7x134.0
케이비,MJU62692001,"Tube,Connector",CU,9.52x1.45x180.0
케이비,MJU62792001,"Tube,Connector",CU,12.7x0.8x346.0
케이비,MJU62792003,"Tube,Connector",CU,12.7x0.8x377.0
케이비,MJU62792301,"Tube,Connector",CU,15.88x1.0x229.0
케이비,MJU62792304,"Tube,Connector",CU,15.88x1.0x247.0
케이비,MJU62841603,"Tube,Connector",CU,12.7x0.8x96.0
케이비,MJU62866401,"Tube,Connector",CU,7.94x0.7x62.0
케이비,MJU62866402,"Tube,Connector",CU,6.35x0.7x62.0
케이비,MJU62912101,"Tube,Connector",CU,9.52x1.45x282.0
케이비,MJU62915301,"Tube,Connector",CU,12.7x0.8x791.0
케이비,MJU62915302,"Tube,Connector",CU,12.7x0.8x733.0
케이비,MJU62922201,"Tube,Connector",CU,6.35x0.7x130.0
케이비,MJU62987402,"Tube,Connector",CU,6.35x0.9x75.0
케이비,MJU62989201,"Tube,Connector",CU,6.35x0.7x109.0
케이비,MJU62993607,"Tube,Connector",CU,7.0x0.7x63.0
케이비,MJU63009001,"Tube,Connector",CU,6.35x0.7x939.0
케이비,MJU63009002,"Tube,Connector",CU,6.35x0.7x1039.0
케이비,MJU63009004,"Tube,Connector",CU,6.35x0.7x899.0
케이비,MJU63010004,"Tube,Connector",CU,7.0x0.7x114.0
케이비,MJU63010005,"Tube,Connector",CU,7.0x0.7x120.0
케이비,MJU63010006,"Tube,Connector",CU,7.0x0.7x135.0
케이비,MJU63083401,"Tube,Connector",CU,9.52x1.45x349.0
케이비,MJU63083601,"Tube,Connector",CU,9.52x0.7x127.0
케이비,MJU63083701,"Tube,Connector",CU,9.52x0.7x115.0
케이비,MJU63208001,"Tube,Connector",CU,12.7x0.8x231.0
케이비,MJU63337501,"Tube,Connector",CU,7.0x0.7x114.0
케이비,MJU63406104,"Tube,Connector",CU,9.52x0.7x54.0
케이비,MJU63407306,"Tube,Connector",CU,6.35x0.9x62.0
케이비,MJU63429801,"Tube,Connector",CU,9.52x1.45x213.0
케이비,MJU63436601,"Tube,Connector",CU,9.52x1.45x300.0
케이비,MJU63447303,"Tube,Connector",CU,9.52x0.7x226.0
케이비,MJU63467701,"Tube,Connector",CU,9.52x0.7x268.0
케이비,MJU63479112,"Tube,Connector",CU,9.52x1.45x204.0
케이비,MJU63509602,"Tube,Connector",CU,9.52x0.7x270.0
케이비,MJU63509916,"Tube,Connector",CU,5.0x0.7x101.0
케이비,MJU63509917,"Tube,Connector",CU,5.0x0.7x94.0
케이비,MJU63509918,"Tube,Connector",CU,5.0x0.7x87.0
케이비,MJU63509919,"Tube,Connector",CU,5.0x0.7x86.0
케이비,MJU63509920,"Tube,Connector",CU,5.0x0.7x88.0
케이비,MJU63510701,"Tube,Connector",CU,4.76x0.7x245.0
케이비,MJU63510702,"Tube,Connector",CU,4.76x0.7x208.0
케이비,MJU63526201,"Tube,Connector",CU,4.76x0.7x172.0
케이비,MJU63526202,"Tube,Connector",CU,4.76x0.7x195.5
케이비,MJU63526203,"Tube,Connector",CU,4.76x0.7x205.5
케이비,MJU63526204,"Tube,Connector",CU,4.76x0.7x205.5
케이비,MJU63526205,"Tube,Connector",CU,4.76x0.7x205.5
케이비,MJU63526206,"Tube,Connector",CU,4.76x0.7x245.5
케이비,MJU63616501,"Tube,Connector",CU,6.35x0.7x86.0
케이비,MJU63616504,"Tube,Connector",CU,6.35x0.7x64.0
케이비,MJU63616601,"Tube,Connector",CU,6.35x0.7x289.0
케이비,MJU63616605,"Tube,Connector",CU,6.35x0.7x267.0
케이비,MJU63616901,"Tube,Connector",CU,9.52x0.7x51.0
케이비,MJU63617301,"Tube,Connector",CU,9.52x1.45x395.0
케이비,MJU63648401,"Tube,Connector",CU,6.35x0.9x190.0
케이비,MJU63706501,"Tube,Connector",CU,12.7x0.8x118.0
케이비,MJU63706901-01,"Tube,Connector",CU,19.05x1.0x86.0
케이비,MJU63713901,"Tube,Connector",CU,6.35x0.9x75.0
케이비,MJU63714001,"Tube,Connector",CU,9.52x0.7x198.0
케이비,MJU63714003,"Tube,Connector",CU,9.52x0.7x195.0
케이비,MJU63714101,"Tube,Connector",CU,9.52x0.7x95.0
케이비,MJU63714102,"Tube,Connector",CU,9.52x0.7x85.0
케이비,MJU63751002,"Tube,Connector",CU,12.7x0.8x63.0
케이비,MJU63787801,"Tube,Connector",CU,12.7x0.8x153.0
케이비,MJU63908201,"Tube,Connector",CU,6.35x0.7x1190.0
케이비,MJU63947901,"Tube,Connector",CU,6.35x0.7x1190.0
케이비,MJU64050301,"Tube,Connector",CU,9.52x0.7x107.0
케이비,MJU64050302,"Tube,Connector",CU,9.52x0.7x93.0
케이비,MJU64050303,"Tube,Connector",CU,12.7x0.8x364.0
케이비,MJU64226404,"Tube,Connector",CU,9.52x1.45x99.0
케이비,MJU64329103,"Tube,Connector",CU,5.0x0.7x110.0
케이비,MJU64329104,"Tube,Connector",CU,5.0x0.7x111.0
케이비,MJU64329105,"Tube,Connector",CU,5.0x0.7x114.0
케이비,MJU64329106,"Tube,Connector",CU,5.0x0.7x119.0
케이비,MJU64329109,"Tube,Connector",CU,5.0x0.7x110.0
케이비,MJU64407201,"Tube,Connector",CU,19.05x1.0x64.0
케이비,MJU64427701,"Tube,Connector",CU,9.52x0.7x112.0
케이비,MJU64428201,"Tube,Connector",CU,9.52x0.7x497.0
케이비,MJU64428601-1,"Tube,Connector",CU,9.52x0.7x90.0
케이비,MJU64428702,"Tube,Connector",CU,9.52x1.45x831.0
케이비,MJU64428703,"Tube,Connector",CU,9.52x1.45x420.0
케이비,MJU64428801,"Tube,Connector",CU,6.35x0.7x101.0
케이비,MJU64429224,"Tube,Connector",CU,5.0x0.7x207.0
케이비,MJU64429225,"Tube,Connector",CU,5.0x0.7x228.0
케이비,MJU64429226,"Tube,Connector",CU,5.0x0.7x198.0
케이비,MJU64429227,"Tube,Connector",CU,5.0x0.7x161.0
케이비,MJU64431914,"Tube,Connector",CU,4.76x0.7x292.0
케이비,MJU64431915,"Tube,Connector",CU,4.76x0.7x274.0
케이비,MJU64431916,"Tube,Connector",CU,4.76x0.7x235.0
케이비,MJU64687502,"Tube,Connector",CU,15.88x1.0x64.0
케이비,MJU64688201,"Tube,Connector",CU,9.52x1.45x395.0
케이비,MJU64688202,"Tube,Connector",CU,9.52x1.45x515.0
케이비,MJU64708801,"Tube,Connector",CU,9.52x1.45x963.0
케이비,MJU64711201,"Tube,Connector",CU,7.0x0.7x143.0
케이비,MJU64711202,"Tube,Connector",CU,7.0x0.7x126.0
케이비,MJU64711203,"Tube,Connector",CU,7.0x0.7x125.0
케이비,MJU64711204,"Tube,Connector",CU,7.0x0.7x136.0
케이비,MJU64711205,"Tube,Connector",CU,7.0x0.7x159.0
케이비,MJU64711301,"Tube,Connector",CU,7.0x0.7x151.0
케이비,MJU64711302,"Tube,Connector",CU,7.0x0.7x133.0
케이비,MJU64711303,"Tube,Connector",CU,7.0x0.7x122.0
케이비,MJU64711304,"Tube,Connector",CU,7.0x0.7x127.0
케이비,MJU64711305,"Tube,Connector",CU,7.0x0.7x140.0
케이비,MJU64731605,"Tube,Connector",CU,9.52x1.45x609.0
케이비,MJU64749001,"Tube,Connector",CU,9.52x0.7x374.0
케이비,MJU64787001,"Tube,Connector",CU,9.52x1.45x168.0
케이비,MJU64787402,"Tube,Connector",CU,9.52x1.45x909.0
케이비,MJU64809901,"Tube,Connector",CU,4.76x0.7x363.0
케이비,MJU64809902,"Tube,Connector",CU,4.76x0.7x417.0
케이비,MJU64809903,"Tube,Connector",CU,4.76x0.7x468.0
케이비,MJU64809904,"Tube,Connector",CU,4.76x0.7x596.0
케이비,MJU64809905,"Tube,Connector",CU,4.76x0.7x661.0
케이비,MJU64809906,"Tube,Connector",CU,4.76x0.7x747.0
케이비,MJU64809912,"Tube,Connector",CU,6.35x0.7x382.0
케이비,MJU64809913,"Tube,Connector",CU,6.35x0.7x283.0
케이비,MJU64809914,"Tube,Connector",CU,6.35x0.7x114.0
케이비,MJU64809915,"Tube,Connector",CU,12.7x0.8x418.0
케이비,MJU64809916,"Tube,Connector",CU,4.76x0.7x50.0
케이비,MJU64809917,"Tube,Connector",CU,4.76x0.7x117.0
케이비,MJU64809918,"Tube,Connector",CU,4.76x0.7x227.0
케이비,MJU64850701,"Tube,Connector",CU,9.52x1.45x622.0
케이비,MJU64850702,"Tube,Connector",CU,9.52x1.45x803.0
케이비,MJU64850703,"Tube,Connector",CU,9.52x1.45x121.0
케이비,MJU64856901,"Tube,Connector",CU,12.7x0.8x65.0
케이비,MJU64867635,"Tube,Connector",CU,7.94x0.7x977.0
케이비,MJU64868534,"Tube,Connector",CU,6.35x0.7x73.0
케이비,MJU64868549,"Tube,Connector",CU,6.35x0.7x266.0
케이비,MJU64868550,"Tube,Connector",CU,6.35x0.7x124.0
케이비,MJU64967601,"Tube,Connector",CU,9.52x1.45x435.0
케이비,MJU64980101,"Tube,Connector",CU,6.35x0.7x85.0
케이비,MJU64980102,"Tube,Connector",CU,6.35x0.7x175.0
케이비,MJU64987002,"Tube,Connector",CU,7.94x0.7x116.0
케이비,MJU64988901,"Tube,Connector",CU,9.52x0.7x687.0
케이비,MJU65030901,"Tube,Connector",CU,4.76x0.7x251.0
케이비,MJU65030902,"Tube,Connector",CU,4.76x0.7x484.0
케이비,MJU65030914,"Tube,Connector",CU,6.35x0.7x398.0
케이비,MJU65030915,"Tube,Connector",CU,6.35x0.7x150.0
케이비,MJU65048501,"Tube,Connector",CU,7.0x0.7x200.0
케이비,MJU65048502,"Tube,Connector",CU,7.0x0.7x87.0
케이비,MJU65048504,"Tube,Connector",CU,7.0x0.7x159.0
케이비,MJU65048701,"Tube,Connector",CU,7.0x0.7x118.0
케이비,MJU65048703,"Tube,Connector",CU,9.52x1.45x173.0
케이비,MJU65048704,"Tube,Connector",CU,6.35x0.7x101.0
케이비,MJU65048705,"Tube,Connector",CU,9.52x0.7x312.0
케이비,MJU65048708,"Tube,Connector",CU,9.52x1.45x162.0
케이비,MJU65149401,"Tube,Connector",CU,9.52x0.7x68.0
케이비,MJU65149403,"Tube,Connector",CU,7.94x0.7x74.0
케이비,MJU65149407,"Tube,Connector",CU,7.94x0.7x67.0
케이비,MJU65207201,"Tube,Connector",CU,6.35x0.9x315.0
케이비,MJU65207202,"Tube,Connector",CU,6.35x0.9x362.0
케이비,MJU65207301,"Tube,Connector",CU,9.52x1.45x154.0
케이비,MJU65207302,"Tube,Connector",CU,9.52x1.45x50.0
케이비,MJU65207304,"Tube,Connector",CU,9.52x1.45x156.0
케이비,MJU65486416,"Tube,Connector",CU,9.52x1.45x207.0
케이비,MJU65516635,"Tube,Connector",CU,9.52x0.7x993.0
케이비,MJU65588310,"Tube,Connector",CU,9.52x1.45x365.0
케이비,MJU65686706,"Tube,Connector",CU,9.52x1.45x67.0
케이비,MJU66366306,"Tube,Connector",CU,9.52x1.45x95.0
케이비,MJU66480602,"Tube,Connector",CU,9.52x1.45x408.0
케이비,MJU66480701,"Tube,Connector",CU,9.52x1.45x72.0
케이비,MJU66480703,"Tube,Connector",CU,9.52x1.45x121.0
케이비,MJU66483601,"Tube,Connector",CU,7.0x0.7x96.0
케이비,MJU66507046,"Tube,Connector",CU,7.94x0.7x265.0
케이비,MJU66507054,"Tube,Connector",CU,9.52x0.7x144.0
케이비,MJU66507055,"Tube,Connector",CU,9.52x0.7x158.0
케이비,MJU66526301,"Tube,Connector",CU,9.52x1.45x123.0
케이비,MJU66526303,"Tube,Connector",CU,9.52x1.45x144.0
케이비,MJU66526306,"Tube,Connector",CU,9.52x1.45x414.0
케이비,MJU66526307,"Tube,Connector",CU,9.52x1.45x736.0
케이비,MJU66527901,"Tube,Connector",CU,4.76x0.7x328.0
케이비,MJU66527902,"Tube,Connector",CU,4.76x0.7x307.0
케이비,MJU66527903,"Tube,Connector",CU,4.76x0.7x247.0
케이비,MJU66528001,"Tube,Connector",CU,4.76x0.7x253.0
케이비,MJU66528002,"Tube,Connector",CU,4.76x0.7x251.0
케이비,MJU66528003,"Tube,Connector",CU,4.76x0.7x220.0
케이비,MJU66548505,"Tube,Connector",CU,9.52x1.45x169.0
케이비,MJU66548901,"Tube,Connector",CU,6.35x0.9x235.0
케이비,MJU66566802,"Tube,Connector",CU,12.7x0.8x388.0
케이비,MJU66566803,"Tube,Connector",CU,12.7x0.8x598.0
케이비,MJU66566911,"Tube,Connector",CU,15.88x1.0x250.0
케이비,MJU66567002,"Tube,Connector",CU,15.88x1.0x560.0
케이비,MJU66572001,"Tube,Connector",CU,19.05x1.0x81.0
케이비,MJU66746801,"Tube,Connector",CU,9.52x1.45x155.0
케이비,MJU66746901,"Tube,Connector",CU,9.52x1.45x545.0
케이비,MJU66763502,"Tube,Connector",CU,9.52x1.45x80.0
케이비,MJU66773702,"Tube,Connector",CU,12.7x0.8x165.0
케이비,MJU66773703,"Tube,Connector",CU,12.7x0.8x309.0
케이비,MJU66777902,"Tube,Connector",CU,9.52x0.7x659.0
케이비,MJU66779316,"Tube,Connector",CU,9.52x1.45x43.0
케이비,MJU66845505,"Tube,Connector",CU,4.76x0.7x385.0
케이비,MJU66845506,"Tube,Connector",CU,4.76x0.7x544.0
케이비,MJU66845507,"Tube,Connector",CU,4.76x0.7x813.0
케이비,MJU66845508,"Tube,Connector",CU,4.76x0.7x933.0
케이비,MJU66845509,"Tube,Connector",CU,4.76x0.7x1064.0
케이비,MJU66868008,"Tube,Connector",CU,12.7x0.8x984.0
케이비,MJU66899402,"Tube,Connector",CU,5.0x0.7x208.0
케이비,MJU66899503,"Tube,Connector",CU,5.0x0.7x157.0
케이비,MJU66900103,"Tube,Connector",CU,5.0x0.7x139.0
케이비,MJU66928207,"Tube,Connector",CU,12.7x0.8x76.0
케이비,MJU66928209,"Tube,Connector",CU,9.52x0.7x943.0
케이비,MJU66928316,"Tube,Connector",CU,12.7x0.8x130.0
케이비,MJU66932516,"Tube,Connector",CU,9.52x0.7x187.0
케이비,MJU66936609,"Tube,Connector",CU,15.88x1.0x556.0
케이비,MJU66954302,"Tube,Connector",CU,6.35x0.7x276.0
케이비,MJU66954307,"Tube,Connector",CU,9.52x1.45x96.0
케이비,MJU66954404,"Tube,Connector",CU,9.52x0.7x90.0
케이비,MJU66954411,"Tube,Connector",CU,9.52x0.7x80.0
케이비,MJU66954604,"Tube,Connector",CU,7.94x0.7x137.0
케이비,MJU66954609,"Tube,Connector",CU,12.7x0.8x237.0
케이비,MJU66954706,"Tube,Connector",CU,6.35x0.7x230.0
케이비,MJU66954708,"Tube,Connector",CU,7.94x0.7x327.0
케이비,MJU66954709,"Tube,Connector",CU,6.35x0.7x233.0
케이비,MJU66997104,"Tube,Connector",CU,9.52x0.7x220.0
케이비,MJU66997106,"Tube,Connector",CU,9.52x0.7x992.0
케이비,MJU66997107,"Tube,Connector",CU,9.52x0.7x308.0
케이비,MJU66997201,"Tube,Connector",CU,12.7x0.8x224.0
케이비,MJU66997202,"Tube,Connector",CU,12.7x0.8x177.0
케이비,MJU66997203,"Tube,Connector",CU,12.7x0.8x203.0
케이비,MJU66997204,"Tube,Connector",CU,12.7x0.8x194.0
케이비,MJU66997205,"Tube,Connector",CU,12.7x0.8x242.0
케이비,MJU66999302,"Tube,Connector",CU,7.0x0.7x140.0
케이비,MJU66999305,"Tube,Connector",CU,7.0x0.7x128.0
케이비,MJU66999306,"Tube,Connector",CU,7.0x0.7x134.0
케이비,MJU66999307,"Tube,Connector",CU,7.0x0.7x128.0
케이비,MJU67039401,"Tube,Connector",CU,12.7x0.8x682.0
케이비,MJU67039402,"Tube,Connector",CU,6.35x0.7x78.0
