품번,품명,본인LG출고(25/01~)수량,본인최근출고,자동판정힌트,상위LG제품,상위매출수량,판정(독립/SUB 직접기입)
MJU66824404,Tube Connector,0,,SUB유력(LG출고X),AJR30038101,1360.0,
MJU66824405,Tube Connector,0,,SUB유력(LG출고X),AJR30038101,1360.0,
MJU66824406,Tube Connector,0,,SUB유력(LG출고X),AJR30038101,1360.0,
MJU66824407,Tube Connector,0,,SUB유력(LG출고X),AJR30038101,1360.0,
MJU66824408,Tube Connector,0,,SUB유력(LG출고X),AJR30038101,1360.0,
MJU66824409,Tube Connector,0,,SUB유력(LG출고X),AJR30038101,1360.0,
MJU66824410,Tube Connector,0,,SUB유력(LG출고X),AJR30038101,1360.0,
MJU66824411,Tube Connector,0,,SUB유력(LG출고X),AJR30038101,1360.0,
MJU66824412,Tube Connector,0,,SUB유력(LG출고X),AJR30038101,1360.0,
MJU66825001,Tube Connector,0,,SUB유력(LG출고X),AJR30038301,1362.0,
MJU66825002,Tube Connector,0,,SUB유력(LG출고X),AJR30038301,1362.0,
MJU66825003,Tube Connector,0,,SUB유력(LG출고X),AJR30038301,1362.0,
MJU66825004,Tube Connector,0,,SUB유력(LG출고X),AJR30038301,1362.0,
MJU66825005,Tube Connector,0,,SUB유력(LG출고X),AJR30038301,1362.0,
MJU66825006,Tube Connector,0,,SUB유력(LG출고X),AJR30038301,1362.0,
MJU66845511,Tube Connector,0,,SUB유력(LG출고X),AJR77142502,3994.0,
MJU66845512,Tube Connector,0,,SUB유력(LG출고X),AJR77142502,3994.0,
MJU66845513,Tube Connector,0,,SUB유력(LG출고X),AJR77142502,3994.0,
MJU66954402,"Tube, Connector ",0,,SUB유력(LG출고X),ACQ30605001,137.0,
MJU66954403,"Tube, Connector ",0,,SUB유력(LG출고X),ACQ30605001,137.0,
MJU66998701,"Tube, Capillary",0,,SUB유력(LG출고X),AJR30103101,205.0,
MJU66998702,"Tube, Capillary",0,,SUB유력(LG출고X),AJR30103101,205.0,
MJU66998703,"Tube, Connector",0,,SUB유력(LG출고X),AJR30103102,79.0,
MJU66998704,"Tube, Connector",0,,SUB유력(LG출고X),AJR30103102,79.0,
