업체시트,Assy,원소재,사급부품,용접봉,가공비,동소요kg,판가,기존가확정,참조,부품수,flags
대원산업 (3),AJR30029802,1919,2145,60,1131,0.2523,5252,0,,9,
대원산업 (3),AJR30031201,3659,6632,211,2920,0.4608,13418,0,,14,
대원산업 (3),AJR30031201-12-1,120,0,0,43,0.0159,162,0,,1,
대원산업 (3),AJR30031801,3829,0,0,536,0.5072,4364,0,,2,
대원산업 (3),AJR30038101,3269,3248,128,2962,0.4117,9602,0,,15,
대원산업 (3),AJR30038101-12-1,112,0,0,42,0.0149,154,0,,1,
대원산업 (3),AJR30038201,941,2025,81,984,0.1242,4027,0,,15,
대원산업 (3),AJR30038201-12-1,0,0,0,0,0.0215,0,0,,1,
대원산업 (3),AJR30038201-12-2,0,0,0,0,0.0264,0,0,,1,
대원산업 (3),AJR30038201-12-3,0,0,0,0,0.0241,0,0,,1,
대원산업 (3),AJR30038201-12-4,0,0,0,0,0.0222,0,0,,1,
대원산업 (3),AJR30038201-12-5,0,0,0,0,0.03,0,0,,1,
대원산업 (3),AJR30038301,1359,1307,59,1155,0.1711,3876,0,,8,
대원산업 (3),AJR30038301-12-1,272,0,0,83,0.0342,354,0,,1,
대원산업 (3),AJR30040301,761,0,0,223,0.1007,983,0,,3,
대원산업 (3),AJR30060701,645,0,0,198,0.0836,842,0,,1,
대원산업 (3),AJR30065824,657,0,0,185,0.0869,841,0,,1,
대원산업 (3),AJR30069801,2402,176,20,256,0.1982,691,0,,4,
대원산업 (3),AJR30069801-12-1,220,0,0,105,0.0286,324,0,,1,
대원산업 (3),AJR30071101,430,0,0,146,0.0569,575,0,,2,
대원산업 (3),AJR30073601,227,1029,69,1058,0.0294,2381,0,,7,
대원산업 (3),AJR30073601-12-1,270,0,0,134,0.0356,404,0,,1,
대원산업 (3),AJR30073603,0,1029,69,901,0.0,1998,0,,4,
대원산업 (3),AJR30073603-12-1,294,0,0,137,0.0389,430,0,,1,
대원산업 (3),AJR30078601,78,20812,401,2121,0.0061,23408,0,,13,
대원산업 (3),AJR30078601-12-1,1250,0,0,650,0.0973,1898,0,,2,
대원산업 (3),AJR30078601-12-2,312,0,0,162,0.0243,474,0,,2,
대원산업 (3),AJR30078601-12-3,193,0,0,85,0.0251,278,0,,2,
대원산업 (3),AJR30103301,445,0,0,150,0.0588,594,0,,2,
대원산업 (3),AJR30117401,0,780,20,283,0.0,1082,0,,4,
대원산업 (3),AJR30117401-12-1,149,0,0,80,0.0115,229,0,,1,
대원산업 (3),AJR30117401-12-2,67,0,0,57,0.0051,123,0,,1,
대원산업 (3),AJR30359801,48,1600,0,77,0.0062,1724,0,,2,
대원산업 (3),AJR33796512-12-1,0,1204,87,711,0.0,2001,0,,5,
대원산업 (3),AJR34739818,523,3416,140,917,0.0678,4995,0,,7,
대원산업 (3),AJR36137805,770,0,0,1041,0.1009,1809,0,,11,
대원산업 (3),AJR36618618,784,1165,49,485,0.1035,2481,0,,5,
대원산업 (3),AJR36852706,364,1460,46,679,0.0358,2547,0,,8,
대원산업 (3),AJR36852706-12-1,166,0,0,100,0.0216,265,0,,1,
대원산업 (3),AJR55707001,247,0,0,201,0.0322,446,0,,2,
대원산업 (3),AJR55707101,887,0,0,508,0.1164,1393,0,,4,
대원산업 (3),AJR68019502,15,741,76,2063,0.0618,2879,0,,12,
대원산업 (3),AJR68019502-12-1,274,0,0,127,0.0361,400,0,,1,
대원산업 (3),AJR69417505,2658,0,0,458,0.3513,3114,0,,3,
대원산업 (3),AJR72910805,1765,0,0,326,0.2339,2091,0,,2,
대원산업 (3),AJR72982301,5611,13824,695,4834,0.735,24960,0,,13,
대원산업 (3),AJR72982303,474,6447,287,1265,0.0615,8470,0,,8,
대원산업 (3),AJR72982303-12-1,1359,0,0,666,0.1762,2024,0,,1,
대원산업 (3),AJR73182701,76,556,29,1076,0.0099,1736,0,,6,
대원산업 (3),AJR73768801,563,2938,92,4288,0.0741,7880,0,,14,
대원산업 (3),AJR73768803,479,3044,119,4319,0.0626,7959,0,,15,
대원산업 (3),AJR73768805,158,2938,84,4093,0.0206,7272,0,,13,
대원산업 (3),AJR73945001,2966,0,0,711,0.3928,3674,0,,5,
대원산업 (3),AJR73965601,1500,0,0,208,0.1984,1708,0,,1,
대원산업 (3),AJR73965602,1387,0,0,198,0.1835,1585,0,,1,
대원산업 (3),AJR74263316,1405,0,0,366,0.1861,1770,0,,1,
대원산업 (3),AJR74266005,662,0,0,185,0.0875,847,0,,1,
대원산업 (3),AJR74289301,185,0,0,130,0.0241,314,0,,2,
대원산업 (3),AJR742900001-12-1,0,198,0,0,0.0,198,0,,1,
대원산업 (3),AJR74290001,80,2345,75,629,0.0101,3128,0,,9,
대원산업 (3),AJR74290001-12-1,60,0,0,56,0.0076,116,0,,1,
대원산업 (3),AJR74290701,898,0,0,156,0.1165,1053,0,,1,
대원산업 (3),AJR74423601,625,0,0,372,0.081,994,0,,4,
대원산업 (3),AJR74444508,116,4060,105,1244,0.0151,5574,0,,9,
대원산업 (3),AJR74522901,103,0,0,86,0.0134,189,0,,1,
대원산업 (3),AJR74522901-12-1,77,0,0,60,0.0101,137,0,,1,
대원산업 (3),AJR74523001-12-1,129,0,0,82,0.0168,210,0,,1,
대원산업 (3),AJR74523003-12-1,1798,11643,66,736,0.0899,14242,0,,6,
대원산업 (3),AJR74523006-12-1,3595,31580,133,1693,0.1798,36999,0,,14,
대원산업 (3),AJR74523006-12-2,1798,11643,36,636,0.0899,14111,0,,6,
대원산업 (3),AJR74523201,0,780,20,283,0.0,1082,0,,4,
대원산업 (3),AJR74523201-12-1,102,0,0,77,0.0133,179,0,,1,
대원산업 (3),AJR74523201-12-2,46,0,0,55,0.0059,100,0,,1,
대원산업 (3),AJR74524701,340,738,30,2493,0.0613,3596,0,,10,
대원산업 (3),AJR74942623-2-1,67,2403,56,669,0.0087,3193,0,,8,
대원산업 (3),AJR74942632-2-1,0,239,0,0,0.0,239,0,,1,
대원산업 (3),AJR74983904,3147,3691,358,950,1.105,4998,0,,12,
대원산업 (3),AJR74983904-12-1,130,0,0,0,0.1199,0,0,,1,
대원산업 (3),AJR74983904-12-2,954,0,0,0,0.326,0,0,,1,
대원산업 (3),AJR74983904-12-3,42,0,0,0,0.0674,0,0,,1,
대원산업 (3),AJR74983905,5586,8188,485,1069,1.7981,9740,0,,15,
대원산업 (3),AJR74983905-12-1,130,0,0,0,0.1199,0,0,,1,
대원산업 (3),AJR74983905-12-2,1155,0,0,0,0.3594,0,0,,1,
대원산업 (3),AJR74983905-12-3,5,0,0,0,0.0211,0,0,,1,
대원산업 (3),AJR74983905-12-4,85,0,0,0,0.0975,0,0,,1,
대원산업 (3),AJR74983906,11,0,30,197,0.0435,226,0,,3,
대원산업 (3),AJR74983906-12-1,3667,0,0,0,0.6436,0,0,,1,
대원산업 (3),AJR74983910,601,2278,114,203,0.2602,2595,0,,3,
대원산업 (3),AJR74983910-12-1,177,0,0,0,0.1402,0,0,,1,
대원산업 (3),AJR75104017-12-1,189,0,0,97,0.0247,286,0,,1,
대원산업 (3),AJR75242815,0,757,41,299,0.0,1096,0,,5,
대원산업 (3),AJR75242815-12-1,0,0,0,0,0.0,0,0,,1,
대원산업 (3),AJR75243015-3-1,0,770,0,0,0.0,770,0,,1,
대원산업 (3),AJR75243119,1529,397,60,555,0.2017,1061,0,,5,
대원산업 (3),AJR75544505,215,0,0,71,0.0285,285,0,,1,
대원산업 (3),AJR75544505-12-1,3128,0,0,488,0.4144,3614,0,,2,
대원산업 (3),AJR75563501,3,721,22,1363,0.0153,2105,0,,5,
대원산업 (3),AJR75563501-12-1,8,0,0,0,0.0252,0,0,,1,
대원산업 (3),AJR75563502,224,4576,123,3831,0.1091,8722,0,,23,
대원산업 (3),AJR75563502-12-1,113,0,0,141,0.0148,254,0,,2,
대원산업 (3),AJR75563502-12-2,57,0,0,71,0.0074,127,0,,1,
대원산업 (3),AJR75563502-12-3,73,0,0,72,0.0096,145,0,,1,
대원산업 (3),AJR75563503,216,0,0,192,0.0282,407,0,,2,
대원산업 (3),AJR75563503-12-1,174,846,41,1782,0.0626,2828,0,,8,
대원산업 (3),AJR75563701,3522,0,0,559,0.4435,4078,0,,6,
대원산업 (3),AJR75605101,100,0,11,153,0.013,263,0,,2,
대원산업 (3),AJR75605102,1400,0,12,536,0.1848,1946,0,,5,
대원산업 (3),AJR75605104,508,0,0,121,0.0672,628,0,,1,
대원산업 (3),AJR75645201,1113,0,0,514,0.1402,1626,0,,2,
대원산업 (3),AJR75662308-12-1,1310,57,23,423,0.1711,1812,0,,4,
대원산업 (3),AJR75662310,502,112,0,195,0.0665,809,0,,4,
대원산업 (3),AJR75662310-12-1,1736,55,26,421,0.2292,2236,0,,4,
대원산업 (3),AJR75662310-12-2,0,0,0,0,0.0,0,0,,0,
대원산업 (3),AJR75662320,269,290,26,753,0.0355,1336,0,,7,
대원산업 (3),AJR75662333,0,178,0,134,0.0,311,0,,3,
대원산업 (3),AJR75662338,976,0,0,168,0.1293,3744,2600,AJR75662333,3,기존가
대원산업 (3),AJR75662343,0,0,0,0,0.0,2700,2700,AJR75662338,1,"기존가,원소재미도출:치수없음(AJR75662333)"
대원산업 (3),AJR75712801,468,0,0,134,0.0619,602,0,,1,
대원산업 (3),AJR75713001,608,0,0,172,0.0803,780,0,,1,
대원산업 (3),AJR75743201-12-1,687,797,68,575,0.0895,2124,0,,6,
대원산업 (3),AJR75744115-12-1,491,0,0,112,0.0648,603,0,,1,
