품번,품명,소분류,종류,협력사,입고수량,입고일수
AJR30117302,"Tube Assembly, Manifold(",110,ASSY,이젠터,1109,33
AJR30125601-3-1,이젠터 SUB,120,SUB,이젠터,4691,48
AJR30125601-3-2,이젠터 SUB,120,SUB,이젠터,1670,18
AJR34739811,"Tube Assembly,Manifold(O",110,ASSY,이젠터,145,3
AJR34739816,"Tube Assembly, Manifold",110,ASSY,이젠터,835,9
AJR34739820,"Tube Assembly,Manifold(O",110,ASSY,이젠터,4550,12
AJR34739824,"Tube Assembly,Manifold(O",110,ASSY,이젠터,1649,23
AJR52676202-3-1,AJR52676202-3-1,120,SUB,이젠터,8,6
AJR52676207-3-1,이젠터 SUB,120,SUB,이젠터,400,2
AJR53980903-3-1,이젠터 SUB,120,SUB,이젠터,8489,80
AJR71429409-3-1,AJR71429409-3-1,120,SUB,이젠터,4,1
AJR72914201-3-1,이젠터 sub,120,SUB,이젠터,1257,44
AJR72914508,"Tube Assembly,Connector",110,ASSY,이젠터,378,21
AJR72919805,"Tube Assembly,Connector",110,ASSY,이젠터,2571,18
AJR73326604,"Tube Assembly,Manifold(O",110,ASSY,이젠터,10,1
AJR73326623,"Tube Assembly,Manifold(O",110,ASSY,이젠터,64,16
AJR73326629,"Tube Assembly,Manifold(O",110,ASSY,이젠터,103,5
AJR73326630,"Tube Assembly,Manifold(O",110,ASSY,이젠터,25,2
AJR73343303-3-1,이젠터 SUB,120,SUB,이젠터,60,2
AJR73767803-3-1,AJR73767803-3-1,120,SUB,이젠터,35,5
AJR73767810-3-1,AJR73767810-3-1,120,SUB,이젠터,25,4
AJR73964301,"Tube Assembly,Connector",110,ASSY,이젠터,892,54
AJR73980304-3-1,이젠터 SUB,120,SUB,이젠터,56,11
AJR74364818-3-1,Sub Assy,120,SUB,이젠터,4721,59
AJR74364818-3-2,Sub Assy,120,SUB,이젠터,4721,59
AJR74364818-3-3,이젠터 SUB,120,SUB,이젠터,5916,57
AJR74364825-3-1,이젠터 SUB,120,SUB,이젠터,8139,56
AJR74364825-3-2,이젠터 SUB,120,SUB,이젠터,8139,56
AJR74364825-3-3,이젠터 SUB,120,SUB,이젠터,4801,47
AJR74425405,"Tube Assembly,Manifold(O",110,ASSY,이젠터,15,4
AJR74522902-3-1,SUB ASSY,120,SUB,이젠터,2503,68
AJR74524701-3-1,SUB ASSY,120,SUB,이젠터,4287,82
AJR74803521-3-1,이젠터 sub,120,SUB,이젠터,3551,17
AJR74923002-3-1,이젠터 SUB,120,SUB,이젠터,204,3
AJR74942709-3-1,SUB ASSY,120,SUB,이젠터,90,4
AJR74942724-3-1,이젠터 SUB,120,SUB,이젠터,1097,37
AJR74942730-3-1,SUB ASSY,120,SUB,이젠터,45,4
AJR74942735-3-1,SUB ASSY,120,SUB,이젠터,15,2
AJR74942754-3-1,이젠터 SUB,120,SUB,이젠터,212,10
AJR74943201-1-1,AJR74943201 SUB,120,SUB,이젠터,341,13
AJR74963001-3-1,이젠터 SUB,120,SUB,이젠터,1076,19
AJR74963101-1-1,AJR74963101 SUB,120,SUB,이젠터,808,18
AJR75123901,"Tube Assembly,Manifold(O",110,ASSY,이젠터,1324,37
AJR75243006-3-1,SUB ASSY,120,SUB,이젠터,1616,15
AJR75243021-3-1,외주 SUB,120,SUB,이젠터,584,10
AJR75243118-3-1,이젠터 저압 SUB,120,SUB,이젠터,902,16
AJR75462802-3-1,이젠터 SUB,120,SUB,이젠터,1178,18
AJR75483601-3-1,이젠터 SUB,120,SUB,이젠터,687,12
AJR75544201-3-1,이젠터 SUB,120,SUB,이젠터,1150,15
AJR75709904-3-1,이젠터 SUB,120,SUB,이젠터,7660,102
AJR75743209,"Tube Assembly,Condenser(",110,ASSY,이젠터,6,2
AJR75744106,"Tube Assembly, Suciton",120,SUB,이젠터,35,1
AJR75744119,AJR75744119,120,SUB,이젠터,150,4
AJR75744125,"Tube Assembly, Suciton",120,SUB,이젠터,8,2
AJR75744137-3-1,이젠터 Sub,120,SUB,이젠터,808,11
AJR76442511-3-1,이젠터 Sub,120,SUB,이젠터,27635,52
AJR76502604-3-1,SUB ASSY,120,SUB,이젠터,24,9
AJR76502604-3-2,SUB ASSY,120,SUB,이젠터,24,9
AJR76502610-3-1,Sub Assy,120,SUB,이젠터,92,15
AJR76502610-3-2,Sub Assy,120,SUB,이젠터,92,15
AJR76502611-3-1,SUB ASSY,120,SUB,이젠터,32,3
AJR76502611-3-2,SUB ASSY,120,SUB,이젠터,32,3
AJR76502612-3-1,SUB ASSY,120,SUB,이젠터,1,1
AJR76502612-3-2,SUB ASSY,120,SUB,이젠터,1,1
AJR76582505-3-1,이젠터 Sub,120,SUB,이젠터,10068,75
AJR76582506-3-1,이젠터 Sub,120,SUB,이젠터,5050,66
AJR76582506-3-2,이젠터 Sub,120,SUB,이젠터,5050,66
AJR76582506-3-3,이젠터 Sub,120,SUB,이젠터,5165,65
AJR76822701-3-1,AJR76822701-3-1,120,SUB,이젠터,5914,85
AJR77144207,"Tube Assembly, Condenser",110,ASSY,이젠터,6,2
AJR77144305,"Tube Assembly,Manifold(O",110,ASSY,이젠터,65,4
AJR77145701,"Tube Assembly,Manifold(O",110,ASSY,이젠터,437,9
AJR77223105-3-1,이젠터 SUB,120,SUB,이젠터,24,3
AJR77224517-3-1,이젠터 sub,120,SUB,이젠터,7739,106
AJR77224519-3-1,이젠터 sub,120,SUB,이젠터,7270,111
MJU00722803,"Tube,Connector",130,단품(가공품),이젠터,25,6
MJU00722804,"Tube,Connector",130,단품(가공품),이젠터,25,6
MJU00750702,"Tube, Connector",130,단품(가공품),이젠터,1120,2
MJU00752701,"Tube,Connector",130,단품(가공품),이젠터,2694,49
MJU00752901,"Tube,Connector",130,단품(가공품),이젠터,1907,31
MJU00753001,"Tube,Connector",130,단품(가공품),이젠터,1841,29
MJU00792302,"Tube,Connector",130,단품(가공품),이젠터,91,3
MJU00792304,"Tube,Connector",130,단품(가공품),이젠터,173,3
MJU00792306,"Tube,Connector",130,단품(가공품),이젠터,43,2
MJU00792308,"Tube,Connector",130,단품(가공품),이젠터,142,3
MJU00792310,"Tube,Connector",130,단품(가공품),이젠터,74,1
MJU37361115,"TUBE, CONNECTOR",130,단품(가공품),이젠터,25,3
MJU40246001,"Tube, Connector",130,단품(가공품),이젠터,10,1
MJU47146601,"Tube,Connector",130,단품(가공품),이젠터,596,24
MJU47146602,"Tube,Connector",130,단품(가공품),이젠터,296,24
MJU47146603,"Tube,Connector",130,단품(가공품),이젠터,4,1
MJU60436226,"Tube,Connector",130,단품(가공품),이젠터,5,1
MJU60436237,"Tube,Connector",130,단품(가공품),이젠터,139,2
MJU61940901,"Tube,Connector",130,단품(가공품),이젠터,208,11
MJU62672401,"Tube,Connector",130,단품(가공품),이젠터,20,1
MJU62837001,"Tube,Connector",130,단품(가공품),이젠터,1130,58
MJU62837201,"Tube,Connector",130,단품(가공품),이젠터,842,54
MJU62837202,"Tube,Connector",130,단품(가공품),이젠터,150,6
MJU62842304,"Tube,Connector",130,단품(가공품),이젠터,1612,19
MJU62842305,"Tube,Connector",130,단품(가공품),이젠터,806,19
MJU62842317,"Tube,Connector",130,단품(가공품),이젠터,681,10
MJU62842318,"Tube,Connector",130,단품(가공품),이젠터,340,9
MJU62842319,"Tube,Connector",130,단품(가공품),이젠터,340,9
MJU62914601,"Tube,Connector",130,단품(가공품),이젠터,842,54
MJU62914602,"Tube,Connector",130,단품(가공품),이젠터,150,6
MJU63009601,"Tube,Connector",130,단품(가공품),이젠터,932,55
MJU63083101,"Tube,Connector",130,단품(가공품),이젠터,208,11
MJU63083202,"Tube,Connector",130,단품(가공품),이젠터,15,2
MJU63083302,"Tube,Connector",130,단품(가공품),이젠터,15,2
MJU63160502,"Tube,Connector",130,단품(가공품),이젠터,10,1
MJU63491101,"Tube,Connector",130,단품(가공품),이젠터,686,17
MJU63491102,"Tube,Connector",130,단품(가공품),이젠터,343,17
MJU63491103,"Tube,Connector",130,단품(가공품),이젠터,343,17
MJU63491105,"Tube,Connector",130,단품(가공품),이젠터,343,17
MJU63612304,"Tube,Connector",130,단품(가공품),이젠터,5,1
MJU63612307,"Tube,Connector",130,단품(가공품),이젠터,3413,30
MJU63612308,"Tube,Connector",130,단품(가공품),이젠터,3413,30
MJU63612402,"Tube,Connector",130,단품(가공품),이젠터,6783,33
MJU63614801,"Tube,Connector",130,단품(가공품),이젠터,10,1
MJU63650902,Tube Connector,130,단품(가공품),이젠터,3418,31
MJU63650912,Tube Connector,130,단품(가공품),이젠터,7405,50
MJU64350801,"Tube,Connector",130,단품(가공품),이젠터,3,1
MJU64387101,"Tube,Connector",130,단품(가공품),이젠터,735,10
MJU64408005,"Tube,Connector",130,단품(가공품),이젠터,5,1
MJU64408010,"Tube,Connector",130,단품(가공품),이젠터,5,1
MJU64428601,"Tube,Connector",130,단품(가공품),이젠터,1209,39
MJU64431904,"Tube,Connector",130,단품(가공품),이젠터,270,4
MJU64431905,"Tube,Connector",130,단품(가공품),이젠터,540,4
MJU64433701,"Tube,Return Bending",130,단품(가공품),이젠터,46363,100
MJU64687501,"TUBE, CONNECTOR",130,단품(가공품),이젠터,3607,51
MJU64687701-01,"Tube,Connector",130,단품(가공품),이젠터,4504,61
MJU64688401-8301,8401 8301 일체형 커넥터,130,단품(가공품),이젠터,3398,50
MJU64706602,"Tube,Connector",130,단품(가공품),이젠터,41,8
MJU64707301-1,"Tube,Connector",130,단품(가공품),이젠터,1150,15
MJU64790901,"TUBE, CONNECTOR",130,단품(가공품),이젠터,1150,15
MJU64927401,"TUBE, MANIFOLD",130,단품(가공품),이젠터,25,2
MJU65486408,"Tube,Connector",130,단품(가공품),이젠터,1759,30
MJU65486409,"Tube,Connector",130,단품(가공품),이젠터,2696,51
MJU65486419,"Tube,Connector",130,단품(가공품),이젠터,2696,51
MJU65846917,TUBE CONNECTOR,130,단품(가공품),이젠터,8,1
MJU65946701,Tube Connector,130,단품(가공품),이젠터,1218,42
MJU65946702,Tube Connector,130,단품(가공품),이젠터,1233,40
MJU65946703,Tube Connector,130,단품(가공품),이젠터,2451,46
MJU65946704,Tube Connector,130,단품(가공품),이젠터,1233,40
MJU65946705,Tube Connector,130,단품(가공품),이젠터,1218,42
MJU66266603,TUbe Connector,130,단품(가공품),이젠터,41,8
MJU66266706,Tube Connector,130,단품(가공품),이젠터,41,8
MJU66366304,Tube Connector,130,단품(가공품),이젠터,282,30
MJU66366305,Tube Connector,130,단품(가공품),이젠터,282,30
MJU66366308,Tube Connector,130,단품(가공품),이젠터,1206,24
MJU66759906,Tube Connector,130,단품(가공품),이젠터,2932,38
MJU66779315,Tube Connector,130,단품(가공품),이젠터,1953,19
MJU66797501,"Tube,Connector",130,단품(가공품),이젠터,806,19
MJU66805505,"Tube,Connector",130,단품(가공품),이젠터,163,6
MJU66821301,Tube Connector,130,단품(가공품),이젠터,199,20
MJU66824906,Tube Connector,130,단품(가공품),이젠터,335,30
MJU66825101,Tube Connector,130,단품(가공품),이젠터,335,30
MJU66825102,Tube Connector,130,단품(가공품),이젠터,335,30
MJU66825103,Tube Connector,130,단품(가공품),이젠터,335,30
MJU66825301,Tube Connector,130,단품(가공품),이젠터,614,29
MJU66825302,Tube Connector,130,단품(가공품),이젠터,1228,29
MJU66868009,"Tube,Connector",130,단품(가공품),이젠터,5,1
MJU66868012,"Tube,Connector",130,단품(가공품),이젠터,5,1
MJU66868605,"Tube,Connector",130,단품(가공품),이젠터,10,1
MJU66868606,"Tube,Connector",130,단품(가공품),이젠터,10,1
MJU66868607,"Tube,Connector",130,단품(가공품),이젠터,10,1
MJU66894810,"Tube,Connector",130,단품(가공품),이젠터,3888,17
MJU66900005,Tube Connector,130,단품(가공품),이젠터,2174,2
MJU66909701,Tube Connector,130,단품(가공품),이젠터,5,1
MJU66930201,"Tube,Manifold",130,단품(가공품),이젠터,6148,36
MJU66930202,"Tube,Manifold",130,단품(가공품),이젠터,6148,36
MJU66930303,"Tube,Connector",130,단품(가공품),이젠터,678,29
MJU66933502,"Tube, Manifold",130,단품(가공품),이젠터,34,6
MJU66933503,"Tube, Manifold ",130,단품(가공품),이젠터,32,5
MJU66936610,Tube Connector,130,단품(가공품),이젠터,1648,18
MJU66936612,Tube Connector,130,단품(가공품),이젠터,840,11
MJU66946201,"TUBE, CONNECTOR",130,단품(가공품),이젠터,1446,31
MJU66951201,"Tube, Connector",130,단품(가공품),이젠터,6,1
MJU66951404,"Tube, Connector",130,단품(가공품),이젠터,6,1
MJU66951405,"Tube, Connector",130,단품(가공품),이젠터,3,1
MJU66954401,"Tube, Connector ",130,단품(가공품),이젠터,49,13
MJU66954406,"Tube, Connector ",110,ASSY,이젠터,74,17
MJU66954409,"Tube, Connector ",110,ASSY,이젠터,49,13
MJU66954603,"Tube, Connector",130,단품(가공품),이젠터,203,12
MJU66954605,"Tube, Connector",130,단품(가공품),이젠터,203,12
MJU66954607,"Tube, Connector",130,단품(가공품),이젠터,203,12
MJU66954704,"Tube, Connector ",130,단품(가공품),이젠터,203,13
MJU66954705,"Tube, Connector ",130,단품(가공품),이젠터,203,13
MJU66954707,"Tube, Connector ",130,단품(가공품),이젠터,203,13
MJU66958403,Tube Connector,130,단품(가공품),이젠터,1070,24
MJU66958505,"Tube,Connector",130,단품(가공품),이젠터,1804,34
MJU66980601,"Tube, Manifold",130,단품(가공품),이젠터,3620,19
MJU66991001,"Tube, Connector",130,단품(가공품),이젠터,1379,26
MJU66991002,"Tube, Connector",130,단품(가공품),이젠터,1379,26
MJU66991003,"Tube, Connector",130,단품(가공품),이젠터,1379,26
MJU66997102,"Tube, Connector",130,단품(가공품),이젠터,972,17
MJU66997103,"Tube, Connector",130,단품(가공품),이젠터,974,18
MJU66997105,"Tube, Connector",130,단품(가공품),이젠터,975,18
MJU66997108,"Tube, Connector",130,단품(가공품),이젠터,976,18
MJU66998904,"Tube, Connector",130,단품(가공품),이젠터,10,1
MJU66999005,"Tube, Connector",130,단품(가공품),이젠터,10,1
MJU66999401,"Tube, Connector",130,단품(가공품),이젠터,10,1
5210A22690F,"Tube,Connector",130,단품(가공품),중앙정밀,2,1
5210A23937A,"Tube,Connector",130,단품(가공품),중앙정밀,20,2
5210A25501E,"TUBE, CONNECTOR",130,단품(가공품),중앙정밀,5,1
5210A26765A,"Tube,Connector",130,단품(가공품),중앙정밀,2,1
5210A26766A,"Tube,Connector",130,단품(가공품),중앙정밀,2,1
5210A26767A,"Tube,Connector",130,단품(가공품),중앙정밀,2,1
AJJ74578314-1-1,중앙 SUB,120,SUB,중앙정밀,1316,29
AJJ74578314-1-2,중앙 SUB,120,SUB,중앙정밀,1316,29
AJJ74578316-1-1,중앙 SUB,120,SUB,중앙정밀,4366,57
AJJ74578316-1-2,중앙 SUB,120,SUB,중앙정밀,4376,59
AJJ74578324-1-1,중앙 SUB,120,SUB,중앙정밀,10,2
AJJ75318301-1-1,SUB ASSY,120,SUB,중앙정밀,76,11
AJR30012008-1-1,중앙 SUB,120,SUB,중앙정밀,2280,72
AJR30089619-1-1(링),중앙 Sub(+용접링),120,SUB,중앙정밀,1924,83
AJR30089619-1-3(링),중앙 Sub(+용접링),120,SUB,중앙정밀,1924,83
AJR30089620-1-1,중앙 SUB,120,SUB,중앙정밀,329,42
AJR30089620-1-2,중앙 SUB,120,SUB,중앙정밀,329,42
AJR30089621-1-1,중앙 SUB,120,SUB,중앙정밀,2122,55
AJR30089621-1-2,중앙 SUB,120,SUB,중앙정밀,2122,55
AJR30089621-1-3,중앙 SUB,120,SUB,중앙정밀,2122,55
AJR30089621-1-4,중앙 SUB,120,SUB,중앙정밀,48931,107
AJR34565827-1-1,SUB ASSY,120,SUB,중앙정밀,142,4
AJR34565827-1-2,SUB ASSY,120,SUB,중앙정밀,142,4
AJR36479516-11-1,AJR36479516-11-1,120,SUB,중앙정밀,15,1
AJR36479521-1-1,SUB ASSY,120,SUB,중앙정밀,3,1
AJR72586225-1-1,SUB ASSY,120,SUB,중앙정밀,3,1
AJR73343201-9-1,SUB ASSY,120,SUB,중앙정밀,60,2
AJR73663104-1-1,AJR73663104-1-1,120,SUB,중앙정밀,43,4
AJR73663104-1-2,AJR73663104-1-2,120,SUB,중앙정밀,43,4
AJR73882504-1-1,SUB ASSY,120,SUB,중앙정밀,65,4
AJR73882504-1-2,SUB ASSY,120,SUB,중앙정밀,65,4
AJR74424612-1-1,중앙 SUB,120,SUB,중앙정밀,1077,17
AJR74424616,Muffler Assembly,110,ASSY,중앙정밀,2977,10
AJR74424620-1-1,중앙 SUB,120,SUB,중앙정밀,6,2
AJR74803541-1-1,중앙 SUB,120,SUB,중앙정밀,808,11
AJR74803541-1-2,중앙 SUB,120,SUB,중앙정밀,1649,18
AJR74803543-1-1,중앙 SUB,120,SUB,중앙정밀,841,13
AJR74943202-1-1,AJR74943202 SUB,120,SUB,중앙정밀,341,11
AJR74963102-1-1,AJR74963102 SUB,120,SUB,중앙정밀,807,17
AJR74984303-1-3,중앙 SUB,120,SUB,중앙정밀,1076,17
AJR74984303-1-4,중앙 SUB,120,SUB,중앙정밀,1076,17
AJR75463101-1-1,중앙 SUB,120,SUB,중앙정밀,695,13
AJR75463101-1-2,중앙 SUB,120,SUB,중앙정밀,695,13
AJR75483401-1-1,중앙 SUB,120,SUB,중앙정밀,280,7
AJR75483401-1-2,중앙 SUB,120,SUB,중앙정밀,280,7
AJR75483701-1-1,AJR75483701-1-1,120,SUB,중앙정밀,240,6
AJR75483701-1-2,AJR75483701-1-2,120,SUB,중앙정밀,240,6
AJR75712102,"Tube Assembly,Connector",110,ASSY,중앙정밀,40,12
AJR75802501-1-1,중앙 SUB,120,SUB,중앙정밀,44,13
AJR75802501-1-2,중앙 SUB,120,SUB,중앙정밀,44,13
AJR76322701-1-1,SUB ASSY,120,SUB,중앙정밀,10,2
AJR76363201-1-1,SUB ASSY,120,SUB,중앙정밀,81,17
AJR76363201-1-2,SUB ASSY,120,SUB,중앙정밀,81,17
AJR76502605-1-1,외주 SUB,120,SUB,중앙정밀,68,2
AJR76502605-13-1,SUB ASSY,120,SUB,중앙정밀,68,2
AJR76502605-13-2,중앙 Sub,120,SUB,중앙정밀,68,2
AJR77224501-1-2,중앙 SUB,120,SUB,중앙정밀,237,23
AJR77224502-1-2,중앙 SUB,120,SUB,중앙정밀,5958,102
AJR77224505-1-2,중앙 SUB,120,SUB,중앙정밀,1041,67
AJR77224507-1-1,중앙 SUB,120,SUB,중앙정밀,396,10
AJR77224508-1-1,중앙 SUB,120,SUB,중앙정밀,7456,101
AJR77224508-1-2,중앙 SUB,120,SUB,중앙정밀,7658,102
AJR77225301-1-1(링),중앙 Sub(+용접링),120,SUB,중앙정밀,827,53
AJR77225301-1-2(링),중앙 Sub(+용접링),110,ASSY,중앙정밀,827,53
AJR77225303-1-1(링),중앙sub,120,SUB,중앙정밀,4717,102
AJR77225303-1-2(링),중앙sub,120,SUB,중앙정밀,4603,98
MJU30589101,Tube Connector,130,단품(가공품),중앙정밀,5,1
MJU36873402,Tube Connector,130,단품(가공품),중앙정밀,159,14
MJU36873403,Tube Connector,130,단품(가공품),중앙정밀,159,14
MJU36873404,Tube Connector,130,단품(가공품),중앙정밀,159,14
MJU36873405,Tube Connector,130,단품(가공품),중앙정밀,159,14
MJU42756504,"TUBE, CONNECTOR",130,단품(가공품),중앙정밀,5,1
MJU42756505,"TUBE, CONNECTOR",130,단품(가공품),중앙정밀,10,1
MJU42756506,"TUBE, CONNECTOR",130,단품(가공품),중앙정밀,5,1
MJU61940102,"Tube,Connector",130,단품(가공품),중앙정밀,912,59
MJU61942701,"Tube,Connector",130,단품(가공품),중앙정밀,912,59
MJU62032601,"Tube,Connector",130,단품(가공품),중앙정밀,10,2
MJU62032701,"Tube,Connector",130,단품(가공품),중앙정밀,5,1
MJU62079301,"Tube,Connector",130,단품(가공품),중앙정밀,184,38
MJU62079303,"Tube,Connector",130,단품(가공품),중앙정밀,183,38
MJU62079304,"Tube,Connector",130,단품(가공품),중앙정밀,183,38
MJU62098801,"Tube,Connector",130,단품(가공품),중앙정밀,854,44
MJU62098901,"Tube,Connector",130,단품(가공품),중앙정밀,854,44
MJU62099001,"Tube,Connector",130,단품(가공품),중앙정밀,854,44
MJU62099101,"Tube,Connector",130,단품(가공품),중앙정밀,854,44
MJU62614301,"Tube,Connector",130,단품(가공품),중앙정밀,120,4
MJU62817601,"Tube,Connector",130,단품(가공품),중앙정밀,85,7
MJU62971201,"Tube,Connector",130,단품(가공품),중앙정밀,650,4
MJU62971802,"Tube,Connector",130,단품(가공품),중앙정밀,325,4
MJU63048501,"Tube,Connector",130,단품(가공품),중앙정밀,912,59
MJU63048901,"Tube,Connector",130,단품(가공품),중앙정밀,912,59
MJU63057301,"Tube,Connector",130,단품(가공품),중앙정밀,832,59
MJU63057302,"Tube,Connector",130,단품(가공품),중앙정밀,80,2
MJU63076102,"Tube,Connector",130,단품(가공품),중앙정밀,65,4
MJU63076202,"Tube,Connector",130,단품(가공품),중앙정밀,65,4
MJU63156802,Tube Connector,130,단품(가공품),중앙정밀,2786,22
MJU63156903,Tube Connector,130,단품(가공품),중앙정밀,2786,22
MJU63209803,Tube Connector,130,단품(가공품),중앙정밀,2786,22
MJU63308302,"Tube,Connector",130,단품(가공품),중앙정밀,65,4
MJU63329001,"Tube,Connector",130,단품(가공품),중앙정밀,130,4
MJU63329101,"Tube,Connector",130,단품(가공품),중앙정밀,65,4
MJU63335901,Tube Connector,130,단품(가공품),중앙정밀,318,14
MJU63406917,"Tube,Connector",130,단품(가공품),중앙정밀,3684,23
MJU63406931,"Tube,Connector",130,단품(가공품),중앙정밀,1,1
MJU63406932,"Tube,Connector",130,단품(가공품),중앙정밀,1,1
MJU63435001,"Tube,Suction",130,단품(가공품),중앙정밀,2,1
MJU63437401,"Tube,Connector",130,단품(가공품),중앙정밀,1350,64
MJU63447304,"Tube,Connector",130,단품(가공품),중앙정밀,20,2
MJU63470901,"Tube,Connector",130,단품(가공품),중앙정밀,5,1
MJU63470903,"Tube,Connector",130,단품(가공품),중앙정밀,5,1
MJU63479101,"Tube,Connector",130,단품(가공품),중앙정밀,8100,64
MJU63482301,"Tube,Connector",130,단품(가공품),중앙정밀,1350,64
MJU63482401,"Tube,Connector",130,단품(가공품),중앙정밀,1350,64
MJU63482501,"Tube,Connector",130,단품(가공품),중앙정밀,1350,64
MJU63507801,"Tube,Suction",130,단품(가공품),중앙정밀,2,1
MJU63507901,"Tube,Suction",130,단품(가공품),중앙정밀,2,1
MJU63508001,"Tube,Suction",130,단품(가공품),중앙정밀,2,1
MJU63650903,Tube Connector,130,단품(가공품),중앙정밀,3817,22
MJU63669531,"Tube,Connector",130,단품(가공품),중앙정밀,457,26
MJU63669533,"Tube,Connector",130,단품(가공품),중앙정밀,451,25
MJU63669538,"Tube,Connector",130,단품(가공품),중앙정밀,7,1
MJU63669540,"Tube,Connector",130,단품(가공품),중앙정밀,329,42
MJU63669543,"Tube,Connector",130,단품(가공품),중앙정밀,329,42
MJU63669544,"Tube,Connector",130,단품(가공품),중앙정밀,451,25
MJU63669615,"Tube,Connector",130,단품(가공품),중앙정밀,3710,26
MJU63669616,"Tube,Connector",130,단품(가공품),중앙정밀,77,1
MJU63691215,"Tube,Connector",130,단품(가공품),중앙정밀,1932,85
MJU64046501,"Tube,Connector",130,단품(가공품),중앙정밀,13,3
MJU64095003,"Tube,Connector",130,단품(가공품),중앙정밀,7587,52
MJU64095004,"Tube,Connector",130,단품(가공품),중앙정밀,5128,53
MJU64095005,"Tube,Connector",130,단품(가공품),중앙정밀,321,25
MJU64095006,"Tube, Connector",130,단품(가공품),중앙정밀,176,13
MJU64329102,"Tube, Manifold",130,단품(가공품),중앙정밀,161,15
MJU64671103+용접링,Connector+용접링,120,SUB,중앙정밀,2014,65
MJU64671104+용접링,Connector+용접링,120,SUB,중앙정밀,2143,68
MJU64671105+용접링,Connector+용접링,120,SUB,중앙정밀,2143,68
MJU64671107,"Tube,Connector",130,단품(가공품),중앙정밀,1316,22
MJU64671109+용접링,Connector+용접링,120,SUB,중앙정밀,3459,68
MJU64671112,"Tube,Connector",130,단품(가공품),중앙정밀,240,6
MJU64671115+용접링,Connector+용접링,120,SUB,중앙정밀,4603,98
MJU64671116+용접링,Connector+용접링,120,SUB,중앙정밀,4603,98
MJU64671117+용접링,Connector+용접링,120,SUB,중앙정밀,5012,104
MJU64671118+용접링,Connector+용접링,120,SUB,중앙정밀,5012,104
MJU64671119+용접링,중앙 SUB,120,SUB,중앙정밀,1194,69
MJU64706603,"Tube,Connector",130,단품(가공품),중앙정밀,41,8
MJU64706701,"Tube,Connector",130,단품(가공품),중앙정밀,975,19
MJU64706901,"Tube,Connector",130,단품(가공품),중앙정밀,695,13
MJU64707301,"Tube,Connector",130,단품(가공품),중앙정밀,695,13
MJU64707601,"Tube,Connector",130,단품(가공품),중앙정밀,695,13
MJU64707801,"Tube,Connector",130,단품(가공품),중앙정밀,690,12
MJU64768701,"Tube,Connector",130,단품(가공품),중앙정밀,280,7
MJU64768901,"Tube,Connector",130,단품(가공품),중앙정밀,280,7
MJU64769001,"TUBE, CONNECTOR",130,단품(가공품),중앙정밀,280,7
MJU64769101,"TUBE, CONNECTOR",130,단품(가공품),중앙정밀,280,7
MJU64787101,"TUBE, CONNECTOR",130,단품(가공품),중앙정밀,1482,38
MJU64787103,"Tube,Connector",130,단품(가공품),중앙정밀,1279,25
MJU64794101,"TUBE, CONNECTOR",130,단품(가공품),중앙정밀,12,2
MJU64795606,Tube Connector,130,단품(가공품),중앙정밀,7,1
MJU65008412,"Tube,Connector",130,단품(가공품),중앙정밀,6,1
MJU65207303,"Tube,Connector",130,단품(가공품),중앙정밀,299,22
MJU65486418,"Tube,Connector",130,단품(가공품),중앙정밀,245,10
MJU65588302,"Tube,Connector",130,단품(가공품),중앙정밀,130,8
MJU65626510,"TUBE, CONNECTOR",130,단품(가공품),중앙정밀,5,1
MJU65626701,Tube Connector,130,단품(가공품),중앙정밀,10,2
MJU65626703,Tube Connector,130,단품(가공품),중앙정밀,10,2
MJU65686703,Tube Connector,130,단품(가공품),중앙정밀,607,26
MJU65846918,TUBE CONNECTOR,130,단품(가공품),중앙정밀,68,2
MJU65868013,Tube Connector,130,단품(가공품),중앙정밀,808,11
MJU66366302,Tube Connector,130,단품(가공품),중앙정밀,1206,24
MJU66366303,Tube Connector,130,단품(가공품),중앙정밀,1206,24
MJU66366801,Tube Connector,130,단품(가공품),중앙정밀,1206,24
MJU66366802,Tube Connector,130,단품(가공품),중앙정밀,2224,23
MJU66470001,Tube Connector,130,단품(가공품),중앙정밀,1112,23
MJU66479501,Tube Connector,130,단품(가공품),중앙정밀,2422,31
MJU66571301,"Tube,Connector",130,단품(가공품),중앙정밀,1,1
MJU66571302+용접링,Connector+용접링,120,SUB,중앙정밀,827,53
MJU66571305+용접링,Connector+용접링,120,SUB,중앙정밀,827,53
MJU66571306+용접링,Connector+용접링,120,SUB,중앙정밀,827,53
MJU66571307,"Tube,Connector",130,단품(가공품),중앙정밀,5,1
MJU66571308+용접링,Connector+용접링,120,SUB,중앙정밀,4722,102
MJU66571310+용접링,Connector+용접링,120,SUB,중앙정밀,4603,98
MJU66571311+용접링,Connector+용접링,120,SUB,중앙정밀,3528,84
MJU66749603,Tube Connector,130,단품(가공품),중앙정밀,201,14
MJU66760006,Tube Connector,130,단품(가공품),중앙정밀,129,11
MJU66773002,"Tube,Connector",130,단품(가공품),중앙정밀,1117,63
MJU66799001,"Tube,Connector",130,단품(가공품),중앙정밀,3619,61
MJU66799002,"Tube,Connector",130,단품(가공품),중앙정밀,2696,56
MJU66824601,Tube Connector,130,단품(가공품),중앙정밀,365,31
