parent_item,weld_item,item_name,use_qty,routing_st,reason,best_candidate
AJR77224009-20-1,RAC30599301-1,썬텍 SUB,0.0036,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77224009-7-1,RAC30599301-1,MTS SUB,0.0036,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77224009-SUB1,RAC30599301-1,AJR77224009-SUB1 용접,0.0036,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77224010,RAC30599312,"Tube Assembly,Reverse",0.0159,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77224010/ALL unit=0.002767 diam=6.35 (rule=parent-agg(self), exp=NA)"
AJR77224510-S1-1,RAC30599301-1,사내 SUB,0.003,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77224510-S1-2,RAC30599301-1,사내 SUB,0.0114,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77224510-S1-3,RAC30599301-1,사내 SUB,0.0072,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77224512-S1-2,RAC30599301-1,사내 SUB,0.006,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77224513-S1-2,RAC30599301-1,사내 SUB,0.003,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77224516-S1-2,RAC30599301-1,사내 SUB,0.003,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77224518-S1-2,RAC30599301-1,사내 SUB,0.006,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77224519-12-1,RAC30599301-1,대원 sub,0.0087,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77224519/RAC30599301-1 unit=0.001 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR77224519-S1-1,RAC30599301-1,사내 SUB,0.003,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77224519/RAC30599301-1 unit=0.001 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR77225602,RAC30599312,"Tube Assembly,Reverse",0.0141,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77225602/ALL unit=0.003871 diam=28.0 (rule=parent-agg(self), exp=NA)"
AJR77225607,RAC30599312,"Tube Assembly,Reverse",0.0141,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77225607/ALL unit=0.003488 diam=28.0 (rule=parent-agg(self), exp=NA)"
AJR77225609,RAC30599301-1,"Tube Assembly,Reverse",0.0266,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77225609,RAC30599312,"Tube Assembly,Reverse",0.0141,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77225609-20-1,RAC30599301-1,썬텍 SUB,0.015,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77225609-7-1,RAC30599301-1,MTS SUB,0.015,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77225609-SUB1,RAC30599301-1,AJR77225609-SUB1 용접,0.015,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77225610,RAC30599312,"Tube Assembly,Reverse",0.0141,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77225610/ALL unit=0.003488 diam=28.0 (rule=parent-agg(self), exp=NA)"
AJR77225610-SUB1,RAC30599301-1,AJR77225610-SUB 용,0.015,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77226303-4-1,RAC30599301-1,미래 SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77226303/RAC30599301-1 unit=0.001078 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR77226303-4-2,RAC30599301-1,미래 SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77226303/RAC30599301-1 unit=0.001078 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR77226303-4-3,RAC30599301-1,미래 SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77226303/RAC30599301-1 unit=0.001078 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR77226303-4-4,RAC30599301-1,미래 SUB,0.0024,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77226303/RAC30599301-1 unit=0.001078 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR77263008-4-1,RAC30599301-1,미래 SUB,0.0017,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77263008/RAC30599301-1 unit=0.0024 diam=22.0 (rule=exact(subvar/parent-norm), exp=NA)"
기밀테스트지그 샘플,RAC30599301-1,세영하이테크,1.0,0.0,라우팅ST(51/28)없음→재계산불가,
스프링형-SUB2,RAC30599327,Ø6.35 X Ø12.7,0.0021,0.0,라우팅ST(51/28)없음→재계산불가,
5211A10305F-S6-1,RAC30599327,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"5211A10305F/ALL unit=0.00135 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=0.00202)"
5211A10305F-은납,RAC30599327,은납 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"5211A10305F/ALL unit=0.00135 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=0.00202)"
5211A10305T-S6-1,RAC30599327,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"5211A10305T/ALL unit=0.0012 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=0.0018)"
5211A11604A,RAC30599327,"Tube Assembly, Connector",0.0033,1.0,부모존재_후보재현실패(관경/용접봉발산),"5211A11604A/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0012)"
5211A20230D,RAC30599327,"Tube Assembly, Evaporator (Out)",0.0015,2.0,부모존재_후보재현실패(관경/용접봉발산),"5211A20230D/ALL unit=0.0008 diam=7.94 (rule=parent-agg(self), exp=0.0024)"
5211A21333E,RAC30599327,"Tube Assembly, Manifold (Indoor)",0.0033,1.0,부모존재_후보재현실패(관경/용접봉발산),"5211A21333E/ALL unit=0.0008 diam=9.52 (rule=parent-agg(self), exp=0.0012)"
5211A21813B,RAC30599327,"Tube Assembly, Manifold",0.0015,1.0,부모존재_후보재현실패(관경/용접봉발산),"5211A21813B/ALL unit=0.000714 diam=5.0 (rule=parent-agg(self), exp=0.00107)"
5211A29912F,RAC30599327,5211A29912F,0.00975,9.0,부모존재_후보재현실패(관경/용접봉발산),"5211A29912F/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0108)"
ADM72950706,RAC30599328,Exchanger Assembly,0.0342,8.0,부모존재_후보재현실패(관경/용접봉발산),"ADM72950706/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0096)"
ADM75351201,RAC30599328,판형 열교환기,0.003,2.0,부모존재_후보재현실패(관경/용접봉발산),"ADM75351201/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0024)"
AJJ74578318-1-1,RAC30599301-1,SUB,0.00116,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJJ74578318/RAC30599301-1 unit=0.0008 diam=9.52 (rule=exact(subvar/parent-norm), exp=0.0024)"
AJJ74578318-1-2,RAC30599301-1,SUB,0.00083,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJJ74578318/RAC30599301-1 unit=0.0008 diam=9.52 (rule=exact(subvar/parent-norm), exp=0.0012)"
AJR30012001,RAC30599327,"Tube Assembly,Reverse",0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR30012001/ALL unit=0.001413 diam=6.35 (rule=parent-agg(self), exp=0.00212)"
AJR30028404,RAC30599327,Tube Assembly,0.0141,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR30028404/ALL unit=0.0028 diam=22.0 (rule=parent-agg(self), exp=0.0084)"
AJR30031801,RAC30599327,"Tube Assembly,Connector",0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR30031801/ALL unit=0.000933 diam=6.35 (rule=parent-agg(self), exp=0.0014)"
AJR30031804,RAC30599327,"Tube Assembly, Connector",0.0024,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR30031804/ALL unit=0.000933 diam=6.35 (rule=parent-agg(self), exp=0.0042)"
AJR30055201-J&I,RAC30599327,태국 SUB,0.003,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR30055201-J&I/ALL unit=0.000886 diam=6.35 (rule=parent-agg(self), exp=0.00133)"
AJR30055202-J&I,RAC30599327,태국 SUB,0.003,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR30055202-J&I/ALL unit=0.000886 diam=6.35 (rule=parent-agg(self), exp=0.00133)"
AJR30065902,RAC30599327,ADM75404604 내재화 SUB ASSY,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR30065902/ALL unit=0.000933 diam=6.35 (rule=parent-agg(self), exp=0.0014)"
AJR30077601-J&I,RAC30599327,태국 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR30077601-J&I/ALL unit=0.000886 diam=6.35 (rule=parent-agg(self), exp=0.00133)"
AJR30077602-J&I,RAC30599327,태국 SUB,0.0015,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR30077602-J&I/ALL unit=0.000886 diam=6.35 (rule=parent-agg(self), exp=0.00133)"
AJR30078001-J&I,RAC30599327,태국 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR30078001-J&I/ALL unit=0.00074 diam=4.76 (rule=parent-agg(self), exp=0.00111)"
AJR30079101,RAC30599327,"Tube Assembly, Expansion",0.0087,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR30079101/ALL unit=0.000785 diam=4.76 (rule=parent-agg(self), exp=0.00118)"
AJR30079501,RAC30599327,Tube Assembly,0.0036,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR30079501/ALL unit=0.001022 diam=15.88 (rule=parent-agg(self), exp=0.00307)"
AJR30359801,RAC30599327,"Tube Assembly, Evaporator",0.0108,15.0,부모존재_후보재현실패(관경/용접봉발산),"AJR30359801/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.018)"
AJR30360101,RAC30599327,"Tube Assembly,Tubing",0.0048,6.0,부모존재_후보재현실패(관경/용접봉발산),"AJR30360101/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0072)"
AJR32674714-2-1,RAC30599327,AJR32674714-2-1,0.00568,8.0,부모존재_후보재현실패(관경/용접봉발산),"AJR32674714/ALL unit=0.0012 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=0.0144)"
AJR32674714-S6-1,RAC30599327,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR32674714/ALL unit=0.0012 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=0.0018)"
AJR32883903,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.0015,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR32883903/ALL unit=0.000844 diam=6.35 (rule=parent-agg(self), exp=0.00127)"
AJR32883905,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR32883905/ALL unit=0.000836 diam=6.35 (rule=parent-agg(self), exp=0.00125)"
AJR33796501,RAC30599327,"Tube Assembly,Capillary",0.00083,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR33796501/ALL unit=0.001019 diam=4.76 (rule=parent-agg(self), exp=0.00153)"
AJR33796503-S6-1,RAC30599327,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR33796503/ALL unit=0.0012 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=0.0018)"
AJR33796512-12-1,RAC30599327,대원 SUB,0.00735,7.0,부모존재_후보재현실패(관경/용접봉발산),"AJR33796512-12-1/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0084)"
AJR34407805,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.00285,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR34407805/ALL unit=0.00118 diam=6.35 (rule=parent-agg(self), exp=0.00177)"
AJR34511805,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR34511805/ALL unit=0.000943 diam=6.35 (rule=parent-agg(self), exp=0.00141)"
AJR34511807,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR34511807/ALL unit=0.000933 diam=6.35 (rule=parent-agg(self), exp=0.0014)"
AJR34511808,RAC30599327,"Tube Assembly, Manifold",0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR34511808/ALL unit=0.000923 diam=6.35 (rule=parent-agg(self), exp=0.00138)"
AJR35744503,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR35744503/ALL unit=0.00084 diam=6.35 (rule=parent-agg(self), exp=0.00126)"
AJR36388606-9-1,RAC30599301-1,진성 SUB,0.0017,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR36388606/RAC30599301-1 unit=0.0008 diam=7.94 (rule=exact(subvar/parent-norm), exp=0.0024)"
AJR36388606-9-2,RAC30599301-1,진성 SUB,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR36388606/RAC30599301-1 unit=0.0008 diam=7.94 (rule=exact(subvar/parent-norm), exp=0.0012)"
AJR36541603,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR36541603/ALL unit=0.000857 diam=6.35 (rule=parent-agg(self), exp=0.00129)"
AJR36852209-J&I,RAC30599327,태국 SUB,0.0015,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR36852209-J&I/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0012)"
AJR36852210-J&I,RAC30599327,태국 SUB,0.0015,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR36852210-J&I/ALL unit=0.00084 diam=6.35 (rule=parent-agg(self), exp=0.00126)"
AJR36852706-J&I,RAC30599327,태국 SUB,0.0024,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR36852706-J&I/ALL unit=0.00074 diam=4.76 (rule=parent-agg(self), exp=0.00111)"
AJR37039703-SUB,RAC30599327,은납-SUB,0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR37039703/ALL unit=0.0009 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=0.00135)"
AJR37105401,RAC30599327,"Tube Assembly,Reverse",0.0024,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR37105401/ALL unit=0.001311 diam=9.52 (rule=parent-agg(self), exp=0.0059)"
AJR52676201,RAC30599327,"Tube Assembly,Evaporator(Out)",0.0015,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR52676201/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0024)"
AJR52676202-J&I,RAC30599327,태국 SUB,0.003,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR52676202-J&I/ALL unit=0.000829 diam=6.35 (rule=parent-agg(self), exp=0.00124)"
AJR52676204,RAC30599327,"Tube Assembly,Evaporator(Out)",0.0015,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR52676204/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0024)"
AJR52676207-J&I,RAC30599327,태국 SUB,0.003,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR52676207-J&I/ALL unit=0.000829 diam=6.35 (rule=parent-agg(self), exp=0.00124)"
AJR55707001-J&I,RAC30599327,태국 SUB,0.0024,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR55707001-J&I/ALL unit=0.000763 diam=6.35 (rule=parent-agg(self), exp=0.00343)"
AJR55707008-J&I-2,RAC30599327,태국 SUB,0.0024,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR55707008-J&I-2/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0012)"
AJR55707101-J&I,RAC30599327,태국 SUB,0.003,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR55707101-J&I/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0012)"
AJR65507705-0-1,RAC30599301-1,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR65507705/RAC30599301-1 unit=0.0012 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0018)"
AJR65507705-14-1,RAC30599301-1,외주 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR65507705/RAC30599301-1 unit=0.0012 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0018)"
AJR65507705-S3-1,RAC30599301-1,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR65507705/RAC30599301-1 unit=0.0012 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0018)"
AJR65507708-14-1,RAC30599301-1,외주 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR65507708/RAC30599301-1 unit=0.00125 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.00187)"
AJR65507708-S3-1,RAC30599301-1,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR65507708/RAC30599301-1 unit=0.00125 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.00187)"
AJR65507710-S3-1,RAC30599301-1,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR65507710/RAC30599301-1 unit=0.0012 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0018)"
AJR65507711-S3-1,RAC30599301-1,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR65507711/RAC30599301-1 unit=0.0012 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0018)"
AJR65507713-S3-1,RAC30599301-1,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR65507713/RAC30599301-1 unit=0.0012 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0018)"
AJR65507716-14-1,RAC30599301-1,외주 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR65507716/RAC30599301-1 unit=0.001 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.0015)"
AJR65507716-S3-1,RAC30599301-1,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR65507716/RAC30599301-1 unit=0.001 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.0015)"
AJR65507720-S3-1,RAC30599301-1,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR65507720/RAC30599301-1 unit=0.001 diam=9.52 (rule=exact(subvar/parent-norm), exp=0.0015)"
AJR65507720-S3-2,RAC30599301-1,사내 SUB,0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR65507720/RAC30599301-1 unit=0.001 diam=9.52 (rule=exact(subvar/parent-norm), exp=0.0015)"
AJR65507726-S3-1,RAC30599301-1,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR65507726/RAC30599301-1 unit=0.0012 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0018)"
AJR65507733-4-1,RAC30599301-1,미래 SUB,0.0042,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR65507733/RAC30599301-1 unit=0.001 diam=9.52 (rule=exact(subvar/parent-norm), exp=0.0045)"
AJR72572908,RAC30599327,"Tube Assembly,Manifold(Outdoor)",0.0012,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR72572908/ALL unit=0.000847 diam=6.35 (rule=parent-agg(self), exp=0.00381)"
AJR72961201,RAC30599327,"Tube Assembly,Expansion",0.0024,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR72961201/ALL unit=0.0014 diam=6.35 (rule=parent-agg(self), exp=0.0063)"
AJR72961202,RAC30599327,"Tube Assembly,Expansion",0.0024,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR72961202/ALL unit=0.002275 diam=6.35 (rule=parent-agg(self), exp=0.01024)"
AJR73062903,RAC30599327,"Tube Assembly,Distributor",0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73062903/ALL unit=0.000717 diam=4.76 (rule=parent-agg(self), exp=0.00108)"
AJR73063202-S6-1,RAC30599327,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73063202/ALL unit=0.0011 diam=6.35 (rule=parent-agg(subvar/parent-norm), exp=0.00165)"
AJR73123103,RAC30599327,"Tube Assembly,Connector",0.0015,5.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73123103/ALL unit=0.001 diam=12.7 (rule=parent-agg(self), exp=0.0075)"
AJR73222701,RAC30599327,"Tube Assembly,Reverse",0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73222701/ALL unit=0.001389 diam=9.52 (rule=parent-agg(self), exp=0.00208)"
AJR73224001,RAC30599327,"Tube Assembly,Expansion",0.0123,11.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73224001/ALL unit=0.00075 diam=4.76 (rule=parent-agg(self), exp=0.01238)"
AJR73324403-0-2,RAC30599327,사내 SUB,0.0033,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73324403-0-2/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0012)"
AJR73324406-0-1,RAC30599327,사내 SUB,0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73324406/ALL unit=0.0019 diam=15.88 (rule=parent-agg(subvar/parent-norm), exp=0.00285)"
AJR73324406-S3-4,RAC30599301-1,사내 SUB,0.0054,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73324406/RAC30599301-1 unit=0.0019 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.00855)"
AJR73327003-S6-1,RAC30599327,사내 SUB,0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73327003/ALL unit=0.0017 diam=15.88 (rule=parent-agg(subvar/parent-norm), exp=0.00255)"
AJR73327003-은납,RAC30599327,은납 SUB,0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73327003/ALL unit=0.0017 diam=15.88 (rule=parent-agg(subvar/parent-norm), exp=0.00255)"
AJR73343201-1-1,RAC30599301-1,SUB ASSY,0.002,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73343201/RAC30599301-1 unit=0.0008 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.0024)"
AJR73343201-1-1,RAC30599327,SUB ASSY,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73343201/ALL unit=0.0008 diam=6.35 (rule=parent-agg(subvar/parent-norm), exp=0.0012)"
AJR73343201-4-1,RAC30599327,미래 SUB,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73343201/ALL unit=0.0008 diam=6.35 (rule=parent-agg(subvar/parent-norm), exp=0.0012)"
AJR73664901,RAC30599327,ADM75404602 내재화 SUB ASSY,0.0141,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73664901/ALL unit=0.0008 diam=7.94 (rule=parent-agg(self), exp=0.0012)"
AJR73724002,RAC30599327,"Tube Assembly,Condenser(In)",0.00705,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73724002/ALL unit=0.0038 diam=25.4 (rule=parent-agg(self), exp=0.0057)"
AJR73724006,RAC30599327,"Tube Assembly, Condenser(In)",0.00885,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73724006/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0036)"
AJR73724102,RAC30599327,ADM75404603 내재화 SUB ASSY,0.00705,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73724102/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0012)"
AJR73767515-S1-9,RAC30599301-1,사내 SUB,0.0123,10.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73767515/RAC30599301-1 unit=0.001275 diam=9.52 (rule=exact(subvar/parent-norm), exp=0.01913)"
AJR73767811-S1-5,RAC30599327,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73767811-S1-5/ALL unit=0.004225 diam=28.0 (rule=parent-agg(self), exp=0.00634)"
AJR73767817-S1-5,RAC30599327,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73767817-S1-5/ALL unit=0.004225 diam=28.0 (rule=parent-agg(self), exp=0.00634)"
AJR73768803,RAC30599327,"Tube Assembly,Condenser(Out)",0.00435,4.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73768803/ALL unit=0.000867 diam=6.35 (rule=parent-agg(self), exp=0.0052)"
AJR73768803-S6-4,RAC30599327,사내 SUB,0.00435,4.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73768803-S6-4/ALL unit=0.0008 diam=9.52 (rule=parent-agg(self), exp=0.0048)"
AJR73915505-S3-1,RAC30599301-1,사내 SUB,0.0024,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73915505/RAC30599301-1 unit=0.001667 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.005)"
AJR73915505-S3-2,RAC30599301-1,사내 SUB,0.0036,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73915505/RAC30599301-1 unit=0.001667 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.005)"
AJR73915505-S3-4,RAC30599301-1,사내 SUB,0.0048,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73915505/RAC30599301-1 unit=0.001667 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0075)"
AJR73915506-S3-4,RAC30599301-1,사내 SUB,0.0048,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73915506/RAC30599301-1 unit=0.001667 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0075)"
AJR73915511-S3-1,RAC30599301-1,사내 SUB,0.0024,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73915511/RAC30599301-1 unit=0.001667 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.005)"
AJR73915511-S3-4,RAC30599301-1,사내 SUB,0.0048,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73915511/RAC30599301-1 unit=0.001667 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0075)"
AJR73915512-S3-1,RAC30599301-1,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73915512/RAC30599301-1 unit=0.001667 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0025)"
AJR73915512-S3-2,RAC30599301-1,사내 SUB,0.0036,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73915512/RAC30599301-1 unit=0.001667 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.005)"
AJR73915512-S3-3,RAC30599301-1,사내 SUB,0.0024,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73915512/RAC30599301-1 unit=0.001667 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.005)"
AJR73915512-S3-4,RAC30599301-1,사내 SUB,0.0048,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73915512/RAC30599301-1 unit=0.001667 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0075)"
AJR73944509-7-1,RAC30599301-1,(AJR73944505-7-1대체),0.0083,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73944509/RAC30599301-1 unit=0.001429 diam=19.05 (rule=exact(subvar/parent-norm), exp=0.00643)"
AJR73967516,RAC30599327,"Tube Assembly,Suction",0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73967516/ALL unit=0.001467 diam=6.35 (rule=parent-agg(self), exp=0.0022)"
